FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0162.2.EGR1	1.5016e-261	7.3879e-259	349	415	14271	328899	45.68%	4.16%	,NGDN,GOLPH3,MAN2B1,STK11,MAP3K8,PPP1R2,BHLHE40,FAM153C,ZNF706,OR6W1P,TTYH2,PIP,HEBP1,ASRGL1,ZMYM2,IARS,SLC38A3,APBA1,SERPINB9,RPL15,SSH2,MACROD1,RPS10-NUDT3,SERPINB6,OSBPL10,SCOC,PXDC1,RAI14,VIM,KPNA7,ATP8B2,HSD3B2,ACTB,NCMAP,YBX2,HOXC8,MICALL2,NOVA2,SPRY4,DPF3,HOXC6,DNM3,KREMEN2,GTF2E1,APOD,BHLHE40-AS1,ZNF609,PPM1H,JAK2,PIK3R1,FAM129B,FNDC3A,C15ORF53,FLYWCH1,SDK2,NUDT3,FRMD8,ITPR2,TRIM47,CHST3,UBE2I,ZNF613,LOC100507489,NANOS2,TNFAIP3,GRK6,CREM,CLK1,VWF,AGO1,AGO3,LOC338817,HDAC2,LOC100129858,STXBP1,SDHAP2,CORO2B,GNAI2,TSC1,TNPO1,TMEM202,GPN2,RNF150,DOT1L,ZNF438,DNHD1,EGLN3,CHEK2P2,MTMR12,ARL6IP5,IL6R,FEV,MIR589,FAM72D,RELA,NMU,NEAT1,C14ORF39,SPATC1,TBC1D22B,LINC00475,BRE,IRF8,TGFBR2,CRYBA2,CLCNKA,WDR89,RERE,MINK1,ARAP3,CDK12,ATG16L2,SCGB1D4,RAI1,LOC100130987,MED16,ZNF649,ITGB1,PKN2,CDC42EP4,SGSM2,PPP2R5E,PIGX,GFI1B,PLEKHM1P,THTPA,CHST11,SBNO2,PEMT,SRRM1,SRRM3,AZIN1,TTC21A,CUL4A,ZNF791,WBP2,NFIX,BZW1
MA0516.1.SP2	9.1502e-246	2.2509e-243	379	385	20413	322757	49.61%	5.95%	,NGDN,GOLPH3,MAN2B1,KPNA7,STK11,MAP3K8,LOC646999,PPP1R2,BHLHE40,FAM153C,ZNF706,OR6W1P,TTYH2,PIP,HEBP1,ASRGL1,ZMYM2,IARS,SLC38A3,APBA1,SERPINB9,RPL15,SSH2,MACROD1,RPS10-NUDT3,SERPINB6,OSBPL10,SCOC,PXDC1,RAI14,VIM,SEC24A,ATP8B2,HSD3B2,ACTB,NCMAP,YBX2,HOXC8,MICALL2,NOVA2,SPRY4,DPF3,HOXC6,DNM3,KREMEN2,GTF2E1,APOD,BHLHE40-AS1,ZNF609,PPM1H,JAK2,PIK3R1,FAM129B,FNDC3A,C15ORF53,FLYWCH1,SDK2,NUDT3,TNPO1,FRMD8,ITPR2,TRIM47,CHST3,UBE2I,ZNF613,CCDC130,LOC100507489,NANOS2,TNFAIP3,GRK6,CREM,CLK1,VWF,AGO1,AGO3,LOC338817,HDAC2,LOC100129858,STXBP1,SDHAP2,CORO2B,GNAI2,TSC1,TMEM11,C17ORF103,TMEM202,GPN2,RNF150,DOT1L,DLC1,ZNF438,DNHD1,EGLN3,CHEK2P2,MTMR12,ARL6IP5,IL6R,FEV,MIR589,FAM72D,RELA,NMU,NEAT1,SLC17A5,C14ORF39,SPATC1,TBC1D22B,CTGF,LINC00475,LINC00570,BRE,IRF8,CRYBA2,CLCNKA,YAE1D1,WDR89,RERE,MINK1,ARAP3,CDK12,ATG16L2,SCGB1D4,RAI1,LOC100130987,ZNF649,ITGB1,PKN2,CDC42EP4,SGSM2,PPP2R5E,PIGX,GFI1B,PLEKHM1P,THTPA,CHST11,SBNO2,PEMT,SRRM1,SRRM3,AZIN1,ROCK2,TTC21A,CUL4A,ZNF791,WBP2,NFIX,BZW1
MA0506.1.NRF1	8.0310e-245	1.3171e-242	189	575	1800	341370	24.74%	0.52%	,NGDN,GOLPH3,DPF3,STK11,HDAC2,MAP3K8,PPP1R2,BHLHE40,MAN2B1,ZNF706,OR6W1P,TTYH2,PIP,ASRGL1,ZMYM2,IARS,SLC38A3,APBA1,RPL15,RPS10-NUDT3,OSBPL10,SCOC,PXDC1,RAI14,KPNA7,ATP8B2,NCMAP,YBX2,SPRY4,KREMEN2,GTF2E1,APOD,BHLHE40-AS1,ZNF609,PPM1H,JAK2,PIK3R1,FAM129B,FNDC3A,C15ORF53,FLYWCH1,SDK2,NUDT3,FRMD8,SDHAP2,TRIM47,CHST3,EGLN3,ZNF613,CCDC130,LOC100507489,IRF8,GRK6,CREM,CLK1,AGO1,AGO3,LOC338817,FAM153C,LOC100129858,STXBP1,ITPR2,CORO2B,GNAI2,TSC1,TNPO1,TMEM202,GPN2,RNF150,DOT1L,ZNF438,TGFBR2,MTMR12,ARL6IP5,IL6R,FAM72D,GALNT16,NMU,NEAT1,C14ORF39,SPATC1,TBC1D22B,LINC00475,LINC00570,BRE,CLCNKA,WDR89,RERE,MINK1,ARAP3,CDK12,ATG16L2,SCGB1D4,LOC100130987,MED16,ZNF649,ITGB1,PKN2,SGSM2,PPP2R5E,PIGX,GFI1B,PLEKHM1P,THTPA,CHST11,SBNO2,SRRM1,SRRM3,AZIN1,ROCK2,TTC21A,CUL4A,ZNF791,WBP2,NFIX,BZW1
UP00002_1_Sp4_primary	1.3666e-232	1.6810e-230	269	495	7773	335397	35.21%	2.27%	,NGDN,DPF3,STK11,HDAC2,MAP3K8,PPP1R2,BHLHE40,MAN2B1,ZNF706,OR6W1P,TTYH2,PIP,HEBP1,ASRGL1,ZMYM2,IARS,SLC38A3,APBA1,SERPINB9,RPL15,SSH2,MACROD1,RPS10-NUDT3,SERPINB6,OSBPL10,SCOC,PXDC1,VIM,KPNA7,ATP8B2,HSD3B2,ACTB,NCMAP,YBX2,MICALL2,NOVA2,SPRY4,DNM3,KREMEN2,GTF2E1,APOD,BHLHE40-AS1,ZNF609,PPM1H,JAK2,PIK3R1,FAM129B,FNDC3A,C15ORF53,FLYWCH1,SDK2,NUDT3,FRMD8,ITPR2,TRIM47,CHST3,UBE2I,ZNF613,CCDC130,NANOS2,TNFAIP3,GRK6,CREM,CLK1,VWF,AGO1,AGO3,LOC338817,FAM153C,LOC100129858,STXBP1,SDHAP2,CORO2B,GNAI2,TSC1,TNPO1,TMEM202,GPN2,RNF150,DOT1L,ZNF438,DNHD1,EGLN3,CHEK2P2,ARL6IP5,IL6R,FEV,MIR589,FAM72D,RELA,NMU,NEAT1,C14ORF39,TBC1D22B,LINC00475,LINC00570,BRE,IRF8,CRYBA2,CLCNKA,WDR89,RERE,MINK1,ARAP3,CDK12,ATG16L2,SCGB1D4,RAI1,LOC100130987,MED16,ZNF649,ITGB1,PKN2,CDC42EP4,SGSM2,PPP2R5E,GFI1B,PLEKHM1P,THTPA,CHST11,SBNO2,PEMT,SRRM1,SRRM3,AZIN1,ROCK2,TTC21A,CUL4A,WBP2,NFIX,BZW1
MA0470.1.E2F4	4.7056e-222	4.6303e-220	199	565	2962	340208	26.05%	0.86%	,GOLPH3,MAN2B1,KPNA7,STK11,MAP3K8,LOC646999,PPP1R2,BHLHE40,FAM153C,OR6W1P,TTYH2,PIP,ASRGL1,ZMYM2,IARS,SERPINB9,RPL15,SSH2,MACROD1,APBA1,SERPINB6,OSBPL10,SCOC,PXDC1,RAI14,VIM,SEC24A,ATP8B2,EXD2,HSD3B2,ACTB,NCMAP,HOXC8,MICALL2,NOVA2,SPRY4,DPF3,HOXC6,DNM3,KREMEN2,GTF2E1,APOD,BHLHE40-AS1,ZNF609,PPM1H,PIK3R1,FAM129B,FNDC3A,C15ORF53,FLYWCH1,SDK2,FRMD8,SDHAP2,TRIM47,UBE2I,ZNF613,LOC100507489,IRF8,GRK6,CREM,PPP2R5E,VWF,AGO1,AGO3,LOC338817,HDAC2,LOC100129858,STXBP1,ITPR2,CORO2B,GNAI2,TSC1,TNPO1,TMEM202,RNF150,DOT1L,ZNF438,EGLN3,CHEK2P2,MTMR12,ARL6IP5,IL6R,MIR589,GALNT16,NMU,NEAT1,SLC17A5,C14ORF39,TBC1D22B,LINC00475,LINC00570,BRE,NANOS2,CLCNKA,YAE1D1,WDR89,RERE,MINK1,GFI1B,CDK12,ATG16L2,SCGB1D4,RAI1,LOC100130987,ZNF649,ITGB1,CDC42EP4,SGSM2,PIGX,PLEKHM1P,SBNO2,PEMT,SRRM1,SRRM3,AZIN1,ROCK2,TTC21A,CUL4A,ZNF791,WBP2
MA0079.3.SP1	6.5953e-220	5.4082e-218	379	385	24208	318962	49.61%	7.05%	,NGDN,GOLPH3,MAN2B1,KPNA7,STK11,MAP3K8,PPP1R2,BHLHE40,FAM153C,ZNF706,OR6W1P,TTYH2,PIP,HEBP1,ASRGL1,ZMYM2,IARS,SLC38A3,APBA1,SERPINB9,RPL15,SSH2,MACROD1,RPS10-NUDT3,SERPINB6,OSBPL10,SCOC,PXDC1,RAI14,VIM,SEC24A,ATP8B2,HSD3B2,ACTB,NCMAP,YBX2,HOXC8,MICALL2,NOVA2,SPRY4,DPF3,HOXC6,DNM3,KREMEN2,GTF2E1,APOD,BHLHE40-AS1,ZNF609,PPM1H,PIK3R1,FAM129B,FNDC3A,C15ORF53,FLYWCH1,SDK2,NUDT3,TNPO1,FRMD8,ITPR2,TRIM47,CHST3,UBE2I,ZNF613,CCDC130,NANOS2,TNFAIP3,GRK6,CREM,CLK1,VWF,AGO1,AGO3,LOC338817,HDAC2,LOC100129858,STXBP1,SDHAP2,CORO2B,GNAI2,TSC1,TMEM11,C17ORF103,TMEM202,GPN2,RNF150,DOT1L,DLC1,ZNF438,DNHD1,EGLN3,CHEK2P2,MTMR12,ARL6IP5,IL6R,FEV,MIR589,FAM72D,RELA,NMU,NEAT1,SLC17A5,C14ORF39,SPATC1,TBC1D22B,CTGF,LINC00475,LINC00570,BRE,IRF8,CRYBA2,CLCNKA,WDR89,RERE,MINK1,ARAP3,CDK12,ATG16L2,SCGB1D4,RAI1,LOC100130987,ZNF649,ITGB1,PKN2,CDC42EP4,SGSM2,PPP2R5E,PIGX,GFI1B,PLEKHM1P,THTPA,CHST11,SBNO2,PEMT,SRRM1,SRRM3,AZIN1,ROCK2,TTC21A,CUL4A,ZNF791,WBP2,NFIX,BZW1
UP00007_1_Egr1_primary	4.8086e-208	3.3797e-206	225	539	5437	337733	29.45%	1.58%	,NGDN,GOLPH3,MAN2B1,STK11,PPP1R2,BHLHE40,FAM153C,ZNF706,OR6W1P,TTYH2,PIP,HEBP1,RELA,ZMYM2,IARS,SLC38A3,APBA1,SERPINB9,RPL15,SSH2,MACROD1,RPS10-NUDT3,SERPINB6,OSBPL10,SCOC,PXDC1,RAI14,KPNA7,ATP8B2,HSD3B2,ACTB,NCMAP,YBX2,HOXC8,MICALL2,NOVA2,SPRY4,DPF3,HOXC6,DNM3,KREMEN2,GTF2E1,APOD,BHLHE40-AS1,ZNF609,PPM1H,PIK3R1,FAM129B,FNDC3A,C15ORF53,FLYWCH1,NUDT3,FRMD8,ITPR2,TRIM47,EGLN3,UBE2I,ZNF613,NANOS2,TNFAIP3,GRK6,CREM,CLK1,VWF,AGO1,AGO3,LOC338817,HDAC2,LOC100129858,STXBP1,SDHAP2,CORO2B,GNAI2,TSC1,TMEM11,C17ORF103,TMEM202,DOT1L,ZNF438,TGFBR2,CHEK2P2,MTMR12,ARL6IP5,IL6R,FEV,MIR589,FAM72D,ASRGL1,NEAT1,C14ORF39,SPATC1,TBC1D22B,LINC00475,BRE,IRF8,CRYBA2,CLCNKA,WDR89,RERE,MINK1,ARAP3,CDK12,ATG16L2,SCGB1D4,RAI1,LOC100130987,ZNF649,ITGB1,PKN2,CDC42EP4,SGSM2,PPP2R5E,PIGX,GFI1B,PLEKHM1P,THTPA,CHST11,SBNO2,PEMT,SRRM1,SRRM3,AZIN1,TTC21A,ZNF791,WBP2,NFIX,BZW1
MA0599.1.KLF5	1.0017e-178	6.1603e-177	313	451	19403	323767	40.97%	5.65%	,NGDN,GOLPH3,MAN2B1,STK11,MAP3K8,PPP1R2,BHLHE40,FAM153C,OR6W1P,TTYH2,PIP,HEBP1,ASRGL1,ZMYM2,IARS,APBA1,SERPINB9,RPL15,SSH2,MACROD1,RPS10-NUDT3,SERPINB6,OSBPL10,SCOC,PXDC1,RAI14,VIM,KPNA7,ATP8B2,HSD3B2,ACTB,NCMAP,YBX2,HOXC8,MICALL2,NOVA2,SPRY4,DPF3,HOXC6,DNM3,KREMEN2,GTF2E1,APOD,BHLHE40-AS1,ZNF609,PPM1H,PIK3R1,FAM129B,FNDC3A,C15ORF53,FLYWCH1,SDK2,NUDT3,TNPO1,FRMD8,ITPR2,TRIM47,CHST3,UBE2I,ZNF613,CCDC130,NANOS2,TNFAIP3,GRK6,CREM,CLK1,VWF,AGO1,AGO3,LOC338817,HDAC2,LOC100129858,STXBP1,SDHAP2,CORO2B,GNAI2,TSC1,TMEM11,C17ORF103,TMEM202,GPN2,DOT1L,DLC1,ZNF438,EGLN3,CHEK2P2,MTMR12,ARL6IP5,IL6R,FEV,MIR589,FAM72D,RELA,NMU,NEAT1,SLC17A5,C14ORF39,SPATC1,TBC1D22B,LINC00475,BRE,IRF8,CRYBA2,CLCNKA,WDR89,RERE,MINK1,ARAP3,ATG16L2,SCGB1D4,RAI1,LOC100130987,MED16,ZNF649,ITGB1,PKN2,CDC42EP4,SGSM2,PPP2R5E,PIGX,GFI1B,PLEKHM1P,THTPA,CHST11,SBNO2,PEMT,SRRM1,SRRM3,AZIN1,TTC21A,CUL4A,ZNF791,WBP2,NFIX,BZW1
MA0039.2.Klf4	6.2828e-175	3.4346e-173	284	480	15376	327794	37.17%	4.48%	,NGDN,GOLPH3,MAN2B1,STK11,MAP3K8,PPP1R2,BHLHE40,FAM153C,ZNF706,OR6W1P,TTYH2,PIP,HEBP1,ASRGL1,ZMYM2,IARS,APBA1,SERPINB9,RPL15,SSH2,MACROD1,RPS10-NUDT3,SERPINB6,OSBPL10,SCOC,PXDC1,RAI14,VIM,KPNA7,ATP8B2,HSD3B2,ACTB,NCMAP,YBX2,HOXC8,MICALL2,NOVA2,SPRY4,DPF3,HOXC6,DNM3,KREMEN2,GTF2E1,APOD,BHLHE40-AS1,ZNF609,PPM1H,JAK2,PIK3R1,FAM129B,FNDC3A,C15ORF53,FLYWCH1,SDK2,NUDT3,TNPO1,FRMD8,ITPR2,TRIM47,CHST3,UBE2I,ZNF613,CCDC130,NANOS2,TNFAIP3,GRK6,CREM,PPP2R5E,VWF,AGO1,AGO3,LOC338817,HDAC2,LOC100129858,STXBP1,SDHAP2,CORO2B,GNAI2,TSC1,TMEM11,C17ORF103,TMEM202,GPN2,RNF150,DOT1L,DLC1,ZNF438,EGLN3,CHEK2P2,MTMR12,ARL6IP5,IL6R,FEV,MIR589,FAM72D,RELA,NMU,NEAT1,SLC17A5,C14ORF39,SPATC1,TBC1D22B,LINC00475,BRE,IRF8,CRYBA2,CLCNKA,WDR89,RERE,MINK1,ARAP3,CDK12,ATG16L2,SCGB1D4,RAI1,LOC100130987,MED16,ZNF649,ITGB1,PKN2,CDC42EP4,SGSM2,PIGX,GFI1B,PLEKHM1P,THTPA,CHST11,SBNO2,PEMT,SRRM1,SRRM3,AZIN1,TTC21A,CUL4A,ZNF791,WBP2,NFIX
UP00093_1_Klf7_primary	3.5520e-171	1.7476e-169	267	497	13402	329768	34.95%	3.91%	,NGDN,GOLPH3,MAN2B1,STK11,MAP3K8,PPP1R2,BHLHE40,FAM153C,ZNF706,OR6W1P,TTYH2,PIP,HEBP1,ASRGL1,ZMYM2,IARS,SLC38A3,APBA1,SERPINB9,RPL15,SSH2,MACROD1,RPS10-NUDT3,SERPINB6,OSBPL10,SCOC,PXDC1,RAI14,VIM,KPNA7,ATP8B2,HSD3B2,ACTB,NCMAP,YBX2,HOXC8,MICALL2,NOVA2,SPRY4,DPF3,HOXC6,DNM3,KREMEN2,GTF2E1,APOD,BHLHE40-AS1,ZNF609,PPM1H,JAK2,PIK3R1,FAM129B,FNDC3A,C15ORF53,FLYWCH1,SDK2,NUDT3,TNPO1,FRMD8,ITPR2,TRIM47,CHST3,UBE2I,ZNF613,CCDC130,NANOS2,TNFAIP3,GRK6,CREM,PPP2R5E,VWF,AGO1,AGO3,LOC338817,HDAC2,LOC100129858,STXBP1,SDHAP2,CORO2B,GNAI2,TSC1,TMEM11,C17ORF103,TMEM202,GPN2,DOT1L,DLC1,ZNF438,EGLN3,CHEK2P2,MTMR12,ARL6IP5,IL6R,FEV,MIR589,FAM72D,RELA,NMU,NEAT1,SLC17A5,C14ORF39,SPATC1,TBC1D22B,LINC00475,LINC00570,BRE,IRF8,CRYBA2,CLCNKA,WDR89,RERE,MINK1,ARAP3,CDK12,ATG16L2,SCGB1D4,RAI1,LOC100130987,MED16,ZNF649,ITGB1,PKN2,CDC42EP4,SGSM2,PIGX,GFI1B,PLEKHM1P,THTPA,CHST11,SBNO2,PEMT,SRRM1,SRRM3,AZIN1,ROCK2,TTC21A,CUL4A,ZNF791,WBP2,NFIX
