X	with_clust4_RELA
-150	0.090395480226
-149	0.124293785311
-148	0.127118644068
-147	0.0988700564972
-146	0.0988700564972
-145	0.113935969868
-144	0.129943502825
-143	0.10263653484
-142	0.0866290018832
-141	0.126177024482
-140	0.0998116760829
-139	0.104519774011
-138	0.090395480226
-137	0.107344632768
-136	0.0828625235405
-135	0.100753295669
-134	0.103578154426
-133	0.129001883239
-132	0.0969868173258
-131	0.108286252354
-130	0.119585687382
-129	0.112994350282
-128	0.116760828625
-127	0.103578154426
-126	0.103578154426
-125	0.11581920904
-124	0.113935969868
-123	0.0913370998117
-122	0.0866290018832
-121	0.119585687382
-120	0.113935969868
-119	0.118644067797
-118	0.112994350282
-117	0.0998116760829
-116	0.105461393597
-115	0.118644067797
-114	0.0960451977401
-113	0.10922787194
-112	0.100753295669
-111	0.101694915254
-110	0.119585687382
-109	0.121468926554
-108	0.110169491525
-107	0.120527306968
-106	0.106403013183
-105	0.0932203389831
-104	0.0979284369115
-103	0.116760828625
-102	0.100753295669
-101	0.103578154426
-100	0.101694915254
-99	0.123352165725
-98	0.119585687382
-97	0.107344632768
-96	0.132768361582
-95	0.117702448211
-94	0.127118644068
-93	0.130885122411
-92	0.132768361582
-91	0.131826741996
-90	0.15065913371
-89	0.118644067797
-88	0.114877589454
-87	0.112052730697
-86	0.113935969868
-85	0.126177024482
-84	0.112994350282
-83	0.10263653484
-82	0.120527306968
-81	0.131826741996
-80	0.123352165725
-79	0.135593220339
-78	0.121468926554
-77	0.131826741996
-76	0.13747645951
-75	0.152542372881
-74	0.106403013183
-73	0.107344632768
-72	0.106403013183
-71	0.124293785311
-70	0.128060263653
-69	0.139359698682
-68	0.119585687382
-67	0.107344632768
-66	0.160075329567
-65	0.13747645951
-64	0.132768361582
-63	0.13747645951
-62	0.120527306968
-61	0.121468926554
-60	0.145951035782
-59	0.127118644068
-58	0.138418079096
-57	0.14406779661
-56	0.165725047081
-55	0.136534839925
-54	0.120527306968
-53	0.121468926554
-52	0.129943502825
-51	0.121468926554
-50	0.140301318267
-49	0.123352165725
-48	0.143126177024
-47	0.129001883239
-46	0.147834274953
-45	0.114877589454
-44	0.124293785311
-43	0.151600753296
-42	0.112052730697
-41	0.122410546139
-40	0.134651600753
-39	0.15725047081
-38	0.135593220339
-37	0.13747645951
-36	0.117702448211
-35	0.131826741996
-34	0.111111111111
-33	0.134651600753
-32	0.15065913371
-31	0.204331450094
-30	0.140301318267
-29	0.145009416196
-28	0.107344632768
-27	0.160075329567
-26	0.146892655367
-25	0.124293785311
-24	0.141242937853
-23	0.149717514124
-22	0.158192090395
-21	0.127118644068
-20	0.125235404896
-19	0.141242937853
-18	0.146892655367
-17	0.145951035782
-16	0.162900188324
-15	0.13747645951
-14	0.174199623352
-13	0.16384180791
-12	0.145009416196
-11	0.127118644068
-10	0.14406779661
-9	0.125235404896
-8	0.113935969868
-7	0.147834274953
-6	0.114877589454
-5	0.136534839925
-4	0.190207156309
-3	0.215630885122
-2	0.103578154426
-1	0.0395480225989
0	0.0442561205273
1	0.10922787194
2	0.171374764595
3	0.141242937853
4	0.158192090395
5	0.110169491525
6	0.11581920904
7	0.101694915254
8	0.136534839925
9	0.15065913371
10	0.142184557439
11	0.121468926554
12	0.152542372881
13	0.172316384181
14	0.169491525424
15	0.16384180791
16	0.135593220339
17	0.123352165725
18	0.141242937853
19	0.143126177024
20	0.143126177024
21	0.15065913371
22	0.168549905838
23	0.138418079096
24	0.147834274953
25	0.136534839925
26	0.103578154426
27	0.0885122410546
28	0.145009416196
29	0.126177024482
30	0.128060263653
31	0.154425612053
32	0.130885122411
33	0.129943502825
34	0.158192090395
35	0.133709981168
36	0.129001883239
37	0.158192090395
38	0.159133709981
39	0.155367231638
40	0.162900188324
41	0.139359698682
42	0.125235404896
43	0.145951035782
44	0.148775894539
45	0.130885122411
46	0.182674199623
47	0.162900188324
48	0.146892655367
49	0.130885122411
50	0.138418079096
51	0.136534839925
52	0.11581920904
53	0.146892655367
54	0.134651600753
55	0.132768361582
56	0.114877589454
57	0.116760828625
58	0.133709981168
59	0.117702448211
60	0.133709981168
61	0.140301318267
62	0.105461393597
63	0.140301318267
64	0.143126177024
65	0.168549905838
66	0.135593220339
67	0.142184557439
68	0.138418079096
69	0.164783427495
70	0.133709981168
71	0.110169491525
72	0.13747645951
73	0.155367231638
74	0.126177024482
75	0.158192090395
76	0.129001883239
77	0.117702448211
78	0.0979284369115
79	0.128060263653
80	0.120527306968
81	0.129943502825
82	0.129943502825
83	0.119585687382
84	0.13747645951
85	0.138418079096
86	0.105461393597
87	0.106403013183
88	0.116760828625
89	0.118644067797
90	0.121468926554
91	0.147834274953
92	0.127118644068
93	0.118644067797
94	0.134651600753
95	0.146892655367
96	0.111111111111
97	0.117702448211
98	0.0979284369115
99	0.128060263653
100	0.120527306968
101	0.107344632768
102	0.124293785311
103	0.133709981168
104	0.126177024482
105	0.10922787194
106	0.0960451977401
107	0.120527306968
108	0.129943502825
109	0.100753295669
110	0.125235404896
111	0.124293785311
112	0.127118644068
113	0.117702448211
114	0.121468926554
115	0.116760828625
116	0.114877589454
117	0.127118644068
118	0.112052730697
119	0.15065913371
120	0.136534839925
121	0.139359698682
122	0.117702448211
123	0.114877589454
124	0.0894538606403
125	0.106403013183
126	0.112052730697
127	0.0960451977401
128	0.10922787194
129	0.124293785311
130	0.145009416196
131	0.118644067797
132	0.107344632768
133	0.112994350282
134	0.0998116760829
135	0.116760828625
136	0.124293785311
137	0.125235404896
138	0.107344632768
