X	wo_clust5_NFKB1
-150	0.0466549295775
-149	0.0642605633803
-148	0.0554577464789
-147	0.0572183098592
-146	0.0404929577465
-145	0.0589788732394
-144	0.0475352112676
-143	0.056338028169
-142	0.0598591549296
-141	0.0721830985915
-140	0.0642605633803
-139	0.0713028169014
-138	0.0589788732394
-137	0.068661971831
-136	0.0572183098592
-135	0.0554577464789
-134	0.0589788732394
-133	0.0818661971831
-132	0.0642605633803
-131	0.0906690140845
-130	0.0616197183099
-129	0.0536971830986
-128	0.056338028169
-127	0.0572183098592
-126	0.0545774647887
-125	0.0510563380282
-124	0.0580985915493
-123	0.0704225352113
-122	0.0519366197183
-121	0.0677816901408
-120	0.074823943662
-119	0.0536971830986
-118	0.0783450704225
-117	0.0572183098592
-116	0.0792253521127
-115	0.0598591549296
-114	0.074823943662
-113	0.0598591549296
-112	0.0871478873239
-111	0.0607394366197
-110	0.0704225352113
-109	0.0792253521127
-108	0.0545774647887
-107	0.0906690140845
-106	0.068661971831
-105	0.0510563380282
-104	0.068661971831
-103	0.0827464788732
-102	0.0660211267606
-101	0.0677816901408
-100	0.0862676056338
-99	0.0897887323944
-98	0.0783450704225
-97	0.0968309859155
-96	0.0589788732394
-95	0.0580985915493
-94	0.074823943662
-93	0.0836267605634
-92	0.0589788732394
-91	0.0739436619718
-90	0.0739436619718
-89	0.0906690140845
-88	0.0713028169014
-87	0.0695422535211
-86	0.0871478873239
-85	0.056338028169
-84	0.074823943662
-83	0.0713028169014
-82	0.0598591549296
-81	0.0669014084507
-80	0.068661971831
-79	0.0906690140845
-78	0.0739436619718
-77	0.0774647887324
-76	0.0853873239437
-75	0.0959507042254
-74	0.0827464788732
-73	0.0862676056338
-72	0.0950704225352
-71	0.0607394366197
-70	0.0941901408451
-69	0.0757042253521
-68	0.0642605633803
-67	0.080985915493
-66	0.0941901408451
-65	0.0941901408451
-64	0.0721830985915
-63	0.0818661971831
-62	0.0880281690141
-61	0.0739436619718
-60	0.0792253521127
-59	0.0792253521127
-58	0.0713028169014
-57	0.0845070422535
-56	0.080985915493
-55	0.0704225352113
-54	0.0845070422535
-53	0.0713028169014
-52	0.0774647887324
-51	0.0783450704225
-50	0.0704225352113
-49	0.0818661971831
-48	0.0765845070423
-47	0.0774647887324
-46	0.0977112676056
-45	0.0853873239437
-44	0.101232394366
-43	0.0959507042254
-42	0.102112676056
-41	0.074823943662
-40	0.0897887323944
-39	0.0774647887324
-38	0.0906690140845
-37	0.0924295774648
-36	0.0959507042254
-35	0.110035211268
-34	0.0836267605634
-33	0.080985915493
-32	0.080985915493
-31	0.0580985915493
-30	0.0774647887324
-29	0.0827464788732
-28	0.0616197183099
-27	0.0783450704225
-26	0.0906690140845
-25	0.0915492957746
-24	0.0757042253521
-23	0.0933098591549
-22	0.111795774648
-21	0.0924295774648
-20	0.0836267605634
-19	0.0642605633803
-18	0.074823943662
-17	0.0950704225352
-16	0.0933098591549
-15	0.105633802817
-14	0.0994718309859
-13	0.0818661971831
-12	0.080985915493
-11	0.0792253521127
-10	0.0889084507042
-9	0.0933098591549
-8	0.0915492957746
-7	0.0836267605634
-6	0.106514084507
-5	0.0853873239437
-4	0.12235915493
-3	0.108274647887
-2	0.0704225352113
-1	0.0475352112676
0	0.0140845070423
1	0.0519366197183
2	0.0827464788732
3	0.117957746479
4	0.109154929577
5	0.0704225352113
6	0.0959507042254
7	0.0695422535211
8	0.0845070422535
9	0.0836267605634
10	0.0607394366197
11	0.0695422535211
12	0.0721830985915
13	0.0713028169014
14	0.0977112676056
15	0.144366197183
16	0.0977112676056
17	0.100352112676
18	0.0695422535211
19	0.0783450704225
20	0.0836267605634
21	0.0985915492958
22	0.0924295774648
23	0.0880281690141
24	0.0933098591549
25	0.0897887323944
26	0.0757042253521
27	0.080985915493
28	0.074823943662
29	0.0774647887324
30	0.0730633802817
31	0.0739436619718
32	0.104753521127
33	0.0801056338028
34	0.0906690140845
35	0.100352112676
36	0.0906690140845
37	0.101232394366
38	0.0765845070423
39	0.0994718309859
40	0.109154929577
41	0.0862676056338
42	0.0845070422535
43	0.0959507042254
44	0.0871478873239
45	0.0757042253521
46	0.0862676056338
47	0.0801056338028
48	0.0950704225352
49	0.080985915493
50	0.0730633802817
51	0.0915492957746
52	0.0774647887324
53	0.0845070422535
54	0.0862676056338
55	0.0721830985915
56	0.0774647887324
57	0.0739436619718
58	0.0889084507042
59	0.0906690140845
60	0.0836267605634
61	0.0924295774648
62	0.0836267605634
63	0.0889084507042
64	0.0959507042254
65	0.080985915493
66	0.0783450704225
67	0.0818661971831
68	0.080985915493
69	0.0739436619718
70	0.0660211267606
71	0.0757042253521
72	0.0572183098592
73	0.0536971830986
74	0.0880281690141
75	0.0801056338028
76	0.0950704225352
77	0.0906690140845
78	0.0801056338028
79	0.0739436619718
80	0.0598591549296
81	0.0704225352113
82	0.080985915493
83	0.0713028169014
84	0.0713028169014
85	0.0616197183099
86	0.0625
87	0.0589788732394
88	0.0695422535211
89	0.0633802816901
90	0.0721830985915
91	0.0554577464789
92	0.0545774647887
93	0.0783450704225
94	0.0572183098592
95	0.0580985915493
96	0.0484154929577
97	0.0607394366197
98	0.0713028169014
99	0.0484154929577
100	0.0704225352113
101	0.0589788732394
102	0.0484154929577
103	0.0519366197183
104	0.0580985915493
105	0.0704225352113
106	0.0695422535211
107	0.0607394366197
108	0.0616197183099
109	0.0730633802817
110	0.0739436619718
111	0.0713028169014
112	0.0633802816901
113	0.0492957746479
114	0.0651408450704
115	0.056338028169
116	0.0510563380282
117	0.0651408450704
118	0.0572183098592
119	0.0625
120	0.0598591549296
121	0.0554577464789
122	0.0536971830986
123	0.0669014084507
124	0.0607394366197
125	0.068661971831
126	0.0730633802817
127	0.0625
128	0.0633802816901
129	0.0536971830986
130	0.0721830985915
131	0.0633802816901
132	0.0765845070423
133	0.0545774647887
134	0.0607394366197
135	0.0554577464789
136	0.0625
137	0.0519366197183
138	0.0625
139	0.0466549295775
140	0.0466549295775
141	0.0730633802817
142	0.056338028169
143	0.0642605633803
144	0.0484154929577
145	0.0580985915493
146	0.0572183098592
147	0.0607394366197
148	0.0536971830986
149	0.0448943661972
150	0.056338028169
