X	wo_clust1_NFKB1
-150	0.0898876404494
-149	0.0140449438202
-148	0.0337078651685
-147	0.0702247191011
-146	0.0280898876404
-145	0.0393258426966
-144	0.0814606741573
-143	0.0477528089888
-142	0.064606741573
-141	0.0702247191011
-140	0.061797752809
-139	0.061797752809
-138	0.0421348314607
-137	0.0477528089888
-136	0.0280898876404
-135	0.0337078651685
-134	0.0252808988764
-133	0.0505617977528
-132	0.061797752809
-131	0.0589887640449
-130	0.0224719101124
-129	0.0561797752809
-128	0.0308988764045
-127	0.0393258426966
-126	0.0421348314607
-125	0.0280898876404
-124	0.0280898876404
-123	0.0337078651685
-122	0.0421348314607
-121	0.0533707865169
-120	0.0449438202247
-119	0.0421348314607
-118	0.0308988764045
-117	0.0449438202247
-116	0.0477528089888
-115	0.0505617977528
-114	0.0393258426966
-113	0.0308988764045
-112	0.0421348314607
-111	0.0421348314607
-110	0.0308988764045
-109	0.0449438202247
-108	0.0477528089888
-107	0.0337078651685
-106	0.0449438202247
-105	0.0393258426966
-104	0.0477528089888
-103	0.0702247191011
-102	0.0449438202247
-101	0.0449438202247
-100	0.0477528089888
-99	0.0393258426966
-98	0.061797752809
-97	0.0533707865169
-96	0.0505617977528
-95	0.0561797752809
-94	0.0533707865169
-93	0.0252808988764
-92	0.0421348314607
-91	0.0561797752809
-90	0.0589887640449
-89	0.0421348314607
-88	0.0280898876404
-87	0.0702247191011
-86	0.0533707865169
-85	0.0505617977528
-84	0.061797752809
-83	0.061797752809
-82	0.0449438202247
-81	0.0365168539326
-80	0.0505617977528
-79	0.0421348314607
-78	0.0561797752809
-77	0.0337078651685
-76	0.061797752809
-75	0.0561797752809
-74	0.0533707865169
-73	0.0393258426966
-72	0.061797752809
-71	0.0505617977528
-70	0.0505617977528
-69	0.0393258426966
-68	0.0533707865169
-67	0.0449438202247
-66	0.0814606741573
-65	0.0786516853933
-64	0.0533707865169
-63	0.0337078651685
-62	0.0337078651685
-61	0.0477528089888
-60	0.061797752809
-59	0.0674157303371
-58	0.0421348314607
-57	0.0505617977528
-56	0.0870786516854
-55	0.064606741573
-54	0.0505617977528
-53	0.0421348314607
-52	0.0337078651685
-51	0.0365168539326
-50	0.0365168539326
-49	0.0421348314607
-48	0.0561797752809
-47	0.0505617977528
-46	0.0421348314607
-45	0.0758426966292
-44	0.0449438202247
-43	0.0477528089888
-42	0.061797752809
-41	0.0505617977528
-40	0.0533707865169
-39	0.0337078651685
-38	0.0393258426966
-37	0.0449438202247
-36	0.0505617977528
-35	0.0421348314607
-34	0.0365168539326
-33	0.061797752809
-32	0.0421348314607
-31	0.0224719101124
-30	0.0505617977528
-29	0.0533707865169
-28	0.0477528089888
-27	0.0140449438202
-26	0.0393258426966
-25	0.0393258426966
-24	0.0449438202247
-23	0.0955056179775
-22	0.0702247191011
-21	0.0421348314607
-20	0.0365168539326
-19	0.0337078651685
-18	0.0533707865169
-17	0.0393258426966
-16	0.0842696629213
-15	0.0786516853933
-14	0.0477528089888
-13	0.0730337078652
-12	0.0393258426966
-11	0.0421348314607
-10	0.0674157303371
-9	0.0589887640449
-8	0.0393258426966
-7	0.0393258426966
-6	0.0449438202247
-5	0.0505617977528
-4	0.0870786516854
-3	0.0561797752809
-2	0.0477528089888
-1	0.0393258426966
0	0.0112359550562
1	0.0196629213483
2	0.0533707865169
3	0.0505617977528
4	0.0758426966292
5	0.0505617977528
6	0.0533707865169
7	0.0365168539326
8	0.0561797752809
9	0.0561797752809
10	0.064606741573
11	0.0674157303371
12	0.0337078651685
13	0.0533707865169
14	0.0702247191011
15	0.0674157303371
16	0.0477528089888
17	0.0477528089888
18	0.0477528089888
19	0.0224719101124
20	0.0393258426966
21	0.061797752809
22	0.0505617977528
23	0.0702247191011
24	0.064606741573
25	0.0393258426966
26	0.0421348314607
27	0.0533707865169
28	0.0702247191011
29	0.0702247191011
30	0.0730337078652
31	0.064606741573
32	0.0561797752809
33	0.0365168539326
34	0.0561797752809
35	0.0280898876404
36	0.0449438202247
37	0.0505617977528
38	0.0365168539326
39	0.0365168539326
40	0.0589887640449
41	0.061797752809
42	0.0477528089888
43	0.0477528089888
44	0.0365168539326
45	0.061797752809
46	0.0674157303371
47	0.0393258426966
48	0.0589887640449
49	0.064606741573
50	0.0477528089888
51	0.115168539326
52	0.0477528089888
53	0.0814606741573
54	0.0674157303371
55	0.112359550562
56	0.0421348314607
57	0.0477528089888
58	0.0533707865169
59	0.0449438202247
60	0.0674157303371
61	0.0561797752809
62	0.0477528089888
63	0.0505617977528
64	0.0421348314607
65	0.0252808988764
66	0.0477528089888
67	0.0730337078652
68	0.0449438202247
69	0.0533707865169
70	0.0308988764045
71	0.0477528089888
72	0.0561797752809
73	0.0674157303371
74	0.0337078651685
75	0.0505617977528
76	0.0365168539326
77	0.0308988764045
78	0.0393258426966
79	0.0308988764045
80	0.0224719101124
81	0.0252808988764
82	0.0337078651685
83	0.0674157303371
84	0.0308988764045
85	0.0421348314607
86	0.061797752809
87	0.0224719101124
88	0.0421348314607
89	0.0449438202247
90	0.064606741573
91	0.0505617977528
92	0.0477528089888
93	0.0365168539326
94	0.0308988764045
95	0.0477528089888
96	0.0365168539326
97	0.0280898876404
98	0.0477528089888
99	0.0589887640449
100	0.0533707865169
101	0.0365168539326
102	0.0561797752809
103	0.0505617977528
104	0.0393258426966
105	0.0674157303371
106	0.064606741573
107	0.0533707865169
108	0.0702247191011
109	0.0983146067416
110	0.0589887640449
111	0.0870786516854
112	0.0533707865169
113	0.0365168539326
114	0.0308988764045
115	0.0477528089888
116	0.0533707865169
117	0.0393258426966
118	0.064606741573
119	0.0505617977528
120	0.0449438202247
121	0.0561797752809
122	0.120786516854
123	0.13202247191
124	0.0449438202247
125	0.0561797752809
126	0.0674157303371
127	0.061797752809
128	0.0337078651685
129	0.0393258426966
130	0.0365168539326
131	0.0505617977528
132	0.0252808988764
133	0.0449438202247
134	0.0252808988764
135	0.0449438202247
136	0.0224719101124
137	0.0449438202247
138	0.0477528089888
139	0.0477528089888
140	0.0477528089888
141	0.13202247191
142	0.0758426966292
143	0.0365168539326
144	0.0421348314607
145	0.0533707865169
146	0.0393258426966
147	0.0224719101124
148	0.061797752809
149	0.0702247191011
150	0.0505617977528
