X	wo_clust4_NFKB1
-150	0.0614692653673
-149	0.0614692653673
-148	0.0539730134933
-147	0.047976011994
-146	0.0674662668666
-145	0.0434782608696
-144	0.0539730134933
-143	0.0569715142429
-142	0.0824587706147
-141	0.0569715142429
-140	0.0509745127436
-139	0.0539730134933
-138	0.0599700149925
-137	0.0524737631184
-136	0.0704647676162
-135	0.0779610194903
-134	0.0629685157421
-133	0.0809595202399
-132	0.0524737631184
-131	0.0509745127436
-130	0.0614692653673
-129	0.0644677661169
-128	0.0539730134933
-127	0.0569715142429
-126	0.0869565217391
-125	0.0494752623688
-124	0.0779610194903
-123	0.0614692653673
-122	0.100449775112
-121	0.0614692653673
-120	0.0614692653673
-119	0.0539730134933
-118	0.0599700149925
-117	0.0734632683658
-116	0.0599700149925
-115	0.0884557721139
-114	0.0644677661169
-113	0.0629685157421
-112	0.0779610194903
-111	0.0764617691154
-110	0.0614692653673
-109	0.0689655172414
-108	0.0659670164918
-107	0.0584707646177
-106	0.0794602698651
-105	0.0659670164918
-104	0.0779610194903
-103	0.0659670164918
-102	0.0734632683658
-101	0.0659670164918
-100	0.0764617691154
-99	0.0764617691154
-98	0.0629685157421
-97	0.0659670164918
-96	0.0599700149925
-95	0.0599700149925
-94	0.0824587706147
-93	0.071964017991
-92	0.0734632683658
-91	0.0464767616192
-90	0.0734632683658
-89	0.0704647676162
-88	0.0794602698651
-87	0.0779610194903
-86	0.0629685157421
-85	0.0629685157421
-84	0.0824587706147
-83	0.0614692653673
-82	0.0779610194903
-81	0.0749625187406
-80	0.124437781109
-79	0.0554722638681
-78	0.0764617691154
-77	0.0539730134933
-76	0.0929535232384
-75	0.0659670164918
-74	0.0689655172414
-73	0.0509745127436
-72	0.0869565217391
-71	0.0974512743628
-70	0.0509745127436
-69	0.0854572713643
-68	0.0689655172414
-67	0.0584707646177
-66	0.0809595202399
-65	0.0539730134933
-64	0.0749625187406
-63	0.0749625187406
-62	0.0809595202399
-61	0.0689655172414
-60	0.0824587706147
-59	0.0599700149925
-58	0.071964017991
-57	0.0884557721139
-56	0.071964017991
-55	0.0854572713643
-54	0.0659670164918
-53	0.0614692653673
-52	0.0839580209895
-51	0.0629685157421
-50	0.0824587706147
-49	0.0899550224888
-48	0.071964017991
-47	0.071964017991
-46	0.0824587706147
-45	0.0659670164918
-44	0.0779610194903
-43	0.0824587706147
-42	0.0944527736132
-41	0.0674662668666
-40	0.0599700149925
-39	0.047976011994
-38	0.0659670164918
-37	0.0614692653673
-36	0.0749625187406
-35	0.100449775112
-34	0.104947526237
-33	0.0704647676162
-32	0.0704647676162
-31	0.0794602698651
-30	0.0644677661169
-29	0.0869565217391
-28	0.0884557721139
-27	0.106446776612
-26	0.124437781109
-25	0.0839580209895
-24	0.071964017991
-23	0.0824587706147
-22	0.0824587706147
-21	0.0764617691154
-20	0.0734632683658
-19	0.0794602698651
-18	0.0689655172414
-17	0.0929535232384
-16	0.0899550224888
-15	0.0569715142429
-14	0.0614692653673
-13	0.0794602698651
-12	0.0839580209895
-11	0.0734632683658
-10	0.0854572713643
-9	0.095952023988
-8	0.0644677661169
-7	0.0539730134933
-6	0.0884557721139
-5	0.0629685157421
-4	0.104947526237
-3	0.0839580209895
-2	0.0449775112444
-1	0.0404797601199
0	0.0254872563718
1	0.0419790104948
2	0.0734632683658
3	0.0659670164918
4	0.0749625187406
5	0.0869565217391
6	0.0974512743628
7	0.0584707646177
8	0.0644677661169
9	0.100449775112
10	0.0734632683658
11	0.0779610194903
12	0.0629685157421
13	0.0599700149925
14	0.0689655172414
15	0.0629685157421
16	0.0704647676162
17	0.0494752623688
18	0.0554722638681
19	0.0629685157421
20	0.0659670164918
21	0.0749625187406
22	0.0749625187406
23	0.0794602698651
24	0.0914542728636
25	0.0749625187406
26	0.0779610194903
27	0.0629685157421
28	0.0809595202399
29	0.0779610194903
30	0.071964017991
31	0.0614692653673
32	0.0839580209895
33	0.0674662668666
34	0.071964017991
35	0.0674662668666
36	0.0629685157421
37	0.0464767616192
38	0.0749625187406
39	0.0779610194903
40	0.0659670164918
41	0.0749625187406
42	0.0659670164918
43	0.0899550224888
44	0.0629685157421
45	0.0839580209895
46	0.0824587706147
47	0.0869565217391
48	0.0569715142429
49	0.0644677661169
50	0.0734632683658
51	0.0839580209895
52	0.0809595202399
53	0.0764617691154
54	0.0869565217391
55	0.0584707646177
56	0.0734632683658
57	0.0899550224888
58	0.0629685157421
59	0.0584707646177
60	0.0839580209895
61	0.0824587706147
62	0.113943028486
63	0.119940029985
64	0.0989505247376
65	0.0839580209895
66	0.0794602698651
67	0.0884557721139
68	0.0569715142429
69	0.047976011994
70	0.0644677661169
71	0.0629685157421
72	0.0899550224888
73	0.0629685157421
74	0.0734632683658
75	0.0569715142429
76	0.0839580209895
77	0.0554722638681
78	0.0749625187406
79	0.0644677661169
80	0.0794602698651
81	0.0764617691154
82	0.0764617691154
83	0.0929535232384
84	0.0899550224888
85	0.0644677661169
86	0.0614692653673
87	0.0494752623688
88	0.0629685157421
89	0.0734632683658
90	0.0524737631184
91	0.0839580209895
92	0.0584707646177
93	0.0614692653673
94	0.0569715142429
95	0.0584707646177
96	0.0509745127436
97	0.0674662668666
98	0.0464767616192
99	0.0404797601199
100	0.0659670164918
101	0.0629685157421
102	0.0464767616192
103	0.0644677661169
104	0.0674662668666
105	0.0344827586207
106	0.0464767616192
107	0.0539730134933
108	0.0584707646177
109	0.0974512743628
110	0.0869565217391
111	0.0839580209895
112	0.0794602698651
113	0.0644677661169
114	0.0524737631184
115	0.0539730134933
116	0.071964017991
117	0.0524737631184
118	0.0614692653673
119	0.0644677661169
120	0.0524737631184
121	0.071964017991
122	0.0704647676162
123	0.0569715142429
124	0.0659670164918
125	0.0644677661169
126	0.0704647676162
127	0.0509745127436
128	0.0704647676162
129	0.0899550224888
130	0.0629685157421
131	0.0569715142429
132	0.0854572713643
133	0.0569715142429
134	0.0584707646177
135	0.0404797601199
136	0.0614692653673
137	0.0509745127436
138	0.0764617691154
139	0.0569715142429
140	0.0524737631184
141	0.0674662668666
142	0.0539730134933
143	0.0614692653673
144	0.047976011994
145	0.0464767616192
146	0.0539730134933
147	0.0584707646177
148	0.0524737631184
149	0.0539730134933
150	0.0554722638681
