id	baseMean	0.TNF.rnaseq.HG18	30.TNF.rnaseq.HG18	foldChange	log2FoldChange	pval	padj	pseudo.log2foldchange
AATK	65.1862231617247	59.4204890289216	70.9519572945278	1.19406552275249	0.255882004740446	0.658150425794736	1	0.251996071900353
AATK-AS1	0.479197492168722	0.958394984337445	0	0	-Inf	1	1	-0.969671768249023
ABAT	89.6561946842415	95.8394984337445	83.4728909347386	0.870965440125345	-0.19931262101038	0.687665272054817	1	-0.197107181575562
ABCA1	651.468050277425	591.329705336204	711.606395218646	1.20340038526233	0.267116723751737	0.206505185211191	1	0.26670499175232
ABCA10	12.9267236342941	14.3759247650617	11.4775225035266	0.798384986781566	-0.324843503094239	0.858329201979252	1	-0.301341676305567
ABCA11P	81.5214459716346	91.0475235120573	71.995368431212	0.790744939061168	-0.338715677675797	0.50089988528141	1	-0.334573979535486
ABCA12	1.04341113668423	0	2.08682227336846	Inf	Inf	0.778903508585236	1	1.62612242085029
ABCA13	0.958394984337445	1.91678996867489	0	0	-Inf	0.822931780100193	1	-1.54438150483037
ABCA17P	1.91678996867489	3.83357993734978	0	0	-Inf	0.515543164408449	1	-2.27309210102348
ABCA2	1653.21751673921	1612.97875863992	1693.45627483851	1.04989372350225	0.0702432970950045	0.67993230358962	1	0.0702008171745696
ABCA3	1834.41596762282	1950.3337931267	1718.49814211893	0.881130270200518	-0.182572765550272	0.271237323509826	1	-0.182473027903889
ABCA4	117.457331343417	115.965793104831	118.948869582002	1.02572376213109	0.0366422507671294	0.951695384505037	1	0.0363328892420069
ABCA5	438.217826085665	459.071197497636	417.364454673693	0.909149728732093	-0.137410182084473	0.572763794999471	1	-0.13709685845566
ABCA6	549.356647337669	517.53329154222	581.180003133117	1.12298090312458	0.167333394166183	0.455587838708223	1	0.167028668478173
ABCA7	717.492997276711	749.464877751882	685.521116801541	0.914680777113733	-0.128659763108041	0.534490995225833	1	-0.128480457233808
ABCA8	143.685669184176	171.552702196403	115.81863617195	0.675119859315037	-0.566784437037168	0.133016147858218	1	-0.5627666198406
ABCA9	200.342962293472	223.306031350625	177.379893236319	0.794335433590711	-0.332179734639596	0.310619149849834	1	-0.330515407881204
ABCB1	444.690833286637	454.279222575949	435.102443997325	0.957786362163156	-0.0622242015766133	0.803129774028284	1	-0.0620845455060124
ABCB10	366.365346109751	385.274783703653	347.455908515849	0.901839215055161	-0.149057850230684	0.566557931017303	1	-0.148651382655554
ABCB11	8.40140582390864	10.5423448277119	6.26046682010539	0.593840072812735	-0.751853644039159	0.704040491537406	1	-0.668802121239095
ABCB4	1.43759247650617	2.87518495301233	0	0	-Inf	0.65453705107165	1	-1.95426516830326
ABCB5	0	0	0	NA	NA	NA	NA	0
ABCB6	899.893111979074	942.102269603708	857.683954354439	0.910393682328374	-0.135437548781916	0.485481619566455	1	-0.135286991251345
ABCB7	581.996193535577	593.246495304878	570.745891766275	0.962072083498715	-0.0557831025447258	0.80583029213272	1	-0.055687395285883
ABCB8	1175.53956150025	1255.49742948205	1095.58169351844	0.872627587911844	-0.196562009994345	0.278199449951191	1	-0.196394425379914
ABCB9	647.777529763729	639.249454553076	656.305604974382	1.02668152518524	0.0379887295716863	0.864703172519532	1	0.0379301684966968
ABCC1	3446.08602003029	3276.75245144972	3615.41958861086	1.10335450790959	0.141896403468164	0.350848746100752	1	0.141855172935674
ABCC10	1050.05571490509	1155.82435111096	944.28707869923	0.816981471096017	-0.291624736052535	0.116579289716021	1	-0.291345386536515
ABCC11	0	0	0	NA	NA	NA	NA	0
ABCC12	0	0	0	NA	NA	NA	NA	0
ABCC13	0	0	0	NA	NA	NA	NA	0
ABCC2	59.6600022908284	54.6285141072344	64.6914904744224	1.18420739666165	0.243921770099116	0.689995130668241	1	0.239881928940347
ABCC3	105.767268459023	120.757768026518	90.7767688915282	0.751726123917708	-0.411720953774206	0.347332004803339	1	-0.407812896785568
ABCC4	646.649102474698	641.166244521751	652.131960427645	1.01710276546775	0.0244654527849706	0.915673676104798	1	0.0244276751942678
ABCC5	773.902924042356	771.507962391643	776.297885693069	1.00620852089015	0.00892931198303416	0.971756421317911	1	0.00891778877334382
ABCC5-AS1	0	0	0	NA	NA	NA	NA	0
ABCC6	7.09133757592266	4.79197492168722	9.39070023015809	1.95967224028203	0.970612380431932	0.648025095415751	1	0.843165619946205
ABCC6P1	0	0	0	NA	NA	NA	NA	0
ABCC6P2	0	0	0	NA	NA	NA	NA	0
ABCC8	0	0	0	NA	NA	NA	NA	0
ABCC9	278.892598505486	299.019235113283	258.76596189769	0.86538232832967	-0.208590434598391	0.468232869668739	1	-0.207842597636613
ABCD1	1219.98491518845	1182.65941067241	1257.3104197045	1.06312130809465	0.0883062258448881	0.625604033224877	1	0.0882338569661538
ABCD2	0	0	0	NA	NA	NA	NA	0
ABCD3	828.43088680211	824.219686530203	832.642087074017	1.01021863549422	0.0146675605098676	0.947400807553287	1	0.0146498763206626
ABCD4	968.858798347713	998.647573679618	939.070023015809	0.940341765970262	-0.0887428971844891	0.643167959861695	1	-0.0886513387181918
ABCE1	2150.22981936546	2216.76759877251	2083.69203995841	0.939968646741415	-0.0893154593152359	0.582017995516194	1	-0.0892739144822396
ABCF1	3034.30565853045	3209.6648025461	2858.9465145148	0.890730556115051	-0.166939008981845	0.279255307346658	1	-0.166883887148062
ABCF2	1307.71663779063	1310.12594358929	1305.30733199197	0.996322024137533	-0.00531597956325811	0.980922143637158	1	-0.00531191757502825
ABCF3	965.37296513314	947.852639509733	982.893290756547	1.03696845879433	0.0523720127306544	0.787176286334262	1	0.0523178064354006
ABCG1	235.668199403693	203.179736679538	268.156662127848	1.31980022471824	0.400319568507661	0.188688321175209	1	0.398606438618242
ABCG2	89.1653885378114	83.3803636373577	94.9504134382651	1.13876228522136	0.18746661822695	0.707283260033014	1	0.185381717957524
ABCG4	14.4918403393205	14.3759247650617	14.6077559135793	1.0161263468129	0.0230798003260677	1	1	0.0215899391466667
ABCG5	0.479197492168722	0.958394984337445	0	0	-Inf	1	1	-0.969671768249023
ABCG8	0	0	0	NA	NA	NA	NA	0
ABHD1	31.4646842918313	31.6270344831357	31.302334100527	0.989733454687892	-0.0148880498729527	1	1	-0.014429449940021
ABHD10	530.803322453353	571.203410665117	490.403234241589	0.858543953143691	-0.22003610002018	0.330556992810167	1	-0.219620743950451
ABHD11	215.994129343736	223.306031350625	208.682227336846	0.934512274812602	-0.0977144810025735	0.769184792345149	1	-0.0972638296793766
ABHD12	1131.66968817411	1080.1111473483	1183.22822899992	1.09546895419492	0.13154859864699	0.473056073672987	1	0.131432297555778
ABHD12B	1.95929804484828	2.87518495301233	1.04341113668423	0.362902266718894	-1.46234702684417	0.865726706805904	1	-0.923285663115749
ABHD13	472.341228408769	454.279222575949	490.403234241589	1.07951940099924	0.110389171543723	0.643254373781354	1	0.110155731964483
ABHD14A	60.4908730466456	59.4204890289216	61.5612570643697	1.03602743885878	0.0510622128519482	0.960261894192508	1	0.0502316405528127
ABHD14A-ACY1	0	0	0	NA	NA	NA	NA	0
ABHD14B	816.721533150066	852.971536060326	780.471530239806	0.915003018558649	-0.128151592089141	0.520680696394007	1	-0.12799466840349
ABHD15	244.595237336816	260.683435739785	228.507038933847	0.876569078067328	-0.190060307772184	0.532715690290584	1	-0.189284204862071
ABHD16A	969.801658136917	942.102269603708	997.501046670126	1.05880335803641	0.0824346755171502	0.667189318105177	1	0.0823497153507464
ABHD16B	245.178741748982	235.765166147011	254.592317350953	1.07985552535866	0.110838306100629	0.721625041822286	1	0.11038763067309
ABHD2	1881.44287627169	1936.91626334598	1825.96948919741	0.94271989127867	-0.0850989257830621	0.608131733396812	1	-0.0850536929399528
ABHD3	88.2611102839087	92.0059184963947	84.5163020714228	0.9185963626322	-0.122497023959549	0.817086673550757	1	-0.121123057207985
ABHD4	1181.87719139096	1159.65793104831	1204.0964517336	1.03832036973621	0.0542516503605079	0.768026409777974	1	0.0542057754196783
ABHD5	354.288783998925	351.730959251842	356.846608746007	1.01454421159015	0.0208317359196674	0.947811293386712	1	0.0207731006412466
ABHD6	136.462880838861	122.674557995193	150.251203682529	1.22479515017627	0.292540475319295	0.454445196315	1	0.290397880235076
ABHD8	366.388563418274	408.276263327752	324.500863508796	0.79480707710969	-0.331323376218254	0.196689144129764	1	-0.330413626990715
ABI1	1697.23027852065	1714.56862697969	1679.89193006161	0.97977526453452	-0.0294772251729467	0.864208270100763	1	-0.0294598663525623
ABI2	1766.0839758559	1832.45121005319	1699.71674165861	0.927564527957758	-0.108480445578249	0.517238413606377	1	-0.108418998237113
ABI3	2249.23027966282	2266.60413795806	2231.85642136757	0.984669702129024	-0.0222882271847311	0.892359192312364	1	-0.0222783219259668
ABI3BP	4495.17941341018	4383.69865835947	4606.66016846088	1.0508615047424	0.0715725460011378	0.629811464529923	1	0.0715566209474243
ABL1	4370.68127661711	4485.28852669924	4256.07402653498	0.948896375606646	-0.0756775488012616	0.611158784922554	1	-0.0756602300072835
ABL2	6666.81845184532	6576.50638252355	6757.13052116709	1.02746505943088	0.0390893336218936	0.786690899092085	1	0.039083470517534
ABLIM1	11080.7423925217	10357.3745957348	11804.1101893087	1.13968169058689	0.188630940586861	0.178669882809453	1	0.188613870276896
ABLIM2	5.92040221071824	7.66715987469956	4.17364454673693	0.544353400078341	-0.877384526123018	0.735865521245699	1	-0.744378379248173
ABLIM3	751.237753455127	800.259811921767	702.215694988488	0.877484642521493	-0.188554218874115	0.353967706691358	1	-0.188302848350464
ABO	0.479197492168722	0.958394984337445	0	0	-Inf	1	1	-0.969671768249023
ABP1	0	0	0	NA	NA	NA	NA	0
ABR	4159.4946573902	4330.02853923658	3988.96077554382	0.921231982514164	-0.118363596681454	0.427926560773328	1	-0.118335115361383
ABRA	0	0	0	NA	NA	NA	NA	0
ABRACL	1235.77145954898	1273.70693418446	1197.8359849135	0.940432962061603	-0.0886029887235046	0.623484113014373	1	-0.0885313031832133
ABT1	633.192991158672	662.250934177174	604.13504814017	0.912244916484397	-0.13250688852204	0.53791526303023	1	-0.132297657533099
ABTB1	456.717205207901	524.242056432582	389.192353983219	0.742390560253093	-0.429749728660337	0.0696547779800416	1	-0.428796930390877
ABTB2	40.2061547251271	34.502219436148	45.9100900141062	1.33064164463594	0.412122091071967	0.573293622372649	1	0.401989051050283
ACAA1	981.228990450881	978.521279008531	983.936701893231	1.0055342924072	0.00796228367427724	0.972409835487181	1	0.00795417729163894
ACAA2	1089.08308118327	1099.27904703505	1078.8871153315	0.981449722198787	-0.0270137318239082	0.888474500985336	1	-0.0269889490264514
ACACA	4175.88365499383	4113.43127277631	4238.33603721135	1.03036510303738	0.0431556374166132	0.773553059643532	1	0.0431453038581768
ACACB	32.9447848445109	33.5438244518106	32.3457452372112	0.96428316585306	-0.052471232681109	0.990873631358329	1	-0.0509251249212666
ACAD10	263.194996838177	253.016275865085	273.373717811269	1.08045902136762	0.111644356055979	0.710940081878554	1	0.111221353387615
ACAD11	44.1672588909971	39.2941943578352	49.0403234241589	1.24802974652107	0.319652320936536	0.65246077581743	1	0.312519125793842
ACAD8	693.455788629318	668.001304083199	718.910273175436	1.07621088279477	0.10596080071285	0.613699978789779	1	0.105808082731897
ACAD9	892.670323633759	893.224125402499	892.116521865019	0.998759993705968	-0.00179006100403787	0.999310853991385	1	-0.00178805795949799
ACADL	0	0	0	NA	NA	NA	NA	0
ACADM	783.196999465906	761.924012548269	804.469986383543	1.05584017977459	0.0783914736202989	0.700352873869959	1	0.0782914605106093
ACADS	412.893766498808	394.858733547027	430.928799450588	1.09134929239007	0.126112918113209	0.613222437593451	1	0.125807832559516
ACADSB	432.011475995994	469.613542325348	394.40940966664	0.83985953154944	-0.251780040904516	0.29886595152161	1	-0.251195632311999
ACADVL	5065.79129561303	5327.71771793186	4803.8648732942	0.90167406150771	-0.149322074739209	0.308795077654962	1	-0.149292551370904
ACAN	0.479197492168722	0.958394984337445	0	0	-Inf	1	1	-0.969671768249023
ACAP1	31.3371600633111	34.502219436148	28.1721006904743	0.816530100117511	-0.292422025401862	0.744702139322438	1	-0.283319939304779
ACAP2	1105.40669533892	1119.40534170614	1091.40804897171	0.974989137811548	-0.0365419487560937	0.846941173755792	1	-0.0365089176374092
ACAP3	1734.11295022251	1729.90294672909	1738.32295371593	1.00486732911968	0.00700503746799647	0.970466521023038	1	0.0070010002294012
ACAT1	1563.94799224976	1684.85838246523	1443.03760203429	0.856474120942372	-0.223518440115928	0.190407129245935	1	-0.223375040550287
ACAT2	3196.99277970084	3211.58159251478	3182.40396688691	0.990914873314795	-0.0131669699898779	0.933719480971285	1	-0.013162852672048
ACBD3	1946.83754230506	1815.20010033512	2078.47498427499	1.14503904219224	0.195396790476678	0.234074319905976	1	0.195296169016189
ACBD4	243.134427551787	234.806771162674	251.4620839409	1.07093199525616	0.0988668711043732	0.75318348393229	1	0.0984615870194618
ACBD5	1112.94240444423	1090.65349217601	1135.23131671244	1.04087258222361	0.0577934728207396	0.756529419772233	1	0.0577415770401313
ACBD6	2386.87177798027	2350.94289657975	2422.80065938079	1.03056550752703	0.0434362121849468	0.787098860185737	1	0.0434180190930675
ACBD7	62.1951226344536	68.0460438879586	56.3442013809485	0.828030524062828	-0.272244143464231	0.645482528694441	1	-0.267911146190443
ACCS	90.9546542779661	90.0891285277198	91.8201800282124	1.01921487674242	0.0274582408366422	0.979488067303831	1	0.027159616782412
ACCSL	0	0	0	NA	NA	NA	NA	0
ACD	679.883761739033	703.461918503685	656.305604974382	0.932965364166965	-0.100104572086941	0.636014397177861	1	-0.0999574328145076
ACE	10531.6882540683	10656.3938308481	10406.9826772885	0.976595163662446	-0.0341674614721762	0.808488654849757	1	-0.0341642172239567
ACE2	1.56511670502635	0	3.1302334100527	Inf	Inf	0.598934770240982	1	2.04622331433487
ACER1	0.479197492168722	0.958394984337445	0	0	-Inf	1	1	-0.969671768249023
ACER2	101.048701035421	97.7562884024194	104.341113668423	1.06735960799675	0.0940463216802114	0.853013538874188	1	0.0931240956665702
ACER3	426.195380705273	436.069717873537	416.321043537009	0.954712117060474	-0.0668623249867308	0.791435233410369	1	-0.0667057545223901
ACHE	16.0569570443468	14.3759247650617	17.7379893236319	1.23386770684424	0.303187719518803	0.84021987546779	1	0.285292971102109
ACIN1	6384.79988840736	6583.21514741391	6186.38462940081	0.939720864482306	-0.0896958138752544	0.534543557436796	1	-0.0896817586906007
ACLY	12297.227136079	12336.4602383916	12257.9940337664	0.99363948789937	-0.00920558652161296	0.948090797295691	1	-0.00920483798697624
ACMSD	14.661872644014	10.5423448277119	18.7814004603162	1.78152021843821	0.833108856681997	0.513720889030962	1	0.777208230638877
ACN9	31.0705029520094	28.7518495301233	33.3891563738954	1.16128725350046	0.215724878268464	0.822942233079477	1	0.208974367812409
ACO1	3888.53570490236	3922.71067089316	3854.36073891155	0.98257584162687	-0.0253593265836646	0.867514240005993	1	-0.0253528063627613
ACO2	2647.41232526476	2946.10618185331	2348.71846867621	0.797228043966392	-0.326935634359633	0.0371599044292302	1	-0.326811129776425
ACOT1	253.015933928375	247.265905959061	258.76596189769	1.04650886216611	0.0655845288406033	0.836905364721937	1	0.0653262498175868
ACOT11	126.925365612532	149.509617556641	104.341113668423	0.697888974459411	-0.518930555210541	0.194275724992852	1	-0.514787061180888
ACOT12	0	0	0	NA	NA	NA	NA	0
ACOT13	515.17912828413	511.782921636196	518.575334932063	1.01327205932185	0.0190215837517142	0.942585898899577	1	0.018984731945384
ACOT2	743.605248574857	690.04438872296	797.166108426753	1.15523888238848	0.208191205583056	0.306868578691373	1	0.207910636680774
ACOT4	13.4484292026362	14.3759247650617	12.5209336402108	0.870965440125345	-0.19931262101038	0.93741606117093	1	-0.185478406825338
ACOT6	0.521705568342116	0	1.04341113668423	Inf	Inf	0.989422678946879	1	1.03097950518751
ACOT7	1588.57655839106	1835.32639500621	1341.82672177592	0.731110676240988	-0.45183827560739	0.00793934008830291	0.677032002177629	-0.451549359597488
ACOT8	320.0378574473	359.398119126542	280.677595768058	0.780965677979059	-0.356668948949637	0.186441533198076	1	-0.355546663541212
ACOT9	1436.914222208	1384.88075236761	1488.9476920484	1.07514505454919	0.104531315964704	0.548739060905023	1	0.104458555917914
ACOX1	1471.03369799024	1333.12742321339	1608.93997276709	1.20689136293429	0.271295819249777	0.116000342609681	1	0.271110432234559
ACOX2	9.05063562077094	7.66715987469956	10.4341113668423	1.36088350019585	0.444543568764344	0.842840189984245	1	0.3997130251463
ACOX3	607.374369852868	668.001304083199	546.747435622538	0.81848258720531	-0.288976370453991	0.181118790257598	1	-0.288498198115901
ACOXL	2.91769302918573	4.79197492168722	1.04341113668423	0.217741360031336	-2.19931262101038	0.609125241511766	1	-1.5030758506114
ACP1	1390.46706239878	1455.80198120858	1325.13214358897	0.910242025147455	-0.135677898965573	0.438603370101273	1	-0.135580248238726
ACP2	971.962058876726	1058.06806270854	885.856055044913	0.837239196859622	-0.256288239348148	0.176137056613012	1	-0.256023443554001
ACP5	35.4682965338747	35.4606144204855	35.4759786472639	1.00043327581965	0.000624949498371711	1	1	0.00060781270898147
ACP6	137.007803715726	145.676037619292	128.339569812161	0.880993002758367	-0.182797534227363	0.647210018442797	1	-0.181469480941413
ACPL2	14.4493322631471	15.3343197493991	13.564344776895	0.884574275127303	-0.176944807981926	0.945570559393353	1	-0.16546557555857
ACPP	0	0	0	NA	NA	NA	NA	0
ACPT	2.00180612102168	1.91678996867489	2.08682227336846	1.08870680015668	0.122615473876982	1	1	0.081740916019911
ACR	17.1428762572044	13.4175297807242	20.8682227336846	1.55529542879526	0.63718864670674	0.591576406316899	1	0.601011972542528
ACRBP	20.3156177434305	12.4591347963868	28.1721006904743	2.26116027724849	1.17706325789936	0.250363296500025	1	1.11600360773148
ACRC	16.6636787650357	12.4591347963868	20.8682227336846	1.67493353870259	0.744103850623252	0.530870609350933	1	0.700250303872679
ACRV1	5.6112370232431	2.87518495301233	8.34728909347386	2.90321813375115	1.53765297315583	0.520558157323931	1	1.27028284605704
ACSBG1	4.52531781038547	3.83357993734978	5.21705568342116	1.36088350019585	0.444543568764344	0.953174996917262	1	0.363139399491864
ACSBG2	3.43939859752784	4.79197492168722	2.08682227336846	0.435482720062672	-1.19931262101038	0.772948951012364	1	-0.907932934948629
ACSF2	398.571958464181	376.649228844616	420.494688083746	1.11640926326499	0.158866000146343	0.527332843033353	1	0.158467608697025
ACSF3	503.442801751046	599.955260195241	406.930343306851	0.678267814794098	-0.560073059306026	0.0145963960047383	1	-0.558934765544214
ACSL1	1016.27596179554	941.143874619371	1091.40804897171	1.15966121483084	0.213703395809231	0.254273109066672	1	0.213492553705098
ACSL3	3246.43496657821	3178.9961630473	3313.87377010912	1.04242773509123	0.0599473742319178	0.696602397335874	1	0.0599289090065316
ACSL4	3104.27207699124	3137.78517872079	3070.7589752617	0.978639008204372	-0.0311513056567762	0.841441594672272	1	-0.0311412731300287
ACSL5	42.3896018051038	44.0861692795225	40.6930343306851	0.923034026219795	-0.115544263317783	0.900432944720662	1	-0.112878565171989
ACSL6	1.00090306051084	0.958394984337445	1.04341113668423	1.08870680015668	0.122615473876982	1	1	0.0613077369384911
ACSM1	0.479197492168722	0.958394984337445	0	0	-Inf	1	1	-0.969671768249023
ACSM2A	0	0	0	NA	NA	NA	NA	0
ACSM2B	2.04431419719507	0.958394984337445	3.1302334100527	3.26612040047004	1.70757797459814	0.806308839268844	1	1.07655154608585
ACSM3	35.2016394225729	29.7102445144608	40.6930343306851	1.3696633937455	0.453821382352355	0.562933661186454	1	0.441086373181329
ACSM4	3.52441474987463	2.87518495301233	4.17364454673693	1.45160906687558	0.537652973155826	0.959525766884414	1	0.416915769315114
ACSM5	0.479197492168722	0.958394984337445	0	0	-Inf	1	1	-0.969671768249023
ACSS1	468.86324827594	497.406996871134	440.319499680746	0.885229806678457	-0.175876065773714	0.45734563258624	1	-0.175500827600738
ACSS2	1184.39677653945	1114.61336678445	1254.18018629445	1.12521545467612	0.170201273114949	0.347180458167096	1	0.170057358553946
ACSS3	3.48190667370124	3.83357993734978	3.1302334100527	0.816530100117511	-0.292422025401862	1	1	-0.226868786688609
ACTA1	0.521705568342116	0	1.04341113668423	Inf	Inf	0.989422678946879	1	1.03097950518751
ACTA2	229.720824311935	254.93306583376	204.50858279011	0.802205010641765	-0.317957117508999	0.303733518925323	1	-0.31656790418199
ACTB	164572.009214277	160299.228290312	168844.790138242	1.05331006230706	0.0749301842333734	0.578874131446752	1	0.0749297287280832
ACTBL2	0	0	0	NA	NA	NA	NA	0
ACTC1	2.52351168936379	1.91678996867489	3.1302334100527	1.63306020023502	0.707577974598138	0.966973333847142	1	0.501841809504499
ACTG1	109053.896432957	122795.315763219	95312.4771026946	0.776189844948819	-0.365518536716098	0.00692594220179675	0.614486997652606	-0.36551514905058
ACTG1P4	0	0	0	NA	NA	NA	NA	0
ACTG2	0	0	0	NA	NA	NA	NA	0
ACTL10	49.2258909239861	54.6285141072344	43.8232677407377	0.802205010641765	-0.317957117508999	0.633873468647992	1	-0.311576741132633
ACTL6A	1356.30098103114	1332.16902822905	1380.43293383324	1.03622956590452	0.0513436525447891	0.773411154853742	1	0.0513058168103129
ACTL6B	0	0	0	NA	NA	NA	NA	0
ACTL7A	0	0	0	NA	NA	NA	NA	0
ACTL7B	0	0	0	NA	NA	NA	NA	0
ACTL8	0	0	0	NA	NA	NA	NA	0
ACTL9	0	0	0	NA	NA	NA	NA	0
ACTN1	19620.1634085415	20105.2099814309	19135.1168356521	0.951749166177585	-0.0713466940367731	0.604875859138997	1	-0.0713430563433466
ACTN1-AS1	1.48010055267956	1.91678996867489	1.04341113668423	0.544353400078341	-0.877384526123018	1	1	-0.513401999642861
ACTN2	4.61033396273226	1.91678996867489	7.30387795678963	3.81047380054838	1.92997039593459	0.486156129287713	1	1.50940373553832
ACTN3	5.48371279472292	5.75036990602467	5.21705568342116	0.907255666797234	-0.140418931956812	1	1	-0.118735060457804
ACTN4	33489.0683504306	34763.8612668721	32214.275433989	0.926659877816485	-0.109888187135359	0.420871534486186	1	-0.10988490274466
ACTR10	1168.79204410623	1160.61632603265	1176.96776217981	1.01408858016246	0.0201836765814471	0.916266541350323	1	0.0201664219469482
ACTR1A	4906.21818878414	4749.80554237638	5062.63083519189	1.06586065261506	0.0920188368568909	0.532000127167063	1	0.092000072412544
ACTR1B	1141.81426705784	1310.12594358929	973.502590526389	0.743060310567801	-0.428448782877319	0.0187118059019005	1	-0.42806834828856
ACTR2	16731.1932101159	16806.4144453414	16655.9719748904	0.99104850883332	-0.0129724201794304	0.925757419252631	1	-0.012971644871925
ACTR3	10838.2775113446	10872.032702324	10804.5223203652	0.993790454480116	-0.0089864102546597	0.949667954097465	1	-0.00898558118940684
ACTR3B	83.1290707528344	90.0891285277198	76.169012977949	0.845485068206784	-0.242148818920638	0.633984500823988	1	-0.239257225662882
ACTR3BP2	0	0	0	NA	NA	NA	NA	0
ACTR3BP5	0	0	0	NA	NA	NA	NA	0
ACTR3C	4.44030165803868	5.75036990602467	3.1302334100527	0.544353400078341	-0.877384526123018	0.805303475929655	1	-0.708743246638277
ACTR5	236.576404198468	241.515536053036	231.6372723439	0.959098847757076	-0.0602485832728283	0.856312146451574	1	-0.0599949133567357
ACTR6	374.434369437662	368.023673985579	380.845064889745	1.0348384949406	0.0494056269232056	0.856002424171857	1	0.0492740053944996
ACTR8	985.244211347186	993.85559875793	976.632823936441	0.982670747296676	-0.0252199853528389	0.899225502564001	1	-0.0251944123075134
ACTRT1	0	0	0	NA	NA	NA	NA	0
ACTRT2	0	0	0	NA	NA	NA	NA	0
ACTRT3	127.083789262965	134.175297807242	119.992280718687	0.894294871557274	-0.161177492123609	0.700181196988143	1	-0.159916528047324
ACVR1	1310.4796627419	1247.83026960735	1373.12905587645	1.10041332488955	0.138045514446588	0.436245683281502	1	0.137940094571707
ACVR1B	997.100379995401	938.268689666359	1055.93207032444	1.12540478218443	0.170443998967597	0.366204629760704	1	0.170272833639023
ACVR1C	0.958394984337445	1.91678996867489	0	0	-Inf	0.822931780100193	1	-1.54438150483037
ACVR2A	204.760046642988	206.054921632551	203.465171653425	0.987431748979315	-0.0182470619628674	0.971899605775412	1	-0.0181583783470796
