X	wo_clust4_REL
-150	0.0650224215247
-149	0.0784753363229
-148	0.0470852017937
-147	0.0829596412556
-146	0.0874439461883
-145	0.0762331838565
-144	0.100896860987
-143	0.0739910313901
-142	0.067264573991
-141	0.0784753363229
-140	0.0650224215247
-139	0.0627802690583
-138	0.085201793722
-137	0.0717488789238
-136	0.0986547085202
-135	0.0919282511211
-134	0.114349775785
-133	0.103139013453
-132	0.0941704035874
-131	0.0874439461883
-130	0.0964125560538
-129	0.12331838565
-128	0.0829596412556
-127	0.112107623318
-126	0.103139013453
-125	0.0896860986547
-124	0.109865470852
-123	0.17264573991
-122	0.0986547085202
-121	0.0964125560538
-120	0.0807174887892
-119	0.0829596412556
-118	0.085201793722
-117	0.0941704035874
-116	0.121076233184
-115	0.0986547085202
-114	0.0964125560538
-113	0.145739910314
-112	0.0964125560538
-111	0.107623318386
-110	0.107623318386
-109	0.116591928251
-108	0.0919282511211
-107	0.116591928251
-106	0.0964125560538
-105	0.109865470852
-104	0.0896860986547
-103	0.0919282511211
-102	0.0986547085202
-101	0.0964125560538
-100	0.085201793722
-99	0.0874439461883
-98	0.0874439461883
-97	0.105381165919
-96	0.0874439461883
-95	0.0941704035874
-94	0.112107623318
-93	0.145739910314
-92	0.109865470852
-91	0.125560538117
-90	0.125560538117
-89	0.114349775785
-88	0.0896860986547
-87	0.0986547085202
-86	0.0627802690583
-85	0.100896860987
-84	0.085201793722
-83	0.0986547085202
-82	0.118834080717
-81	0.116591928251
-80	0.114349775785
-79	0.134529147982
-78	0.112107623318
-77	0.107623318386
-76	0.118834080717
-75	0.105381165919
-74	0.12331838565
-73	0.0986547085202
-72	0.12331838565
-71	0.141255605381
-70	0.130044843049
-69	0.0919282511211
-68	0.109865470852
-67	0.103139013453
-66	0.109865470852
-65	0.112107623318
-64	0.0762331838565
-63	0.109865470852
-62	0.132286995516
-61	0.112107623318
-60	0.121076233184
-59	0.109865470852
-58	0.132286995516
-57	0.109865470852
-56	0.134529147982
-55	0.139013452915
-54	0.132286995516
-53	0.116591928251
-52	0.0784753363229
-51	0.100896860987
-50	0.152466367713
-49	0.139013452915
-48	0.107623318386
-47	0.0941704035874
-46	0.103139013453
-45	0.127802690583
-44	0.0896860986547
-43	0.150224215247
-42	0.109865470852
-41	0.105381165919
-40	0.0941704035874
-39	0.100896860987
-38	0.156950672646
-37	0.0807174887892
-36	0.154708520179
-35	0.159192825112
-34	0.107623318386
-33	0.0986547085202
-32	0.0964125560538
-31	0.14798206278
-30	0.121076233184
-29	0.125560538117
-28	0.154708520179
-27	0.150224215247
-26	0.14798206278
-25	0.152466367713
-24	0.136771300448
-23	0.163677130045
-22	0.112107623318
-21	0.145739910314
-20	0.141255605381
-19	0.105381165919
-18	0.114349775785
-17	0.136771300448
-16	0.121076233184
-15	0.125560538117
-14	0.125560538117
-13	0.132286995516
-12	0.0986547085202
-11	0.118834080717
-10	0.204035874439
-9	0.121076233184
-8	0.0986547085202
-7	0.141255605381
-6	0.0919282511211
-5	0.0896860986547
-4	0.143497757848
-3	0.100896860987
-2	0.0807174887892
-1	0.0381165919283
0	0.0605381165919
1	0.0762331838565
2	0.105381165919
3	0.121076233184
4	0.116591928251
5	0.156950672646
6	0.134529147982
7	0.121076233184
8	0.109865470852
9	0.170403587444
10	0.105381165919
11	0.0964125560538
12	0.114349775785
13	0.0874439461883
14	0.139013452915
15	0.0986547085202
16	0.116591928251
17	0.0515695067265
18	0.0829596412556
19	0.112107623318
20	0.112107623318
21	0.112107623318
22	0.114349775785
23	0.14798206278
24	0.107623318386
25	0.130044843049
26	0.100896860987
27	0.134529147982
28	0.127802690583
29	0.085201793722
30	0.0986547085202
31	0.143497757848
32	0.085201793722
33	0.0829596412556
34	0.121076233184
35	0.0919282511211
36	0.125560538117
37	0.0829596412556
38	0.0739910313901
39	0.0941704035874
40	0.100896860987
41	0.0896860986547
42	0.0762331838565
43	0.0762331838565
44	0.116591928251
45	0.12331838565
46	0.0896860986547
47	0.139013452915
48	0.107623318386
49	0.103139013453
50	0.085201793722
51	0.145739910314
52	0.103139013453
53	0.121076233184
54	0.116591928251
55	0.103139013453
56	0.085201793722
57	0.14798206278
58	0.132286995516
59	0.0807174887892
60	0.0762331838565
61	0.0941704035874
62	0.107623318386
63	0.141255605381
64	0.0829596412556
65	0.0941704035874
66	0.0919282511211
67	0.134529147982
68	0.0941704035874
69	0.0874439461883
70	0.100896860987
71	0.116591928251
72	0.125560538117
73	0.121076233184
74	0.100896860987
75	0.085201793722
76	0.116591928251
77	0.0964125560538
78	0.118834080717
79	0.109865470852
80	0.107623318386
81	0.0695067264574
82	0.127802690583
83	0.134529147982
84	0.107623318386
85	0.0403587443946
86	0.0941704035874
87	0.0739910313901
88	0.105381165919
89	0.0829596412556
90	0.0896860986547
91	0.152466367713
92	0.0807174887892
93	0.0807174887892
94	0.116591928251
95	0.0986547085202
96	0.0896860986547
97	0.0650224215247
98	0.0695067264574
99	0.0941704035874
100	0.0762331838565
101	0.0941704035874
102	0.121076233184
103	0.085201793722
104	0.0582959641256
105	0.0739910313901
106	0.0695067264574
107	0.0807174887892
108	0.067264573991
109	0.190582959641
110	0.085201793722
111	0.12331838565
112	0.0896860986547
113	0.0874439461883
114	0.0807174887892
115	0.0896860986547
116	0.0896860986547
117	0.107623318386
118	0.100896860987
119	0.0941704035874
120	0.067264573991
121	0.0762331838565
122	0.0964125560538
123	0.0695067264574
124	0.0874439461883
125	0.085201793722
126	0.0919282511211
127	0.0605381165919
128	0.0941704035874
129	0.0807174887892
130	0.130044843049
131	0.0896860986547
132	0.0784753363229
133	0.0941704035874
134	0.0493273542601
135	0.0695067264574
136	0.0515695067265
137	0.0650224215247
138	0.105381165919
139	0.0739910313901
140	0.0582959641256
141	0.0964125560538
142	0.0919282511211
143	0.0650224215247
144	0.0964125560538
145	0.067264573991
146	0.067264573991
147	0.0739910313901
148	0.0695067264574
149	0.0986547085202
150	0.0896860986547
