X	with_clust3_REL
-150	0.0992063492063
-149	0.108465608466
-148	0.0965608465608
-147	0.117724867725
-146	0.117724867725
-145	0.123015873016
-144	0.0925925925926
-143	0.108465608466
-142	0.0939153439153
-141	0.113756613757
-140	0.0886243386243
-139	0.108465608466
-138	0.0912698412698
-137	0.121693121693
-136	0.128306878307
-135	0.119047619048
-134	0.169312169312
-133	0.126984126984
-132	0.108465608466
-131	0.0939153439153
-130	0.103174603175
-129	0.108465608466
-128	0.107142857143
-127	0.117724867725
-126	0.107142857143
-125	0.108465608466
-124	0.111111111111
-123	0.119047619048
-122	0.128306878307
-121	0.111111111111
-120	0.0925925925926
-119	0.103174603175
-118	0.0978835978836
-117	0.119047619048
-116	0.132275132275
-115	0.137566137566
-114	0.112433862434
-113	0.0978835978836
-112	0.113756613757
-111	0.12037037037
-110	0.111111111111
-109	0.137566137566
-108	0.157407407407
-107	0.109788359788
-106	0.108465608466
-105	0.140211640212
-104	0.101851851852
-103	0.125661375661
-102	0.107142857143
-101	0.124338624339
-100	0.121693121693
-99	0.145502645503
-98	0.141534391534
-97	0.117724867725
-96	0.140211640212
-95	0.132275132275
-94	0.124338624339
-93	0.134920634921
-92	0.166666666667
-91	0.140211640212
-90	0.12037037037
-89	0.137566137566
-88	0.124338624339
-87	0.137566137566
-86	0.121693121693
-85	0.152116402116
-84	0.123015873016
-83	0.157407407407
-82	0.161375661376
-81	0.123015873016
-80	0.137566137566
-79	0.113756613757
-78	0.132275132275
-77	0.126984126984
-76	0.132275132275
-75	0.154761904762
-74	0.134920634921
-73	0.116402116402
-72	0.119047619048
-71	0.161375661376
-70	0.164021164021
-69	0.154761904762
-68	0.124338624339
-67	0.149470899471
-66	0.138888888889
-65	0.160052910053
-64	0.152116402116
-63	0.141534391534
-62	0.123015873016
-61	0.153439153439
-60	0.162698412698
-59	0.154761904762
-58	0.111111111111
-57	0.146825396825
-56	0.128306878307
-55	0.164021164021
-54	0.166666666667
-53	0.154761904762
-52	0.164021164021
-51	0.175925925926
-50	0.153439153439
-49	0.138888888889
-48	0.126984126984
-47	0.150793650794
-46	0.145502645503
-45	0.157407407407
-44	0.174603174603
-43	0.175925925926
-42	0.166666666667
-41	0.181216931217
-40	0.183862433862
-39	0.195767195767
-38	0.161375661376
-37	0.166666666667
-36	0.178571428571
-35	0.149470899471
-34	0.140211640212
-33	0.171957671958
-32	0.18253968254
-31	0.148148148148
-30	0.148148148148
-29	0.146825396825
-28	0.166666666667
-27	0.183862433862
-26	0.178571428571
-25	0.223544973545
-24	0.194444444444
-23	0.162698412698
-22	0.18253968254
-21	0.171957671958
-20	0.171957671958
-19	0.126984126984
-18	0.167989417989
-17	0.218253968254
-16	0.224867724868
-15	0.169312169312
-14	0.167989417989
-13	0.160052910053
-12	0.169312169312
-11	0.152116402116
-10	0.15873015873
-9	0.121693121693
-8	0.126984126984
-7	0.179894179894
-6	0.152116402116
-5	0.170634920635
-4	0.218253968254
-3	0.203703703704
-2	0.112433862434
-1	0.0965608465608
0	0.0608465608466
1	0.116402116402
2	0.17328042328
3	0.203703703704
4	0.161375661376
5	0.161375661376
6	0.174603174603
7	0.104497354497
8	0.162698412698
9	0.126984126984
10	0.150793650794
11	0.150793650794
12	0.174603174603
13	0.187830687831
14	0.199735449735
15	0.169312169312
16	0.206349206349
17	0.157407407407
18	0.171957671958
19	0.149470899471
20	0.178571428571
21	0.19708994709
22	0.177248677249
23	0.187830687831
24	0.178571428571
25	0.174603174603
26	0.186507936508
27	0.152116402116
28	0.205026455026
29	0.160052910053
30	0.190476190476
31	0.154761904762
32	0.175925925926
33	0.169312169312
34	0.190476190476
35	0.170634920635
