X	with_clust5_REL
-150	0.0658105939005
-149	0.0963081861958
-148	0.0706260032103
-147	0.0593900481541
-146	0.0626003210273
-145	0.0882825040128
-144	0.0930979133226
-143	0.105939004815
-142	0.0818619582665
-141	0.0802568218299
-140	0.0930979133226
-139	0.0882825040128
-138	0.0722311396469
-137	0.0979133226324
-136	0.0850722311396
-135	0.115569823435
-134	0.101123595506
-133	0.101123595506
-132	0.109149277689
-131	0.083467094703
-130	0.0754414125201
-129	0.0850722311396
-128	0.123595505618
-127	0.0642054574639
-126	0.0738362760835
-125	0.0770465489567
-124	0.105939004815
-123	0.110754414125
-122	0.0722311396469
-121	0.0947030497592
-120	0.083467094703
-119	0.0947030497592
-118	0.0722311396469
-117	0.0626003210273
-116	0.0513643659711
-115	0.0947030497592
-114	0.0802568218299
-113	0.0850722311396
-112	0.091492776886
-111	0.101123595506
-110	0.0722311396469
-109	0.091492776886
-108	0.128410914928
-107	0.083467094703
-106	0.121990369181
-105	0.091492776886
-104	0.0802568218299
-103	0.105939004815
-102	0.102728731942
-101	0.0963081861958
-100	0.107544141252
-99	0.110754414125
-98	0.109149277689
-97	0.117174959872
-96	0.0882825040128
-95	0.115569823435
-94	0.112359550562
-93	0.0866773675762
-92	0.0754414125201
-91	0.099518459069
-90	0.0690208667737
-89	0.121990369181
-88	0.109149277689
-87	0.101123595506
-86	0.130016051364
-85	0.118780096308
-84	0.101123595506
-83	0.083467094703
-82	0.0979133226324
-81	0.107544141252
-80	0.0850722311396
-79	0.099518459069
-78	0.112359550562
-77	0.0866773675762
-76	0.099518459069
-75	0.109149277689
-74	0.101123595506
-73	0.115569823435
-72	0.123595505618
-71	0.105939004815
-70	0.120385232745
-69	0.101123595506
-68	0.126805778491
-67	0.102728731942
-66	0.123595505618
-65	0.110754414125
-64	0.118780096308
-63	0.141252006421
-62	0.131621187801
-61	0.0979133226324
-60	0.133226324238
-59	0.083467094703
-58	0.101123595506
-57	0.113964686998
-56	0.120385232745
-55	0.102728731942
-54	0.120385232745
-53	0.130016051364
-52	0.110754414125
-51	0.123595505618
-50	0.134831460674
-49	0.144462279294
-48	0.121990369181
-47	0.117174959872
-46	0.130016051364
-45	0.125200642055
-44	0.109149277689
-43	0.123595505618
-42	0.126805778491
-41	0.117174959872
-40	0.109149277689
-39	0.109149277689
-38	0.134831460674
-37	0.125200642055
-36	0.162118780096
-35	0.15088282504
-34	0.15088282504
-33	0.113964686998
-32	0.168539325843
-31	0.123595505618
-30	0.154093097913
-29	0.173354735152
-28	0.142857142857
-27	0.16532905297
-26	0.126805778491
-25	0.136436597111
-24	0.147672552167
-23	0.176565008026
-22	0.157303370787
-21	0.142857142857
-20	0.131621187801
-19	0.113964686998
-18	0.149277688604
-17	0.149277688604
-16	0.182985553772
-15	0.22150882825
-14	0.152487961477
-13	0.142857142857
-12	0.128410914928
-11	0.120385232745
-10	0.147672552167
-9	0.149277688604
-8	0.128410914928
-7	0.170144462279
-6	0.152487961477
-5	0.168539325843
-4	0.186195826645
-3	0.166934189406
-2	0.102728731942
-1	0.0642054574639
0	0.0609951845907
1	0.102728731942
2	0.115569823435
3	0.152487961477
4	0.15088282504
5	0.0963081861958
6	0.109149277689
7	0.0866773675762
8	0.139646869984
9	0.117174959872
10	0.125200642055
11	0.110754414125
12	0.115569823435
13	0.154093097913
14	0.15569823435
15	0.197431781701
16	0.179775280899
17	0.163723916533
18	0.133226324238
19	0.14606741573
20	0.138041733547
21	0.136436597111
22	0.162118780096
23	0.166934189406
24	0.158908507223
25	0.154093097913
26	0.131621187801
27	0.139646869984
28	0.125200642055
29	0.15569823435
30	0.141252006421
31	0.0963081861958
32	0.113964686998
33	0.128410914928
34	0.134831460674
35	0.138041733547
36	0.149277688604
37	0.117174959872
38	0.118780096308
39	0.115569823435
40	0.121990369181
41	0.141252006421
42	0.128410914928
43	0.154093097913
44	0.144462279294
45	0.131621187801
46	0.109149277689
47	0.112359550562
48	0.113964686998
49	0.120385232745
50	0.102728731942
51	0.0882825040128
52	0.0930979133226
53	0.117174959872
54	0.128410914928
55	0.105939004815
56	0.112359550562
57	0.128410914928
58	0.110754414125
59	0.138041733547
60	0.121990369181
61	0.110754414125
62	0.131621187801
63	0.125200642055
64	0.110754414125
65	0.139646869984
66	0.120385232745
67	0.107544141252
68	0.141252006421
69	0.171749598716
70	0.136436597111
71	0.0898876404494
72	0.0866773675762
73	0.152487961477
74	0.121990369181
75	0.109149277689
76	0.105939004815
77	0.107544141252
78	0.0898876404494
79	0.0947030497592
80	0.171749598716
81	0.125200642055
82	0.121990369181
83	0.141252006421
84	0.130016051364
85	0.15088282504
86	0.126805778491
87	0.115569823435
88	0.0947030497592
89	0.0963081861958
90	0.101123595506
91	0.107544141252
92	0.138041733547
93	0.121990369181
94	0.115569823435
95	0.101123595506
96	0.112359550562
97	0.128410914928
98	0.113964686998
99	0.0930979133226
100	0.139646869984
101	0.0963081861958
102	0.0866773675762
103	0.0802568218299
104	0.102728731942
105	0.149277688604
106	0.107544141252
107	0.101123595506
108	0.105939004815
109	0.120385232745
110	0.0947030497592
111	0.0930979133226
112	0.0963081861958
113	0.0754414125201
114	0.109149277689
115	0.113964686998
116	0.0930979133226
117	0.091492776886
118	0.083467094703
119	0.091492776886
120	0.0850722311396
121	0.0674157303371
122	0.0658105939005
123	0.0786516853933
124	0.0674157303371
125	0.112359550562
126	0.0930979133226
127	0.091492776886
128	0.0963081861958
129	0.105939004815
130	0.0866773675762
131	0.117174959872
132	0.0963081861958
133	0.0818619582665
134	0.0626003210273
135	0.0754414125201
136	0.0754414125201
137	0.0626003210273
138	0.0738362760835
139	0.0722311396469
140	0.0626003210273
141	0.0690208667737
142	0.0722311396469
143	0.0979133226324
144	0.0593900481541
145	0.0497592295345
146	0.0722311396469
147	0.0754414125201
148	0.091492776886
149	0.104333868379
150	0.0898876404494
