	all	with	with_clust1	with_clust2	with_clust3	with_clust4	with_clust5	wo	wo_clust1	wo_clust2	wo_clust3	wo_clust4	wo_clust5
UP00079_1_Esrra_primary	0.998598837942	0.999999494311	0.882930642273	0.91910732438	0.894480456143	0.999942732017	0.990459190667	0.490207219526	0.812085309663	0.869468930724	0.082538216371	0.57008907575	0.110381008095
MA0258.2.ESR2	1.62033966398e-13	9.6823629812e-11	0.0146404454676	0.00395121772948	0.000842776649717	0.00178275005282	0.0109921010042	2.48200425428e-05	0.278810805411	0.728610290157	0.253369318466	0.262574965952	7.68315342361e-05
UP00116_1_Rhox6_4251.1	1.0	0.999999999913	0.999998390381	0.999999924475	0.999999993869	1.0	0.999755275292	1.0	0.999999483018	0.999884967923	0.999997296946	0.999983006042	0.999999321688
UP00104_1_Hmx1_3423.1	1.0	0.999999999712	0.999769421115	0.99948043801	0.999999805504	1.0	0.999991932264	1.0	0.947341937386	0.999901678082	0.999811097124	0.99993519882	0.999976434542
MA0152.1.NFATC2	1.0	0.999999999642	0.999802374268	0.999806673163	0.99999999229	0.999999999919	0.988741560686	0.999968723303	0.994877830817	0.969638917681	0.8287305849	0.999998020063	0.866165259957
UP00228_1_Bapx1_2343.1	1.0	1.0	0.999424203373	0.99999999973	0.999997129774	1.0	0.999971536423	1.0	0.999755615772	0.999997734719	0.996146527593	0.99999854099	0.999838633019
MA0498.1.Meis1	0.435737132817	0.982052721255	0.996665419167	0.645599815755	0.862049103944	0.752904821243	0.530231953806	0.000353817821846	0.414923545698	0.123758434449	0.27116923287	0.163302710548	0.000881825956578
MA0163.1.PLAG1	0.0	0.0	5.50093516721e-40	6.91817288307e-62	1.47334197062e-59	7.92792971473e-117	3.08303821687e-71	1.59344137675e-128	2.09851819885e-35	1.15497879784e-16	1.25936481678e-24	2.36698069422e-30	1.24389449089e-30
MA0078.1.Sox17	1.0	1.0	0.948328820033	0.998799269086	0.999119676298	0.999999999867	0.999858055665	0.929044619022	0.750719815851	0.974761474503	0.912665890478	0.946934523777	0.236119564231
MA0137.3.STAT1	3.95931746669e-09	0.0249130312582	0.219952751185	0.18884336956	0.0597270781501	0.889927369282	0.0611810108077	4.90506048228e-08	0.360077562903	0.112158626959	0.0109956156619	0.000481552862525	8.82680417892e-08
UP00107_1_Nkx2-4_3074.1	1.0	0.999999999836	0.99970866113	0.999999865081	0.999999245776	1.0	0.999977252544	1.0	0.970461924323	0.998763994611	0.998429291639	0.999999801971	0.99998151597
MA0156.1.FEV	1.23539387939e-173	5.39541973015e-41	2.07666793375e-05	0.00186198043189	1.52753265582e-18	2.55926280965e-11	6.69970743913e-15	8.0131717377e-155	1.82325026434e-08	9.11909996942e-07	1.59917958549e-31	1.20131237583e-27	5.24923719776e-88
MA0111.1.Spz1	1.0	0.999999999015	0.998823178036	0.993100972089	0.999681226173	0.999893634348	0.999078547453	1.0	0.958593953968	0.996563432346	0.980114326665	0.995947886729	0.99999787176
UP00106_1_Vax2_3500.1	1.0	1.0	0.999998238675	0.999999762676	0.999999735525	1.0	0.997456532124	1.0	0.999949923171	0.995173507484	0.999990479068	0.99999066656	0.999992595761
MA0528.1.ZNF263	0.0	2.47066952114e-241	1.21190345745e-27	5.88771464731e-44	7.812715144e-49	1.73101618496e-96	2.61040459692e-45	1.3868237861e-130	2.47341294314e-45	6.9452105068e-20	3.77307474653e-21	4.36911537663e-25	8.82484900985e-36
UP00051_1_Sox8_primary	1.0	0.999999999991	0.99999999998	0.999999999912	0.999999999644	1.0	1.0	1.0	1.0	0.999999999967	0.999999992084	0.999999999679	0.999999999807
UP00257_1_Shox2_2641.2	1.0	1.0	0.999952942768	0.999999910594	0.999999838054	1.0	0.999999307883	1.0	0.999988198226	0.99997513194	0.999996290692	0.999999582921	0.999999999923
MA0063.1.Nkx2-5	1.0	1.0	1.0	0.99999999973	0.999999999734	1.0	1.0	1.0	1.0	0.999999985711	0.999999999776	0.999999999655	1.0
UP00250_1_Irx5_2385.1	1.0	1.0	0.999999999643	0.999999999848	0.999999999683	1.0	1.0	1.0	1.0	0.999999969539	0.999999999787	1.0	1.0
UP00004_1_Sox14_primary	1.0	1.0	1.0	0.999999999922	0.999999999712	1.0	1.0	1.0	1.0	0.999999999911	0.999999999736	0.999999999989	1.0
UP00206_1_Hoxb7_3953.1	1.0	1.0	0.999999999811	0.999999999938	0.999999999875	1.0	0.999999999498	1.0	0.999999999837	0.999999999938	0.999999866653	0.999999998761	1.0
UP00075_1_Sox15_primary	1.0	1.0	0.999999999884	0.999999999876	0.999999999874	1.0	0.999999993193	1.0	0.999997659813	0.999820797033	0.997657371395	0.999999971658	0.979829153034
UP00226_1_Mrg1_2246.2	1.0	1.0	0.999642233832	0.998371320415	0.999094504813	0.999629526343	0.979665652495	0.999996446172	0.981830399164	0.934673563045	0.999482667571	0.911289207102	0.995047639304
MA0470.1.E2F4	0.0	0.0	6.79011147096e-99	1.68561244219e-140	9.26118851716e-198	0.0	1.1362784215e-134	0.0	2.16661489189e-115	4.20251263624e-50	5.51052783378e-67	5.80767180416e-128	2.04801888919e-116
MA0499.1.Myod1	4.67641606845e-61	6.66913666583e-30	0.00705992566694	5.83106325842e-07	1.72283055856e-14	6.84361770927e-09	7.64070838864e-10	1.65573475722e-29	0.00103589180144	0.000363466732828	2.64964652743e-05	8.09013075128e-06	3.00349111579e-17
MA0472.1.EGR2	0.0	0.0	1.09682579729e-81	9.34743463492e-91	3.37281058639e-91	8.17707451279e-220	5.99557237793e-90	3.41654490821e-256	1.27506511286e-45	1.88643115666e-33	3.24328393379e-32	3.2355366529e-78	3.13071193179e-74
UP00023_1_Sox30_primary	1.0	1.0	0.999994426469	0.999964849515	0.99999851228	0.999999999951	0.999606618122	0.999632164701	0.99889881808	0.999443091676	0.7295053869	0.999776792314	0.212469079693
MA0019.1.Ddit3::Cebpa	1.0	1.0	0.994449476924	0.999999999431	0.999999931013	1.0	0.999518176141	1.0	0.999998867868	0.809874369254	0.996211751115	0.999974722541	0.999998875987
UP00244_1_Tlx2_3498.2	1.0	1.0	1.0	0.999999999874	0.999999999769	1.0	1.0	1.0	1.0	0.999999999971	0.999999999878	0.999999999906	1.0
UP00159_1_Six2_2307.2	1.0	0.999999999913	0.999543559147	0.999999999619	0.9999999998	1.0	0.99999426434	1.0	1.0	0.999938022962	0.999361654716	0.999999932108	0.999997751274
UP00100_1_Gata6_primary	1.0	1.0	0.999983741022	0.999263306906	0.999770457664	1.0	0.971725761539	0.9999818433	0.985120128353	0.951662134853	0.844799349048	0.997334733495	0.982321759873
MA0072.1.RORA_2	1.0	0.999999999796	0.999824053715	0.99999967512	0.999585775436	1.0	0.999919544378	1.0	0.998279273868	0.984175407849	0.99945019866	0.999981719464	0.991295574297
MA0485.1.Hoxc9	1.0	0.999999999984	0.999986419383	0.999999999822	0.99999935972	1.0	0.999997707623	1.0	0.999999995722	0.999920688144	0.997786078754	0.992175632273	0.941765078415
UP00183_1_Hoxa13_3126.1	1.0	1.0	0.999994973289	0.999999961515	0.99999927776	1.0	0.999994999172	1.0	0.994468419131	0.997496868896	0.993336795729	0.999994867761	0.983372293195
UP00253_1_Rax_3443.1	1.0	0.9999999996	0.992535272363	0.999292354212	0.992262206161	0.999995240554	0.997616365379	0.999999763481	0.998423744975	0.993367478455	0.99917479054	0.919652346675	0.977888900681
UP00238_1_Nkx6-3_3446.1	1.0	1.0	0.999999999987	0.999999999895	0.999999999805	1.0	1.0	1.0	0.99999999965	0.999999998175	0.999999999659	1.0	0.99999999991
UP00201_1_Emx2_3420.1	1.0	1.0	0.998003915831	0.999849198646	0.9574810368	0.999999996472	0.99220616934	0.999949060546	0.989538273862	0.995261306176	0.940711240609	0.997538734702	0.893698328823
UP00230_1_Dlx5_3419.2	0.999999998101	0.999999992268	0.949975828481	0.999236548451	0.980245155944	0.999912376735	0.984949406304	0.999270202645	0.949954162486	0.91869721345	0.632808979141	0.993310975662	0.887428367364
UP00168_1_Hoxd8_2644.1	1.0	1.0	1.0	0.999999999861	0.99999999989	1.0	1.0	1.0	1.0	0.999999999941	0.999999999796	0.99999999978	1.0
UP00391_1_Hoxa3_primary	1.0	1.0	0.999996582182	0.999999999597	0.999999984489	1.0	0.999994379921	1.0	0.999999979423	0.997840678074	0.997460204591	0.999999886769	0.999999994131
MA0507.1.POU2F2	1.0	0.999999999258	1.0	0.99999999988	0.999999999791	1.0	0.999999999993	1.0	1.0	0.999999998856	0.999999999917	1.0	1.0
MA0599.1.KLF5	0.0	0.0	4.40844917763e-176	1.6152471719e-236	4.72326757424e-321	0.0	5.44761209287e-290	0.0	4.9060043333e-148	5.70897403175e-77	2.76316275734e-132	2.89783473058e-267	1.2315567141e-223
E2A-Homer	9.41865808741e-134	1.87488675789e-61	0.000598406561587	8.85459492805e-08	5.99947297744e-31	1.07272316265e-15	2.2171372856e-15	3.40723004539e-75	1.69846407998e-08	1.24194820079e-05	3.57623645399e-15	1.33249672948e-15	2.82511690353e-38
UP00182_1_Hoxa6_1040.1	1.0	1.0	0.999996418957	0.999999999887	0.999999999517	1.0	1.0	1.0	0.999997897455	0.999960754604	0.999940523995	0.999999999878	0.999999994173
UP00099_1_Ascl2_primary	3.4024597818e-70	5.45404061411e-40	0.00562184577417	1.30952492353e-11	2.73302310867e-12	1.56160939456e-11	6.98817357644e-14	3.60635875926e-34	0.000396109289607	9.3368302531e-07	2.74197234644e-06	1.06219796935e-06	1.29312063063e-15
MA0600.1.RFX2	4.08726627331e-46	4.1378900159e-24	0.021496929314	0.00041106154126	4.82073067084e-08	3.25705914068e-13	1.78891663934e-05	1.68895580787e-24	0.00841015460548	0.0170648600169	1.46164557689e-08	7.30246369549e-11	6.9472180203e-09
UP00078_1_Arid3a_primary	1.0	0.999999999948	1.0	0.999999999818	0.999999999899	1.0	1.0	1.0	1.0	0.999999844833	0.99999999981	0.999999999948	0.999999999789
UP00080_1_Gata5_primary	1.0	1.0	0.999997110098	0.999863009034	0.996305495509	0.9999999972	0.991201025647	0.999994974933	0.999961667833	0.988965336911	0.765027458209	0.999737233648	0.729079245839
UP00249_1_Nkx2-5_3436.1	1.0	0.999999999573	0.99970866113	0.99999979216	0.999999989435	1.0	0.999678426735	1.0	0.999871627946	0.997281702561	0.998839089795	0.999996912064	0.999998694884
UP00008_3_Six6_2267.4	1.0	1.0	0.999929696461	0.999999999774	0.999999999734	1.0	0.999999998849	1.0	1.0	0.999998945659	0.999994356665	1.0	0.999999567818
UP00024_1_Glis2_primary	7.71070692979e-17	1.74158022076e-15	0.000678548723791	1.76810054185e-06	0.000438090174685	4.70147198533e-05	7.50358108788e-05	0.00183539342144	0.0288142561114	0.661797309041	0.0681109272849	0.0846650034271	0.293357782558
UP00025_1_Foxk1_primary	1.0	0.999999999718	1.0	0.999999999883	0.999999999806	1.0	0.999999999974	1.0	1.0	0.999999227406	0.999999999779	0.999999999864	1.0
MA0500.1.Myog	7.18609832214e-114	1.81264446378e-57	0.000231150482402	3.05528809525e-08	1.66335932227e-29	8.50711663207e-14	1.39625891652e-18	6.09021221416e-60	1.1277209749e-07	2.80265005951e-05	5.35490242593e-15	1.39534658166e-11	2.66944022055e-25
MA0461.1.Atoh1	7.63151165776e-66	7.03229658765e-26	3.6509928535e-05	0.000176878463163	1.04281484829e-11	7.69625879452e-05	4.20007543603e-09	1.54918835349e-40	0.00111868353174	3.32197159268e-05	8.45209223033e-10	7.21278883995e-10	1.66342905286e-18
MA0161.1.NFIC	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0035.3.Gata1	1.0	0.999999999704	0.999999992606	0.999973353494	0.999980543315	1.0	0.998838847548	0.999999408412	0.999819421742	0.958506452427	0.714945098774	0.998639959191	0.969022103387
UP00248_1_Pax7_3783.1	1.0	1.0	0.999998889794	0.999999999768	0.99999999981	1.0	1.0	1.0	0.999999893088	0.999999510237	0.999999990719	0.99999999985	0.999999999839
UP00089_3_Tcf1_2666.2	1.0	0.999999999966	0.999872452006	0.999977805187	0.999999610504	0.999999996218	0.999999990029	1.0	0.99999692663	0.999831455105	0.992235297064	0.998656790593	0.998139807316
MA0029.1.Mecom	1.0	0.999999999622	1.0	0.999999999856	0.999999999685	0.999999999971	1.0	1.0	0.999999999781	0.999996722401	0.999998872314	0.999999999963	0.999999999933
UP00406_1_Spdef_primary	3.421861205e-67	1.03556025357e-26	0.0125312079248	0.0879682867683	2.85970617928e-13	7.70170048204e-09	5.03769721135e-06	2.26977677299e-51	0.000150288722166	0.0173571027027	4.60844178742e-12	7.96434832488e-19	3.48897273421e-20
UP00047_1_Zbtb7b_primary	2.76226402206e-18	2.78515657389e-16	1.50320244078e-05	3.28058288431e-05	0.0145996724614	3.2393947658e-07	2.06605545137e-05	0.00323973428757	0.0069546238413	0.485895298283	0.879328903857	0.0934602645357	0.0338781701931
MA0521.1.Tcf12	4.76402867928e-92	5.89821040809e-43	0.00325947595559	3.33273400118e-05	7.06804672098e-24	4.57695043848e-10	3.76367760998e-18	1.44394172153e-51	6.59582413474e-07	0.000363466732828	1.91488700205e-13	1.64228486239e-10	1.75679835484e-21
UP00267_1_Otx2_3441.1	1.0	0.999999999982	0.999975690271	0.998944884822	0.999675345433	0.999963004871	0.999740545444	1.0	0.99987994063	0.8664832166	0.865129721252	0.996793028005	0.999988485025
UP00030_1_Sox11_primary	1.0	1.0	0.999999995495	0.999999810638	0.999999924406	1.0	0.999999807395	0.999999664249	0.9999800397	0.645642435807	0.972193263815	0.999998756283	0.905053938832
UP00018_1_Irf4_primary	0.959295355402	0.984196807715	0.798035992955	0.840956034454	0.508340362274	0.757385230246	0.998851030082	0.441801769571	0.538210414394	0.439462425245	0.48811576241	0.675735897661	0.27139780781
UP00084_1_Gmeb1_primary	1.37951126174e-33	2.24206118972e-15	0.00399140677058	0.374607898854	2.1463190824e-05	9.09862331642e-10	0.00437485104	4.03777354868e-18	0.00255171472353	0.000959134994788	0.0109365303611	2.42539173594e-05	0.000423841683556
MA0150.2.Nfe2l2	3.49467367688e-87	4.66308535264e-14	0.0192781981092	0.382473004488	2.13636590495e-06	0.00172705250128	4.01882438247e-16	6.77621018986e-91	3.7001486036e-05	0.00124095969609	2.17185598958e-17	1.79859338641e-11	1.89705693204e-71
MA0018.2.CREB1	2.73838534387e-10	0.0473167951419	0.181782201799	0.183041307	0.00113015953518	0.0920227265932	0.854332528994	1.68674193299e-10	0.116054380017	0.0117201219739	0.0574977018057	2.99437611148e-05	5.64511409627e-05
UP00081_1_Mybl1_primary	0.0013037603502	0.0743296044179	0.196724637019	0.628222099666	0.216868440851	0.0506553383531	0.717258642828	0.000802863675318	0.654875956468	0.802254219747	0.348916337853	0.0308426028025	0.003899502374
MA0067.1.Pax2	9.20394858379e-191	1.82806250149e-104	6.16817022007e-14	2.58758327868e-14	1.97301687552e-24	1.28198952703e-43	1.06783772108e-15	1.67099347883e-86	4.40718961345e-10	2.83807833812e-10	2.1218949514e-16	4.22951184067e-25	2.21463596096e-33
UP00155_1_Hmx2_3424.3	1.0	1.0	0.999994830945	0.999999995826	0.999999999637	1.0	0.999999999939	1.0	0.999998857127	0.999999994004	0.999999526001	0.999999999589	0.999999125932
MA0068.1.Pax4	1.0	0.99999999991	0.99950379748	0.999950412139	0.999998848316	0.999999441338	0.999994070506	1.0	0.919652773536	0.991377221947	0.990532212565	0.999485722382	0.999938530117
