FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0462.1.BATF::JUN	3.76794991669e-13	1.82368775968e-10	88.0	14009.0	158.0	9813.0	0.62%	1.58%	NA
MA0489.1.JUN.var.2	2.32540891896e-12	5.6274895839e-10	117.0	13980.0	185.0	9786.0	0.83%	1.86%	NA
MA0491.1.JUND	1.35749136871e-11	2.19008607485e-09	136.0	13961.0	200.0	9771.0	0.96%	2.01%	NA
MA0476.1.FOS	1.22367385748e-10	1.48064536755e-08	140.0	13957.0	198.0	9773.0	0.99%	1.99%	NA
MA0490.1.JUNB	3.22732480143e-10	3.12405040779e-08	153.0	13944.0	208.0	9763.0	1.09%	2.09%	NA
MA0099.2.JUN::FOS	3.40281570706e-09	2.31017627511e-07	152.0	13945.0	200.0	9771.0	1.08%	2.01%	NA
MA0478.1.FOSL2	3.40281570706e-09	2.31017627511e-07	152.0	13945.0	200.0	9771.0	1.08%	2.01%	NA
MA0477.1.FOSL1	3.818473182e-09	2.31017627511e-07	143.0	13954.0	191.0	9780.0	1.01%	1.92%	NA
MA0087.1.Sox5	6.78183388556e-06	0.000364711955623	28.0	14069.0	54.0	9917.0	0.2%	0.54%	NA
UP00217_1_Hoxa10_2318.1	8.21404893544e-05	0.00397559968475	9.0	14088.0	26.0	9945.0	0.06%	0.26%	NA
UP00407_1_Elf3_primary	0.000114380769978	0.00490264558753	132.0	13965.0	146.0	9825.0	0.94%	1.46%	NA
MA0136.1.ELF5	0.000121553196385	0.00490264558753	146.0	13951.0	158.0	9813.0	1.04%	1.58%	NA
UP00014_1_Sox17_primary	0.000149031568	0.00542269857686	9.0	14088.0	25.0	9946.0	0.06%	0.25%	NA
UP00091_1_Sox5_primary	0.000156854917513	0.00542269857686	18.0	14079.0	36.0	9935.0	0.13%	0.36%	NA
MA0465.1.CDX2	0.000179432128778	0.00578967668857	14.0	14083.0	31.0	9940.0	0.1%	0.31%	NA
UP00051_1_Sox8_primary	0.000218837276245	0.0066186895083	16.0	14081.0	33.0	9938.0	0.11%	0.33%	NA
UP00133_1_Cdx2_4272.1	0.000241009687129	0.0066186895083	12.0	14085.0	28.0	9943.0	0.09%	0.28%	NA
MA0501.1.NFE2::MAF	0.000266621122341	0.0066186895083	71.0	14026.0	88.0	9883.0	0.5%	0.88%	NA
UP00015_1_Ehf_primary	0.000269666475433	0.0066186895083	136.0	13961.0	146.0	9825.0	0.96%	1.46%	NA
UP00075_1_Sox15_primary	0.000273499566459	0.0066186895083	19.0	14078.0	36.0	9935.0	0.13%	0.36%	NA
MA0156.1.FEV	0.000327896688095	0.00731117560876	203.0	13894.0	202.0	9769.0	1.44%	2.03%	NA
UP00096_1_Sox13_primary	0.000332326164035	0.00731117560876	15.0	14082.0	31.0	9940.0	0.11%	0.31%	NA
UP00034_1_Sox7_primary	0.000360993798105	0.00759656514273	16.0	14081.0	32.0	9939.0	0.11%	0.32%	NA
MA0117.1.Mafb	0.000404897708463	0.00800851753119	89.0	14008.0	103.0	9868.0	0.63%	1.03%	NA
MA0041.1.Foxd3	0.000413663095619	0.00800851753119	33.0	14064.0	50.0	9921.0	0.23%	0.5%	NA
MA0474.1.Erg	0.000500222513352	0.00918139283064	458.0	13639.0	405.0	9566.0	3.25%	4.06%	NA
MA0468.1.DUX4	0.000519771619876	0.00918139283064	23.0	14074.0	39.0	9932.0	0.16%	0.39%	NA
UP00044_1_Mafk_primary	0.000548909385494	0.00918139283064	15.0	14082.0	30.0	9941.0	0.11%	0.3%	NA
UP00061_1_Foxl1_primary	0.000550124777043	0.00918139283064	25.0	14072.0	41.0	9930.0	0.18%	0.41%	NA
UP00082_1_Zfp187_primary	0.00059665986961	0.00962611256304	7.0	14090.0	20.0	9951.0	0.05%	0.2%	NA
MA0077.1.SOX9	0.000881070474143	0.0137560680479	38.0	14059.0	53.0	9918.0	0.27%	0.53%	NA
UP00244_1_Tlx2_3498.2	0.00108226529073	0.0163692625223	7.0	14090.0	19.0	9952.0	0.05%	0.19%	NA
MA0515.1.Sox6	0.00121687751469	0.0171224476852	88.0	14009.0	98.0	9873.0	0.62%	0.98%	NA
