FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0516.1.SP2	2.20523961826e-07	7.08000921909e-05	657.0	4361.0	226.0	2248.0	13.09%	9.14%	NA
MA0107.1.RELA	2.92562364425e-07	7.08000921909e-05	130.0	4888.0	23.0	2451.0	2.59%	0.93%	NA
MA0079.3.SP1	4.67930858224e-06	0.000754928451268	705.0	4313.0	258.0	2216.0	14.05%	10.43%	NA
MA0162.2.EGR1	7.87848779536e-06	0.000946971185465	502.0	4516.0	173.0	2301.0	10.0%	6.99%	NA
UP00088_1_Plagl1_primary	9.78276018042e-06	0.000946971185465	106.0	4912.0	20.0	2454.0	2.11%	0.81%	NA
UP00021_1_Zfp281_primary	3.06634384107e-05	0.00247351736513	354.0	4664.0	116.0	2358.0	7.05%	4.69%	NA
MA0599.1.KLF5	0.000119701083104	0.00827647488889	545.0	4473.0	202.0	2272.0	10.86%	8.16%	NA
MA0039.2.Klf4	0.000235784838682	0.0142649827403	446.0	4572.0	162.0	2312.0	8.89%	6.55%	NA
UP00093_1_Klf7_primary	0.000272379561907	0.0146479675515	346.0	4672.0	120.0	2354.0	6.9%	4.85%	NA
MA0101.1.REL	0.000307511183003	0.0148835412574	108.0	4910.0	26.0	2448.0	2.15%	1.05%	NA
MA0493.1.Klf1	0.000431763384778	0.0189975889302	221.0	4797.0	70.0	2404.0	4.4%	2.83%	NA
UP00002_1_Sp4_primary	0.000628807176977	0.0253618894714	341.0	4677.0	121.0	2353.0	6.8%	4.89%	NA
MA0259.1.HIF1A::ARNT	0.000715563735525	0.0266409883072	28.0	4990.0	2.0	2472.0	0.56%	0.08%	NA
UP00007_1_Egr1_primary	0.000796685971056	0.027075314884	270.0	4748.0	92.0	2382.0	5.38%	3.72%	NA
Ash2l_hand	0.000839110998472	0.027075314884	111.0	4907.0	29.0	2445.0	2.21%	1.17%	NA
MA0154.2.EBF1	0.000995163565087	0.0301036978439	134.0	4884.0	38.0	2436.0	2.67%	1.54%	NA
MA0163.1.PLAG1	0.00126328085937	0.0359663491726	213.0	4805.0	70.0	2404.0	4.24%	2.83%	NA
MA0103.2.ZEB1	0.00178540249791	0.0480074893884	40.0	4978.0	6.0	2468.0	0.8%	0.24%	NA
MA0139.1.CTCF	0.00503541901065	0.121191954585	116.0	4902.0	35.0	2439.0	2.31%	1.41%	NA
MA0116.1.Zfp423	0.00532858757631	0.121191954585	57.0	4961.0	13.0	2461.0	1.14%	0.53%	NA
UP00028_1_Tcfap2e_primary	0.00546781797919	0.121191954585	79.0	4939.0	21.0	2453.0	1.57%	0.85%	NA
MA0469.1.E2F3	0.0055087252084	0.121191954585	220.0	4798.0	78.0	2396.0	4.38%	3.15%	NA
MA0524.1.TFAP2C	0.00617402241535	0.12992290648	147.0	4871.0	48.0	2426.0	2.93%	1.94%	NA
MA0470.1.E2F4	0.00703545988372	0.139158350465	206.0	4812.0	73.0	2401.0	4.11%	2.95%	NA
UP00010_1_Tcfap2b_primary	0.00734374057989	0.139158350465	80.0	4938.0	22.0	2452.0	1.59%	0.89%	NA
MA0146.2.Zfx	0.00747544857872	0.139158350465	196.0	4822.0	69.0	2405.0	3.91%	2.79%	NA
UP00024_1_Glis2_primary	0.00869690066619	0.155899997127	34.0	4984.0	6.0	2468.0	0.68%	0.24%	NA
MA0057.1.MZF1_5-13	0.0102804193615	0.177704391821	126.0	4892.0	41.0	2433.0	2.51%	1.66%	NA
MA0145.2.Tcfcp2l1	0.0114389694364	0.190912455421	80.0	4938.0	23.0	2451.0	1.59%	0.93%	NA
klf4_homer	0.013714481799	0.216890709577	223.0	4795.0	83.0	2391.0	4.44%	3.35%	NA
MA0472.1.EGR2	0.0138917603241	0.216890709577	255.0	4763.0	97.0	2377.0	5.08%	3.92%	NA
UP00003_1_E2F3_primary	0.0188393885826	0.283667138995	48.0	4970.0	12.0	2462.0	0.96%	0.49%	NA
MA0056.1.MZF1_1-4	0.0193409412951	0.283667138995	283.0	4735.0	111.0	2363.0	5.64%	4.49%	NA
MA0003.2.TFAP2A	0.0201507521156	0.286851883058	116.0	4902.0	39.0	2435.0	2.31%	1.58%	NA
MA0155.1.INSM1	0.0217759328633	0.301130043024	125.0	4893.0	43.0	2431.0	2.49%	1.74%	NA
MA0506.1.NRF1	0.024917424325	0.333031729739	187.0	4831.0	70.0	2404.0	3.73%	2.83%	NA
UP00070_1_Gcm1_primary	0.0254590371908	0.333031729739	17.0	5001.0	2.0	2472.0	0.34%	0.08%	NA
MA0105.3.NFKB1	0.033962952816	0.432580767446	133.0	4885.0	48.0	2426.0	2.65%	1.94%	NA
UP00006_1_Zic3_primary	0.0364073746334	0.451824854425	123.0	4895.0	44.0	2430.0	2.45%	1.78%	NA
UP00035_1_Hic1_primary	0.0379730476375	0.459473876414	25.0	4993.0	5.0	2469.0	0.5%	0.2%	NA
UP00087_1_Tcfap2c_primary	0.0394307111998	0.46547473709	72.0	4946.0	23.0	2451.0	1.43%	0.93%	NA
MA0024.2.E2F1	0.0503058785381	0.579715362201	150.0	4868.0	57.0	2417.0	2.99%	2.3%	NA
UP00047_1_Zbtb7b_primary	0.0520231926215	0.585563377414	32.0	4986.0	8.0	2466.0	0.64%	0.32%	NA
UP00057_1_Zic2_primary	0.0542036927381	0.596240620119	124.0	4894.0	46.0	2428.0	2.47%	1.86%	NA
UP00022_1_Zfp740_primary	0.057699516343	0.620590353556	128.0	4890.0	48.0	2426.0	2.55%	1.94%	NA
UP00102_1_Zic1_primary	0.0638152589193	0.67144750689	127.0	4891.0	48.0	2426.0	2.53%	1.94%	NA
MA0073.1.RREB1	0.0730522959412	0.705665046081	164.0	4854.0	65.0	2409.0	3.27%	2.63%	NA
MA0483.1.Gfi1b	0.0736912026957	0.705665046081	38.0	4980.0	11.0	2463.0	0.76%	0.44%	NA
MA0002.2.RUNX1	0.0743356119907	0.705665046081	43.0	4975.0	13.0	2461.0	0.86%	0.53%	NA
MA0505.1.Nr5a2	0.0743356119907	0.705665046081	43.0	4975.0	13.0	2461.0	0.86%	0.53%	NA
MA0510.1.RFX5	0.0743572672523	0.705665046081	65.0	4953.0	22.0	2452.0	1.3%	0.89%	NA
MA0471.1.E2F6	0.0792318772529	0.729986150613	236.0	4782.0	98.0	2376.0	4.7%	3.96%	NA
MA0131.1.HINFP	0.082853892135	0.729986150613	13.0	5005.0	2.0	2472.0	0.26%	0.08%	NA
MA0525.1.TP63	0.0829529716605	0.729986150613	27.0	4991.0	7.0	2467.0	0.54%	0.28%	NA
UP00097_1_Mtf1_primary	0.0829529716605	0.729986150613	27.0	4991.0	7.0	2467.0	0.54%	0.28%	NA
UP00162_1_Evx1_3952.2	0.090192074145	0.779517212253	6.0	5012.0	0.0	2474.0	0.12%	0.0%	NA
MA0258.2.ESR2	0.094898891293	0.805808129576	39.0	4979.0	12.0	2462.0	0.78%	0.49%	NA
MA0063.1.Nkx2-5	0.101068180598	0.819335855558	18.0	5000.0	4.0	2470.0	0.36%	0.16%	NA
MA0147.2.Myc	0.103148809788	0.819335855558	31.0	4987.0	9.0	2465.0	0.62%	0.36%	NA
MA0104.3.Mycn	0.103263403283	0.819335855558	36.0	4982.0	11.0	2463.0	0.72%	0.44%	NA
UP00066_1_Hnf4a_primary	0.103263403283	0.819335855558	36.0	4982.0	11.0	2463.0	0.72%	0.44%	NA
UP00167_1_En1_3123.2	0.107587740207	0.83987848807	9.0	5009.0	1.0	2473.0	0.18%	0.04%	NA
MA0089.1.NFE2L1::MafG	0.11222246663	0.862153553155	50.0	4968.0	17.0	2457.0	1.0%	0.69%	NA
UP00048_1_Rara_primary	0.117824325367	0.89104646059	20.0	4998.0	5.0	2469.0	0.4%	0.2%	NA
UP00206_1_Hoxb7_3953.1	0.134703383029	0.990425880574	5.0	5013.0	0.0	2474.0	0.1%	0.0%	NA
MA0528.1.ZNF263	0.138900595498	0.990425880574	326.0	4692.0	144.0	2330.0	6.5%	5.82%	NA
MA0028.1.ELK1	0.140196093596	0.990425880574	53.0	4965.0	19.0	2455.0	1.06%	0.77%	NA
UP00199_1_Six4_2860.1	0.143730804647	0.990425880574	11.0	5007.0	2.0	2472.0	0.22%	0.08%	NA
MA0065.2.PPARG::RXRA	0.144708374008	0.990425880574	107.0	4911.0	43.0	2431.0	2.13%	1.74%	NA
UP00040_1_Irf5_primary	0.147336081408	0.990425880574	8.0	5010.0	1.0	2473.0	0.16%	0.04%	NA
UP00130_1_Lhx3_3431.1	0.147336081408	0.990425880574	8.0	5010.0	1.0	2473.0	0.16%	0.04%	NA
UP00261_1_Lhx4_1719.2	0.147336081408	0.990425880574	8.0	5010.0	1.0	2473.0	0.16%	0.04%	NA
UP00036_1_Myf6_primary	0.152693831365	1.0	43.0	4975.0	15.0	2459.0	0.86%	0.61%	NA
UP00009_1_Nr2f2_primary	0.161028454214	1.0	21.0	4997.0	6.0	2468.0	0.42%	0.24%	NA
MA0111.1.Spz1	0.17088202271	1.0	28.0	4990.0	9.0	2465.0	0.56%	0.36%	NA
MA0504.1.NR2C2	0.177330935089	1.0	109.0	4909.0	45.0	2429.0	2.17%	1.82%	NA
UP00015_1_Ehf_primary	0.181281704046	1.0	44.0	4974.0	16.0	2458.0	0.88%	0.65%	NA
UP00149_1_Phox2b_3948.1	0.200097665869	1.0	7.0	5011.0	1.0	2473.0	0.14%	0.04%	NA
UP00155_1_Hmx2_3424.3	0.200097665869	1.0	7.0	5011.0	1.0	2473.0	0.14%	0.04%	NA
UP00001_1_E2F2_primary	0.205027074655	1.0	43.0	4975.0	16.0	2458.0	0.86%	0.65%	NA
MA0509.1.Rfx1	0.208740284418	1.0	36.0	4982.0	13.0	2461.0	0.72%	0.53%	NA
MA0102.3.CEBPA	0.214634378781	1.0	17.0	5001.0	5.0	2469.0	0.34%	0.2%	NA
MA0115.1.NR1H2::RXRA	0.214634378781	1.0	17.0	5001.0	5.0	2469.0	0.34%	0.2%	NA
MA0140.2.TAL1::GATA1	0.216347072974	1.0	12.0	5006.0	3.0	2471.0	0.24%	0.12%	NA
MA0159.1.RXR::RAR_DR5	0.216605435531	1.0	38.0	4980.0	14.0	2460.0	0.76%	0.57%	NA
MA0112.2.ESR1	0.240152033689	1.0	55.0	4963.0	22.0	2452.0	1.1%	0.89%	NA
MA0069.1.Pax6	0.24066658905	1.0	9.0	5009.0	2.0	2472.0	0.18%	0.08%	NA
UP00135_1_Hoxc12_3480.1	0.24066658905	1.0	9.0	5009.0	2.0	2472.0	0.18%	0.08%	NA
UP00046_1_Tcfe2a_primary	0.252101734043	1.0	30.0	4988.0	11.0	2463.0	0.6%	0.44%	NA
MA0143.3.Sox2	0.260044630514	1.0	52.0	4966.0	21.0	2453.0	1.04%	0.85%	NA
MA0511.1.RUNX2	0.268571321868	1.0	34.0	4984.0	13.0	2461.0	0.68%	0.53%	NA
UP00053_1_Rxra_primary	0.268571321868	1.0	34.0	4984.0	13.0	2461.0	0.68%	0.53%	NA
MA0135.1.Lhx3	0.269034065675	1.0	6.0	5012.0	1.0	2473.0	0.12%	0.04%	NA
