FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0107.1.RELA	1.67478868753e-88	8.10597724766e-86	1162.0	39550.0	370.0	38303.0	2.85%	0.96%	NA
MA0516.1.SP2	5.40583330131e-81	1.30821165892e-78	4341.0	36371.0	2650.0	36023.0	10.66%	6.85%	NA
MA0079.3.SP1	7.43755570398e-79	1.19992565358e-76	4884.0	35828.0	3096.0	35577.0	12.0%	8.01%	NA
MA0162.2.EGR1	2.46213782513e-67	2.97918676841e-65	3323.0	37389.0	1977.0	36696.0	8.16%	5.11%	NA
MA0599.1.KLF5	5.86649199286e-64	5.67876424909e-62	3818.0	36894.0	2390.0	36283.0	9.38%	6.18%	NA
MA0101.1.REL	2.11018655115e-59	1.70221715126e-57	1051.0	39661.0	410.0	38263.0	2.58%	1.06%	NA
MA0105.3.NFKB1	1.90719947787e-54	1.31869221041e-52	1259.0	39453.0	566.0	38107.0	3.09%	1.46%	NA
MA0039.2.Klf4	1.60320748153e-51	9.69940526326e-50	3089.0	37623.0	1932.0	36741.0	7.59%	5.0%	NA
UP00021_1_Zfp281_primary	1.1451513361e-45	6.15836940745e-44	2230.0	38482.0	1320.0	37353.0	5.48%	3.41%	NA
UP00093_1_Klf7_primary	7.81075954332e-44	3.78040761897e-42	2429.0	38283.0	1488.0	37185.0	5.97%	3.85%	NA
UP00007_1_Egr1_primary	3.30573787731e-38	1.45452466602e-36	1792.0	38920.0	1049.0	37624.0	4.4%	2.71%	NA
MA0470.1.E2F4	1.89042040357e-35	7.62469562775e-34	1435.0	39277.0	804.0	37869.0	3.52%	2.08%	NA
UP00002_1_Sp4_primary	2.70341524669e-35	1.00650229185e-33	2178.0	38534.0	1371.0	37302.0	5.35%	3.55%	NA
MA0163.1.PLAG1	6.8670928957e-35	2.37405211537e-33	1345.0	39367.0	742.0	37931.0	3.3%	1.92%	NA
MA0472.1.EGR2	3.07010795333e-32	9.90621499606e-31	1678.0	39034.0	1012.0	37661.0	4.12%	2.62%	NA
UP00088_1_Plagl1_primary	1.17225517946e-31	3.54607191787e-30	600.0	40112.0	246.0	38427.0	1.47%	0.64%	NA
MA0469.1.E2F3	2.00066321066e-31	5.69600584683e-30	1523.0	39189.0	901.0	37772.0	3.74%	2.33%	NA
MA0524.1.TFAP2C	5.7672021892e-29	1.55073658865e-27	1021.0	39691.0	548.0	38125.0	2.51%	1.42%	NA
UP00102_1_Zic1_primary	8.25125993636e-29	2.10189989958e-27	743.0	39969.0	354.0	38319.0	1.83%	0.92%	NA
