FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0107.1.RELA	1.37553280112e-13	6.65757875741e-11	109.0	4125.0	33.0	4821.0	2.57%	0.68%	NA
MA0105.3.NFKB1	5.9525328297e-09	1.44051294479e-06	107.0	4127.0	47.0	4807.0	2.53%	0.97%	NA
MA0101.1.REL	2.15337950862e-08	3.47411894058e-06	97.0	4137.0	42.0	4812.0	2.29%	0.87%	NA
UP00028_1_Tcfap2e_primary	5.99273876078e-08	7.25121390055e-06	89.0	4145.0	38.0	4816.0	2.1%	0.78%	NA
MA0079.3.SP1	4.55596141338e-07	4.41017064816e-05	550.0	3684.0	471.0	4383.0	12.99%	9.7%	NA
UP00007_1_Egr1_primary	9.52942084426e-07	7.6870661477e-05	237.0	3997.0	170.0	4684.0	5.6%	3.5%	NA
MA0472.1.EGR2	2.31890284274e-06	0.000160335567984	217.0	4017.0	155.0	4699.0	5.13%	3.19%	NA
UP00087_1_Tcfap2c_primary	3.96663224689e-06	0.000239981250937	76.0	4158.0	36.0	4818.0	1.79%	0.74%	NA
MA0155.1.INSM1	7.57249694887e-06	0.000407232058139	126.0	4108.0	78.0	4776.0	2.98%	1.61%	NA
MA0516.1.SP2	2.94932812454e-05	0.00142747481228	471.0	3763.0	417.0	4437.0	11.12%	8.59%	NA
MA0524.1.TFAP2C	5.42525134001e-05	0.00228932593334	110.0	4124.0	70.0	4784.0	2.6%	1.44%	NA
UP00057_1_Zic2_primary	5.67601471077e-05	0.00228932593334	97.0	4137.0	59.0	4795.0	2.29%	1.22%	NA
UP00005_1_Tcfap2a_primary	6.55564345059e-05	0.00244071648468	66.0	4168.0	34.0	4820.0	1.56%	0.7%	NA
MA0599.1.KLF5	7.30837646692e-05	0.00252661014999	419.0	3815.0	370.0	4484.0	9.9%	7.62%	NA
UP00088_1_Plagl1_primary	0.00013874187527	0.00447673784205	87.0	4147.0	53.0	4801.0	2.05%	1.09%	NA
MA0162.2.EGR1	0.00019596071972	0.00592781177152	385.0	3849.0	342.0	4512.0	9.09%	7.05%	NA
UP00021_1_Zfp281_primary	0.000231059630118	0.00657840358689	295.0	3939.0	252.0	4602.0	6.97%	5.19%	NA
UP00006_1_Zic3_primary	0.000250587132636	0.00673800956644	92.0	4142.0	59.0	4795.0	2.17%	1.22%	NA
MA0039.2.Klf4	0.000306118300723	0.00779796092369	328.0	3906.0	287.0	4567.0	7.75%	5.91%	NA
MA0112.2.ESR1	0.000353490817001	0.00855447777142	42.0	4192.0	19.0	4835.0	0.99%	0.39%	NA
UP00010_1_Tcfap2b_primary	0.000437488731594	0.0100830736234	75.0	4159.0	46.0	4808.0	1.77%	0.95%	NA
UP00102_1_Zic1_primary	0.000755106903237	0.0166123518712	97.0	4137.0	67.0	4787.0	2.29%	1.38%	NA
UP00022_1_Zfp740_primary	0.00105678374844	0.0222384058367	126.0	4108.0	95.0	4759.0	2.98%	1.96%	NA
MA0056.1.MZF1_1-4	0.00142519974913	0.0287415282742	221.0	4013.0	189.0	4665.0	5.22%	3.89%	NA
MA0154.2.EBF1	0.00187794703566	0.0354477174794	89.0	4145.0	63.0	4791.0	2.1%	1.3%	NA
UP00002_1_Sp4_primary	0.00190421622823	0.0354477174794	247.0	3987.0	217.0	4637.0	5.83%	4.47%	NA
UP00195_1_Six3_1732.2	0.00221169360388	0.039646655714	8.0	4226.0	0.0	4854.0	0.19%	0.0%	NA
MA0139.1.CTCF	0.00280903523748	0.0485561805337	83.0	4151.0	59.0	4795.0	1.96%	1.22%	NA
UP00093_1_Klf7_primary	0.00333032574649	0.0555819883207	255.0	3979.0	229.0	4625.0	6.02%	4.72%	NA
UP00070_1_Gcm1_primary	0.00347296538529	0.056030508216	20.0	4214.0	7.0	4847.0	0.47%	0.14%	NA
MA0163.1.PLAG1	0.00373752057529	0.0583535470465	159.0	4075.0	133.0	4721.0	3.76%	2.74%	NA
MA0103.2.ZEB1	0.00461226254845	0.0676383234839	29.0	4205.0	14.0	4840.0	0.68%	0.29%	NA
UP00008_3_Six6_2267.4	0.00475145247614	0.0676383234839	7.0	4227.0	0.0	4854.0	0.17%	0.0%	NA
UP00159_1_Six2_2307.2	0.00475145247614	0.0676383234839	7.0	4227.0	0.0	4854.0	0.17%	0.0%	NA
Ash2l_hand	0.00561650506036	0.0776682414061	94.0	4140.0	72.0	4782.0	2.22%	1.48%	NA
MA0145.2.Tcfcp2l1	0.00602616119865	0.0810183894485	69.0	4165.0	49.0	4805.0	1.63%	1.01%	NA
MA0048.1.NHLH1	0.010047188756	0.122156998272	68.0	4166.0	50.0	4804.0	1.61%	1.03%	NA
MA0138.2.REST	0.0101818560797	0.122156998272	39.0	4195.0	24.0	4830.0	0.92%	0.49%	NA
UP00008_1_Six6_primary	0.0102064076131	0.122156998272	6.0	4228.0	0.0	4854.0	0.14%	0.0%	NA
UP00192_1_Six1_0935.2	0.0102064076131	0.122156998272	6.0	4228.0	0.0	4854.0	0.14%	0.0%	NA
UP00188_1_Lmx1a_2238.2	0.0105721406074	0.122156998272	10.0	4224.0	2.0	4852.0	0.24%	0.04%	NA
MA0003.2.TFAP2A	0.0106004006765	0.122156998272	91.0	4143.0	72.0	4782.0	2.15%	1.48%	NA
MA0159.1.RXR::RAR_DR5	0.0118942508381	0.13387947455	29.0	4205.0	16.0	4838.0	0.68%	0.33%	NA
