FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0482.1.Gata4	0.000271434738278	0.10530678392	3.0	4231.0	22.0	4832.0	0.07%	0.45%	NA
MA0095.2.YY1	0.000435151999669	0.10530678392	23.0	4211.0	59.0	4795.0	0.54%	1.22%	NA
MA0084.1.SRY	0.00136330580849	0.219946670436	10.0	4224.0	33.0	4821.0	0.24%	0.68%	NA
MA0480.1.Foxo1	0.00442443497997	0.404650432099	16.0	4218.0	40.0	4814.0	0.38%	0.82%	NA
MA0593.1.FOXP2	0.00442786676603	0.404650432099	13.0	4221.0	35.0	4819.0	0.31%	0.72%	NA
UP00231_1_Nkx2-2_2823.1	0.00550649934165	0.404650432099	4.0	4230.0	18.0	4836.0	0.09%	0.37%	NA
MA0037.2.GATA3	0.00757078480314	0.404650432099	7.0	4227.0	23.0	4831.0	0.17%	0.47%	NA
MA0035.3.Gata1	0.008047951034	0.404650432099	6.0	4228.0	21.0	4833.0	0.14%	0.43%	NA
MA0143.3.Sox2	0.00809159440092	0.404650432099	25.0	4209.0	52.0	4802.0	0.59%	1.07%	NA
MA0036.2.GATA2	0.00841004800787	0.404650432099	5.0	4229.0	19.0	4835.0	0.12%	0.39%	NA
MA0595.1.SREBF1	0.00919660072952	0.404650432099	15.0	4219.0	36.0	4818.0	0.35%	0.74%	NA
UP00032_1_Gata3_primary	0.0106552069282	0.429760012773	1.0	4233.0	10.0	4844.0	0.02%	0.21%	NA
UP00072_1_IRC900814_primary	0.012374971749	0.460729717423	0.0	4234.0	7.0	4847.0	0.0%	0.14%	NA
MA0157.1.FOXO3	0.0166339125307	0.575058118917	15.0	4219.0	34.0	4820.0	0.35%	0.7%	NA
UP00019_1_Zbtb12_primary	0.0183209109909	0.591154727973	1.0	4233.0	9.0	4845.0	0.02%	0.19%	NA
IRF8_AICS	0.0219084059182	0.662729279026	42.0	4192.0	72.0	4782.0	0.99%	1.48%	NA
MA0501.1.NFE2::MAF	0.0265645357018	0.756307957628	27.0	4207.0	50.0	4804.0	0.64%	1.03%	NA
UP00055_1_Hbp1_primary	0.0373551124728	0.970843722834	11.0	4223.0	25.0	4829.0	0.26%	0.52%	NA
MA0087.1.Sox5	0.0381116337476	0.970843722834	13.0	4221.0	28.0	4826.0	0.31%	0.58%	NA
MA0081.1.SPIB	0.0424282867737	1.0	38.0	4196.0	63.0	4791.0	0.9%	1.3%	NA
UP00225_1_Hlx1_2350.1	0.0528165792728	1.0	2.0	4232.0	9.0	4845.0	0.05%	0.19%	NA
UP00101_1_Sox12_primary	0.0573864689482	1.0	10.0	4224.0	22.0	4832.0	0.24%	0.45%	NA
