FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0040.1.Foxq1	0.0105858919158	1.0	40.0	240.0	93.0	342.0	14.29%	21.38%	NA
UP00072_1_IRC900814_primary	0.0263169887682	1.0	6.0	274.0	23.0	412.0	2.14%	5.29%	NA
MA0052.2.MEF2A	0.0269405508466	1.0	51.0	229.0	107.0	328.0	18.21%	24.6%	NA
UP00255_1_Dbx1_3486.1	0.0375840721349	1.0	47.0	233.0	98.0	337.0	16.79%	22.53%	NA
MA0051.1.IRF2	0.0391572750289	1.0	53.0	227.0	108.0	327.0	18.93%	24.83%	NA
UP00120_1_Lbx2_3869.2	0.0394107493498	1.0	9.0	271.0	28.0	407.0	3.21%	6.44%	NA
UP00186_1_Meis1_2335.1	0.0464497133747	1.0	42.0	238.0	88.0	347.0	15.0%	20.23%	NA
UP00135_1_Hoxc12_3480.1	0.0635669223663	1.0	12.0	268.0	32.0	403.0	4.29%	7.36%	NA
UP00164_1_Hoxa7_2668.2	0.0700510005194	1.0	17.0	263.0	41.0	394.0	6.07%	9.43%	NA
UP00234_1_Msx1_3031.2	0.0719919559431	1.0	16.0	264.0	39.0	396.0	5.71%	8.97%	NA
UP00029_1_Tbp_primary	0.0740956461259	1.0	38.0	242.0	78.0	357.0	13.57%	17.93%	NA
MA0070.1.PBX1	0.0770651274351	1.0	25.0	255.0	55.0	380.0	8.93%	12.64%	NA
UP00259_1_Hoxb6_3428.2	0.0796514281152	1.0	19.0	261.0	44.0	391.0	6.79%	10.11%	NA
UP00177_1_Hoxd12_3481.1	0.0805301774943	1.0	11.0	269.0	29.0	406.0	3.93%	6.67%	NA
UP00257_1_Shox2_2641.2	0.0817440632454	1.0	10.0	270.0	27.0	408.0	3.57%	6.21%	NA
UP00167_1_En1_3123.2	0.0822348146449	1.0	18.0	262.0	42.0	393.0	6.43%	9.66%	NA
UP00128_1_Pou3f2_2824.1	0.0848398249866	1.0	17.0	263.0	40.0	395.0	6.07%	9.2%	NA
UP00260_1_Hoxc6_3954.2	0.0848398249866	1.0	17.0	263.0	40.0	395.0	6.07%	9.2%	NA
UP00200_1_Nkx6-1_2825.1	0.0875425746251	1.0	26.0	254.0	56.0	379.0	9.29%	12.87%	NA
UP00244_1_Tlx2_3498.2	0.0890952272256	1.0	47.0	233.0	92.0	343.0	16.79%	21.15%	NA
UP00145_1_Barhl2_3868.1	0.090665532295	1.0	33.0	247.0	68.0	367.0	11.79%	15.63%	NA
UP00129_1_Pou3f1_3819.1	0.0921375134944	1.0	20.0	260.0	45.0	390.0	7.14%	10.34%	NA
