FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0478.1.FOSL2	2.15046108215e-07	6.52807723853e-05	187.0	10310.0	186.0	5987.0	1.78%	3.01%	NA
MA0489.1.JUN.var.2	2.6975525779e-07	6.52807723853e-05	184.0	10313.0	183.0	5990.0	1.75%	2.96%	NA
MA0476.1.FOS	4.68596467297e-07	7.56002300573e-05	189.0	10308.0	185.0	5988.0	1.8%	3.0%	NA
MA0490.1.JUNB	1.05597463635e-06	0.000104076788843	202.0	10295.0	192.0	5981.0	1.92%	3.11%	NA
MA0491.1.JUND	1.07517343846e-06	0.000104076788843	190.0	10307.0	183.0	5990.0	1.81%	2.96%	NA
MA0477.1.FOSL1	1.68846138076e-06	0.000136202551381	184.0	10313.0	177.0	5996.0	1.75%	2.87%	NA
MA0462.1.BATF::JUN	2.33799603061e-06	0.000161655725545	147.0	10350.0	148.0	6025.0	1.4%	2.4%	NA
MA0501.1.NFE2::MAF	2.6548381331e-05	0.00160617707053	78.0	10419.0	87.0	6086.0	0.74%	1.41%	NA
MA0099.2.JUN::FOS	3.70002741186e-05	0.00198979251927	202.0	10295.0	179.0	5994.0	1.92%	2.9%	NA
UP00064_1_Sox18_primary	0.000116543192525	0.00564069051819	30.0	10467.0	43.0	6130.0	0.29%	0.7%	NA
UP00034_1_Sox7_primary	0.000198023103306	0.00871301654545	29.0	10468.0	41.0	6132.0	0.28%	0.66%	NA
MA0492.1.JUND.var.2	0.000241872773533	0.00975553519915	58.0	10439.0	65.0	6108.0	0.55%	1.05%	NA
UP00096_1_Sox13_primary	0.000389136475802	0.0144878503298	25.0	10472.0	36.0	6137.0	0.24%	0.58%	NA
UP00407_1_Elf3_primary	0.000435264272029	0.0150477076901	136.0	10361.0	122.0	6051.0	1.3%	1.98%	NA
MA0591.1.Bach1::Mafk	0.000568752777358	0.0183517562828	95.0	10402.0	91.0	6082.0	0.91%	1.47%	NA
MA0150.2.Nfe2l2	0.000664205810271	0.0193835194253	85.0	10412.0	83.0	6090.0	0.81%	1.34%	NA
MA0098.2.Ets1	0.000680826095518	0.0193835194253	335.0	10162.0	257.0	5916.0	3.19%	4.16%	NA
UP00044_1_Mafk_primary	0.000829109390893	0.0220743883659	19.0	10478.0	29.0	6144.0	0.18%	0.47%	NA
