FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0105.3.NFKB1	0.0	0.0	2983.0	773.0	1844.0	2954.0	79.42%	38.43%	NA
MA0107.1.RELA	0.0	0.0	2869.0	887.0	1290.0	3508.0	76.38%	26.89%	NA
MA0101.1.REL	0.0	0.0	2634.0	1122.0	1290.0	3508.0	70.13%	26.89%	NA
UP00088_1_Plagl1_primary	1.27623383047e-82	1.54424293487e-80	1105.0	2651.0	606.0	4192.0	29.42%	12.63%	NA
MA0163.1.PLAG1	3.56969378817e-72	3.45546358695e-70	1958.0	1798.0	1578.0	3220.0	52.13%	32.89%	NA
MA0056.1.MZF1_1-4	4.37072981744e-69	3.52572205273e-67	2802.0	954.0	2709.0	2089.0	74.6%	56.46%	NA
MA0599.1.KLF5	8.31163756972e-68	5.74690369106e-66	2541.0	1215.0	2352.0	2446.0	67.65%	49.02%	NA
MA0079.3.SP1	2.04294021435e-67	1.23597882968e-65	2710.0	1046.0	2589.0	2209.0	72.15%	53.96%	NA
MA0516.1.SP2	6.02972679972e-66	3.24265307896e-64	2624.0	1132.0	2479.0	2319.0	69.86%	51.67%	NA
UP00002_1_Sp4_primary	2.192882613e-64	1.06135518469e-62	1909.0	1847.0	1570.0	3228.0	50.83%	32.72%	NA
UP00102_1_Zic1_primary	6.22071165646e-62	2.73711312884e-60	1163.0	2593.0	760.0	4038.0	30.96%	15.84%	NA
MA0039.2.Klf4	1.50349259357e-61	6.06408679408e-60	2252.0	1504.0	2015.0	2783.0	59.96%	42.0%	NA
UP00093_1_Klf7_primary	5.41573099049e-61	2.01631830723e-59	2109.0	1647.0	1838.0	2960.0	56.15%	38.31%	NA
MA0162.2.EGR1	1.23628813523e-60	4.2740246961e-59	2408.0	1348.0	2225.0	2573.0	64.11%	46.37%	NA
UP00006_1_Zic3_primary	2.52825454184e-58	8.157834655e-57	1117.0	2639.0	733.0	4065.0	29.74%	15.28%	NA
MA0146.2.Zfx	3.86702765922e-58	1.16977586691e-56	1947.0	1809.0	1659.0	3139.0	51.84%	34.58%	NA
