FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0462.1.BATF::JUN	1.43263302246e-07	6.93394382872e-05	1048.0	2708.0	1587.0	3211.0	27.9%	33.08%	NA
UP00034_1_Sox7_primary	6.02135184219e-07	0.000145716714581	696.0	3060.0	1096.0	3702.0	18.53%	22.84%	NA
MA0489.1.JUN.var.2	2.91138768288e-06	0.000398146160139	1266.0	2490.0	1846.0	2952.0	33.71%	38.47%	NA
MA0491.1.JUND	3.39023933002e-06	0.000398146160139	1230.0	2526.0	1797.0	3001.0	32.75%	37.45%	NA
MA0490.1.JUNB	4.11308016672e-06	0.000398146160139	1262.0	2494.0	1837.0	2961.0	33.6%	38.29%	NA
MA0476.1.FOS	6.42815794416e-06	0.000518538074162	1249.0	2507.0	1815.0	2983.0	33.25%	37.83%	NA
UP00091_1_Sox5_primary	1.47086344527e-05	0.00101699701073	588.0	3168.0	918.0	3880.0	15.65%	19.13%	NA
MA0478.1.FOSL2	2.27181619758e-05	0.00137444879953	1341.0	2415.0	1921.0	2877.0	35.7%	40.04%	NA
UP00096_1_Sox13_primary	3.5824770957e-05	0.00192657657147	563.0	3193.0	875.0	3923.0	14.99%	18.24%	NA
MA0477.1.FOSL1	4.27374253321e-05	0.00206849138607	1233.0	2523.0	1772.0	3026.0	32.83%	36.93%	NA
MA0142.1.Pou5f1::Sox2	4.89194789766e-05	0.00215245707497	660.0	3096.0	1005.0	3793.0	17.57%	20.95%	NA
MA0040.1.Foxq1	7.67112233782e-05	0.00309401934292	559.0	3197.0	862.0	3936.0	14.88%	17.97%	NA
UP00014_1_Sox17_primary	0.000107597924371	0.00400595349196	523.0	3233.0	809.0	3989.0	13.92%	16.86%	NA
UP00051_1_Sox8_primary	0.0001812756944	0.0062669597207	602.0	3154.0	912.0	3886.0	16.03%	19.01%	NA
UP00101_1_Sox12_primary	0.000226103850049	0.00729561756157	701.0	3055.0	1044.0	3754.0	18.66%	21.76%	NA
MA0124.1.NKX3-1	0.000274244449575	0.00829589459966	387.0	3369.0	611.0	4187.0	10.3%	12.73%	NA
MA0465.1.CDX2	0.000333005591449	0.00858487116288	514.0	3242.0	785.0	4013.0	13.68%	16.36%	NA
MA0070.1.PBX1	0.000340023770424	0.00858487116288	335.0	3421.0	536.0	4262.0	8.92%	11.17%	NA
MA0153.1.HNF1B	0.000362906621377	0.00858487116288	334.0	3422.0	534.0	4264.0	8.89%	11.13%	NA
UP00235_1_Hoxc11_3718.2	0.000371734606641	0.00858487116288	211.0	3545.0	358.0	4440.0	5.62%	7.46%	NA
MA0479.1.FOXH1	0.000372484079381	0.00858487116288	577.0	3179.0	870.0	3928.0	15.36%	18.13%	NA
UP00023_1_Sox30_primary	0.000447826930198	0.00985219246435	591.0	3165.0	887.0	3911.0	15.73%	18.49%	NA
UP00059_1_Arid5a_primary	0.000733518110783	0.0152945483692	318.0	3438.0	505.0	4293.0	8.47%	10.53%	NA
UP00064_1_Sox18_primary	0.000767934629022	0.0152945483692	634.0	3122.0	939.0	3859.0	16.88%	19.57%	NA
MA0099.2.JUN::FOS	0.0007900076637	0.0152945483692	1148.0	2608.0	1622.0	3176.0	30.56%	33.81%	NA
MA0102.3.CEBPA	0.0010026514754	0.0186647428498	479.0	3277.0	725.0	4073.0	12.75%	15.11%	NA
UP00246_1_Hoxa11_2218.1	0.00111347479811	0.0199600667512	224.0	3532.0	368.0	4430.0	5.96%	7.67%	NA
UP00071_1_Sox21_primary	0.00131783543164	0.022779726747	373.0	3383.0	576.0	4222.0	9.93%	12.01%	NA
UP00008_4	0.00143334337804	0.0239220067231	229.0	3527.0	373.0	4425.0	6.1%	7.77%	NA
UP00244_1_Tlx2_3498.2	0.00157337015508	0.0253837051687	628.0	3128.0	922.0	3876.0	16.72%	19.22%	NA
MA0087.1.Sox5	0.00163735153259	0.025563811025	641.0	3115.0	939.0	3859.0	17.07%	19.57%	NA
UP00145_1_Barhl2_3868.1	0.00217921177301	0.0329605780667	446.0	3310.0	671.0	4127.0	11.87%	13.98%	NA
MA0135.1.Lhx3	0.00232745356075	0.0341359855576	421.0	3335.0	636.0	4162.0	11.21%	13.26%	NA
UP00185_1_Pbx1_3203.1	0.00252507255181	0.0359451504435	394.0	3362.0	598.0	4200.0	10.49%	12.46%	NA
UP00225_1_Hlx1_2350.1	0.00269137639923	0.0372178907779	372.0	3384.0	567.0	4231.0	9.9%	11.82%	NA
UP00166_1_Barhl1_2590.2	0.00332206988841	0.0446633840552	357.0	3399.0	544.0	4254.0	9.5%	11.34%	NA
UP00217_1_Hoxa10_2318.1	0.00355556229939	0.0465105987272	604.0	3152.0	879.0	3919.0	16.08%	18.32%	NA
UP00238_1_Nkx6-3_3446.1	0.00461952174855	0.0588381191131	383.0	3373.0	576.0	4222.0	10.2%	12.01%	NA
UP00069_1_Sox1_primary	0.00539934394767	0.0637214969556	457.0	3299.0	675.0	4123.0	12.17%	14.07%	NA
UP00218_1_Dbx2_3487.1	0.0055444382205	0.0637214969556	408.0	3348.0	608.0	4190.0	10.86%	12.67%	NA
UP00004_1_Sox14_primary	0.00565176703906	0.0637214969556	333.0	3423.0	505.0	4293.0	8.87%	10.53%	NA
UP00061_1_Foxl1_primary	0.00575804055131	0.0637214969556	839.0	2917.0	1185.0	3613.0	22.34%	24.7%	NA
UP00075_1_Sox15_primary	0.0057679002608	0.0637214969556	609.0	3147.0	879.0	3919.0	16.21%	18.32%	NA
UP00245_1_Hoxc10_2779.2	0.0057928633596	0.0637214969556	221.0	3535.0	349.0	4449.0	5.88%	7.27%	NA
UP00200_1_Nkx6-1_2825.1	0.00713362115957	0.075353385421	359.0	3397.0	538.0	4260.0	9.56%	11.21%	NA
UP00121_1_Hoxd10_2368.2	0.00716168539125	0.075353385421	666.0	3090.0	952.0	3846.0	17.73%	19.84%	NA
UP00197_1_Hoxc9_2367.2	0.00745360940512	0.0761700147484	385.0	3371.0	573.0	4225.0	10.25%	11.94%	NA
UP00240_1_Cdx1_2245.1	0.00755405104943	0.0761700147484	402.0	3354.0	596.0	4202.0	10.7%	12.42%	NA
MA0485.1.Hoxc9	0.00942624216946	0.0931081879595	455.0	3301.0	665.0	4133.0	12.11%	13.86%	NA
UP00255_1_Dbx1_3486.1	0.0104506965292	0.100537656028	705.0	3051.0	998.0	3800.0	18.77%	20.8%	NA
UP00179_1_Pou2f3_3986.2	0.0105938439203	0.100537656028	471.0	3285.0	685.0	4113.0	12.54%	14.28%	NA
UP00256_1_Lhx6_2272.1	0.0119824987401	0.111529411351	214.0	3542.0	332.0	4466.0	5.7%	6.92%	NA
MA0495.1.MAFF	0.0135827540999	0.124038735554	712.0	3044.0	1003.0	3795.0	18.96%	20.9%	NA
UP00118_1_Pou4f3_2791.1	0.0157892683656	0.141518627573	401.0	3355.0	585.0	4213.0	10.68%	12.19%	NA
UP00012_1_Bbx_primary	0.0178640827398	0.15720392811	452.0	3304.0	652.0	4146.0	12.03%	13.59%	NA
UP00134_1_Hoxb13_3479.1	0.0192815173115	0.162607574517	532.0	3224.0	758.0	4040.0	14.16%	15.8%	NA
UP00124_1_Ipf1_3815.1	0.0194553526827	0.162607574517	297.0	3459.0	441.0	4357.0	7.91%	9.19%	NA
UP00174_1_Hoxa2_3079.1	0.019486031657	0.162607574517	278.0	3478.0	415.0	4383.0	7.4%	8.65%	NA
UP00173_1_Hoxc13_3127.1	0.0215057667019	0.17585588791	345.0	3411.0	505.0	4293.0	9.19%	10.53%	NA
UP00055_1_Hbp1_primary	0.0219119544202	0.17585588791	623.0	3133.0	877.0	3921.0	16.59%	18.28%	NA
UP00105_1_Pou3f4_3773.1	0.0222829306881	0.17585588791	389.0	3367.0	564.0	4234.0	10.36%	11.75%	NA
UP00054_1_Tcf7_primary	0.0225269939058	0.17585588791	733.0	3023.0	1022.0	3776.0	19.52%	21.3%	NA
UP00154_1_Dlx3_1030.1	0.0234944257117	0.180496857848	249.0	3507.0	373.0	4425.0	6.63%	7.77%	NA
UP00191_1_Pou2f2_3748.1	0.0268825619606	0.203299374827	491.0	3265.0	698.0	4100.0	13.07%	14.55%	NA
UP00168_1_Hoxd8_2644.1	0.0285417082997	0.211813489779	470.0	3286.0	669.0	4129.0	12.51%	13.94%	NA
UP00207_1_Hoxb9_3413.1	0.0288836576971	0.211813489779	564.0	3192.0	794.0	4004.0	15.02%	16.55%	NA
UP00029_1_Tbp_primary	0.0302020943019	0.218176323016	597.0	3159.0	837.0	3961.0	15.89%	17.44%	NA
MA0084.1.SRY	0.0318255208565	0.223461505341	709.0	3047.0	984.0	3814.0	18.88%	20.51%	NA
UP00025_1_Foxk1_primary	0.0318571154308	0.223461505341	872.0	2884.0	1198.0	3600.0	23.22%	24.97%	NA
UP00100_1_Gata6_primary	0.0330167382477	0.228287161598	477.0	3279.0	676.0	4122.0	12.7%	14.09%	NA
UP00137_1_Hoxb3_1720.2	0.0369929672587	0.252177410609	318.0	3438.0	461.0	4337.0	8.47%	9.61%	NA
MA0063.1.Nkx2-5	0.0396013806156	0.266209280805	370.0	3386.0	530.0	4268.0	9.85%	11.05%	NA
MA0466.1.CEBPB	0.0443236027781	0.293871558145	492.0	3264.0	691.0	4107.0	13.1%	14.4%	NA
MA0468.1.DUX4	0.0455459089357	0.294163963702	521.0	3235.0	729.0	4069.0	13.87%	15.19%	NA
UP00110_1_Dlx4_3488.2	0.0465244931031	0.294163963702	245.0	3511.0	359.0	4439.0	6.52%	7.48%	NA
UP00211_1_Pou3f3_3235.2	0.0465623976325	0.294163963702	425.0	3331.0	601.0	4197.0	11.32%	12.53%	NA
UP00259_1_Hoxb6_3428.2	0.0467988124071	0.294163963702	279.0	3477.0	405.0	4393.0	7.43%	8.44%	NA
UP00234_1_Msx1_3031.2	0.0478026503671	0.296621574073	277.0	3479.0	402.0	4396.0	7.37%	8.38%	NA
UP00125_1_Pitx2_2274.3	0.0491589752791	0.301176506773	374.0	3382.0	532.0	4266.0	9.96%	11.09%	NA
UP00058_1_Tcf3_primary	0.0500436564158	0.302764121315	664.0	3092.0	916.0	3882.0	17.68%	19.09%	NA
MA0033.1.FOXL1	0.0514174619775	0.307235204902	430.0	3326.0	606.0	4192.0	11.45%	12.63%	NA
UP00254_1_Pou2f1_3081.2	0.0546033885375	0.318522088739	382.0	3374.0	541.0	4257.0	10.17%	11.28%	NA
UP00213_1_Hoxa9_2622.2	0.0546225895978	0.318522088739	578.0	3178.0	801.0	3997.0	15.39%	16.69%	NA
UP00133_1_Cdx2_4272.1	0.0553043901777	0.318658629119	452.0	3304.0	634.0	4164.0	12.03%	13.21%	NA
MA0157.1.FOXO3	0.0569106082412	0.324055698691	824.0	2932.0	1123.0	3675.0	21.94%	23.41%	NA
UP00127_1_Gsh2_3990.2	0.0576380041189	0.324381325506	256.0	3500.0	371.0	4427.0	6.82%	7.73%	NA
UP00206_1_Hoxb7_3953.1	0.0595245694772	0.329648238729	263.0	3493.0	380.0	4418.0	7.0%	7.92%	NA
UP00138_1_Bsx_3483.2	0.0599360434053	0.329648238729	295.0	3461.0	423.0	4375.0	7.85%	8.82%	NA
MA0497.1.MEF2C	0.0607413424424	0.330323704968	974.0	2782.0	1317.0	3481.0	25.93%	27.45%	NA
UP00115_1_Lhx2_0953.2	0.0621714934762	0.333024177231	225.0	3531.0	328.0	4470.0	5.99%	6.84%	NA
UP00126_1_Dlx2_2273.2	0.0626140498512	0.333024177231	294.0	3462.0	421.0	4377.0	7.83%	8.77%	NA
MA0501.1.NFE2::MAF	0.0638876315794	0.33610449657	958.0	2798.0	1295.0	3503.0	25.51%	26.99%	NA
UP00016_1_Sry_primary	0.066093728913	0.343971664451	314.0	3442.0	447.0	4351.0	8.36%	9.32%	NA
UP00177_1_Hoxd12_3481.1	0.0695021332878	0.355613349056	190.0	3566.0	279.0	4519.0	5.06%	5.81%	NA
MA0025.1.NFIL3	0.0704971821887	0.355613349056	273.0	3483.0	391.0	4407.0	7.27%	8.15%	NA
MA0046.1.HNF1A	0.0705348791515	0.355613349056	447.0	3309.0	623.0	4175.0	11.9%	12.98%	NA
MA0496.1.MAFK	0.07471025355	0.368751288535	733.0	3023.0	998.0	3800.0	19.52%	20.8%	NA
UP00223_1_Irx3_0920.1	0.0750460367822	0.368751288535	267.0	3489.0	382.0	4416.0	7.11%	7.96%	NA
MA0481.1.FOXP1	0.0758733810685	0.368751288535	1539.0	2217.0	2041.0	2757.0	40.97%	42.54%	NA
UP00407_1_Elf3_primary	0.0762155401823	0.368751288535	1230.0	2526.0	1643.0	3155.0	32.75%	34.24%	NA
UP00266_1_Prrx1_3442.1	0.0769501655827	0.368751288535	242.0	3514.0	348.0	4450.0	6.44%	7.25%	NA
UP00044_1_Mafk_primary	0.0777326915961	0.368849242475	575.0	3181.0	790.0	4008.0	15.31%	16.47%	NA
UP00241_1_Hoxd3_1742.2	0.0814368048196	0.377077346449	336.0	3420.0	473.0	4325.0	8.95%	9.86%	NA
UP00158_1_Pou1f1_3818.1	0.0819593181166	0.377077346449	394.0	3362.0	550.0	4248.0	10.49%	11.46%	NA
UP00117_1_Hoxd11_3873.1	0.0821854593238	0.377077346449	216.0	3540.0	312.0	4486.0	5.75%	6.5%	NA
UP00171_1_Msx3_3206.1	0.082583055214	0.377077346449	370.0	3386.0	518.0	4280.0	9.85%	10.8%	NA
UP00080_1_Gata5_primary	0.084960062227	0.384305328204	508.0	3248.0	700.0	4098.0	13.53%	14.59%	NA
UP00224_1_Pax6_3838.3	0.086427619772	0.386873440384	306.0	3450.0	432.0	4366.0	8.15%	9.0%	NA
UP00116_1_Rhox6_4251.1	0.0871264566154	0.386873440384	227.0	3529.0	326.0	4472.0	6.04%	6.79%	NA
MA0077.1.SOX9	0.0900896056225	0.396394264739	601.0	3155.0	821.0	3977.0	16.0%	17.11%	NA
