FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
UP00217_1_Hoxa10_2318.1	0.0598218730469	1.0	89.0	617.0	120.0	651.0	12.61%	15.56%	NA
UP00252_1_Hoxc5_2630.2	0.0646828210162	1.0	40.0	666.0	60.0	711.0	5.67%	7.78%	NA
UP00206_1_Hoxb7_3953.1	0.0806080739161	1.0	41.0	665.0	60.0	711.0	5.81%	7.78%	NA
UP00260_1_Hoxc6_3954.2	0.0859050044808	1.0	47.0	659.0	67.0	704.0	6.66%	8.69%	NA
UP00113_1_Hoxc4_3491.1	0.0882372659862	1.0	39.0	667.0	57.0	714.0	5.52%	7.39%	NA
UP00235_1_Hoxc11_3718.2	0.0966272175217	1.0	37.0	669.0	54.0	717.0	5.24%	7.0%	NA
UP00144_1_Hoxb4_2627.1	0.100576683439	1.0	38.0	668.0	55.0	716.0	5.38%	7.13%	NA
UP00196_1_Hoxa4_3426.1	0.107419114908	1.0	49.0	657.0	68.0	703.0	6.94%	8.82%	NA
MA0462.1.BATF::JUN	0.123426319701	1.0	178.0	528.0	216.0	555.0	25.21%	28.02%	NA
MA0491.1.JUND	0.124697059106	1.0	220.0	486.0	263.0	508.0	31.16%	34.11%	NA
UP00128_1_Pou3f2_2824.1	0.128176467788	1.0	45.0	661.0	62.0	709.0	6.37%	8.04%	NA
UP00133_1_Cdx2_4272.1	0.129307075241	1.0	72.0	634.0	94.0	677.0	10.2%	12.19%	NA
MA0476.1.FOS	0.133181824006	1.0	218.0	488.0	260.0	511.0	30.88%	33.72%	NA
UP00175_1_Lhx9_3492.1	0.137577424092	1.0	33.0	673.0	47.0	724.0	4.67%	6.1%	NA
UP00200_1_Nkx6-1_2825.1	0.153442710615	1.0	57.0	649.0	75.0	696.0	8.07%	9.73%	NA
UP00225_1_Hlx1_2350.1	0.156763804301	1.0	47.0	659.0	63.0	708.0	6.66%	8.17%	NA
UP00209_1_Cart1_0997.1	0.161932414992	1.0	33.0	673.0	46.0	725.0	4.67%	5.97%	NA
UP00014_1_Sox17_primary	0.165541110694	1.0	85.0	621.0	107.0	664.0	12.04%	13.88%	NA
UP00108_1_Alx3_3418.2	0.167317402031	1.0	34.0	672.0	47.0	724.0	4.82%	6.1%	NA
UP00238_1_Nkx6-3_3446.1	0.174623351906	1.0	63.0	643.0	81.0	690.0	8.92%	10.51%	NA
UP00197_1_Hoxc9_2367.2	0.178000617282	1.0	58.0	648.0	75.0	696.0	8.22%	9.73%	NA
UP00240_1_Cdx1_2245.1	0.178107636316	1.0	64.0	642.0	82.0	689.0	9.07%	10.64%	NA
UP00172_1_Prop1_3949.1	0.181752883994	1.0	42.0	664.0	56.0	715.0	5.95%	7.26%	NA
UP00137_1_Hoxb3_1720.2	0.1840200058	1.0	48.0	658.0	63.0	708.0	6.8%	8.17%	NA
UP00127_1_Gsh2_3990.2	0.198420952591	1.0	40.0	666.0	53.0	718.0	5.67%	6.87%	NA
UP00118_1_Pou4f3_2791.1	0.200020353226	1.0	64.0	642.0	81.0	690.0	9.07%	10.51%	NA
MA0490.1.JUNB	0.201404754945	1.0	229.0	477.0	267.0	504.0	32.44%	34.63%	NA
UP00163_1_En2_0952.1	0.201480340801	1.0	30.0	676.0	41.0	730.0	4.25%	5.32%	NA
UP00167_1_En1_3123.2	0.208333743156	1.0	42.0	664.0	55.0	716.0	5.95%	7.13%	NA
UP00091_1_Sox5_primary	0.209872208919	1.0	94.0	612.0	115.0	656.0	13.31%	14.92%	NA
UP00234_1_Msx1_3031.2	0.23228398615	1.0	41.0	665.0	53.0	718.0	5.81%	6.87%	NA
MA0465.1.CDX2	0.234490173297	1.0	88.0	618.0	107.0	664.0	12.46%	13.88%	NA
UP00266_1_Prrx1_3442.1	0.242292870634	1.0	37.0	669.0	48.0	723.0	5.24%	6.23%	NA
UP00210_1_Mrg2_2302.1	0.253563289425	1.0	102.0	604.0	122.0	649.0	14.45%	15.82%	NA
UP00142_1_Uncx4.1_2281.2	0.258401468604	1.0	40.0	666.0	51.0	720.0	5.67%	6.61%	NA
MA0477.1.FOSL1	0.263561644945	1.0	228.0	478.0	262.0	509.0	32.29%	33.98%	NA
UP00254_1_Pou2f1_3081.2	0.264003089719	1.0	61.0	645.0	75.0	696.0	8.64%	9.73%	NA
UP00218_1_Dbx2_3487.1	0.271170286606	1.0	70.0	636.0	85.0	686.0	9.92%	11.02%	NA
MA0043.1.HLF	0.283634824337	1.0	45.0	661.0	56.0	715.0	6.37%	7.26%	NA
UP00105_1_Pou3f4_3773.1	0.288306759367	1.0	60.0	646.0	73.0	698.0	8.5%	9.47%	NA
UP00139_1_Nkx1-2_3214.1	0.288458354013	1.0	46.0	660.0	57.0	714.0	6.52%	7.39%	NA
MA0099.2.JUN::FOS	0.288798593765	1.0	213.0	493.0	244.0	527.0	30.17%	31.65%	NA
UP00135_1_Hoxc12_3480.1	0.30645351149	1.0	36.0	670.0	45.0	726.0	5.1%	5.84%	NA
UP00149_1_Phox2b_3948.1	0.317218033328	1.0	45.0	661.0	55.0	716.0	6.37%	7.13%	NA
UP00251_1_Esx1_3124.2	0.32276220225	1.0	39.0	667.0	48.0	723.0	5.52%	6.23%	NA
UP00152_1_Arx_1738.2	0.333848061332	1.0	34.0	672.0	42.0	729.0	4.82%	5.45%	NA
MA0478.1.FOSL2	0.336619654508	1.0	248.0	458.0	280.0	491.0	35.13%	36.32%	NA
UP00246_1_Hoxa11_2218.1	0.338141507119	1.0	42.0	664.0	51.0	720.0	5.95%	6.61%	NA
UP00121_1_Hoxd10_2368.2	0.34376642807	1.0	109.0	597.0	126.0	645.0	15.44%	16.34%	NA
UP00187_1_Alx4_1744.1	0.351935523134	1.0	30.0	676.0	37.0	734.0	4.25%	4.8%	NA
UP00212_1_Lhx5_2279.1	0.353504609526	1.0	53.0	653.0	63.0	708.0	7.51%	8.17%	NA
UP00116_1_Rhox6_4251.1	0.360890820465	1.0	39.0	667.0	47.0	724.0	5.52%	6.1%	NA
UP00241_1_Hoxd3_1742.2	0.36192371735	1.0	55.0	651.0	65.0	706.0	7.79%	8.43%	NA
UP00170_1_Isl2_3430.1	0.363399169095	1.0	72.0	634.0	84.0	687.0	10.2%	10.89%	NA
UP00224_1_Pax6_3838.3	0.370946544652	1.0	49.0	657.0	58.0	713.0	6.94%	7.52%	NA
UP00215_1_Vax1_3499.1	0.375324310286	1.0	50.0	656.0	59.0	712.0	7.08%	7.65%	NA
UP00151_1_Barx2_3447.2	0.380555579445	1.0	43.0	663.0	51.0	720.0	6.09%	6.61%	NA
UP00154_1_Dlx3_1030.1	0.385234594885	1.0	44.0	662.0	52.0	719.0	6.23%	6.74%	NA
UP00245_1_Hoxc10_2779.2	0.385234594885	1.0	44.0	662.0	52.0	719.0	6.23%	6.74%	NA
UP00034_1_Sox7_primary	0.391970292112	1.0	108.0	598.0	123.0	648.0	15.3%	15.95%	NA
UP00182_1_Hoxa6_1040.1	0.394333560977	1.0	46.0	660.0	54.0	717.0	6.52%	7.0%	NA
UP00233_1_Meox1_2310.2	0.411582895706	1.0	50.0	656.0	58.0	713.0	7.08%	7.52%	NA
UP00129_1_Pou3f1_3819.1	0.419341426858	1.0	61.0	645.0	70.0	701.0	8.64%	9.08%	NA
UP00106_1_Vax2_3500.1	0.419557701432	1.0	43.0	663.0	50.0	721.0	6.09%	6.49%	NA
UP00237_1_Otp_3496.1	0.419557701432	1.0	43.0	663.0	50.0	721.0	6.09%	6.49%	NA
UP00242_1_Hoxc8_3429.2	0.423776261271	1.0	53.0	653.0	61.0	710.0	7.51%	7.91%	NA
