FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0107.1.RELA	2.68613809615e-23	1.30009083854e-20	321.0	10176.0	53.0	6120.0	3.06%	0.86%	NA
MA0101.1.REL	1.04166281714e-17	2.52082401749e-15	302.0	10195.0	61.0	6112.0	2.88%	0.99%	NA
MA0105.3.NFKB1	2.48603823319e-14	4.01080834955e-12	344.0	10153.0	88.0	6085.0	3.28%	1.43%	NA
MA0516.1.SP2	8.65418343507e-09	1.04715619564e-06	920.0	9577.0	392.0	5781.0	8.76%	6.35%	NA
MA0162.2.EGR1	4.68957122841e-08	4.5395049491e-06	698.0	9799.0	287.0	5886.0	6.65%	4.65%	NA
MA0079.3.SP1	1.69754733829e-07	1.36935485288e-05	1037.0	9460.0	466.0	5707.0	9.88%	7.55%	NA
UP00088_1_Plagl1_primary	1.64385055074e-06	0.000113660523794	124.0	10373.0	30.0	6143.0	1.18%	0.49%	NA
UP00102_1_Zic1_primary	3.9472651742e-06	0.000238809543039	155.0	10342.0	44.0	6129.0	1.48%	0.71%	NA
UP00093_1_Klf7_primary	6.45219494388e-06	0.000346984705871	501.0	9996.0	208.0	5965.0	4.77%	3.37%	NA
MA0470.1.E2F4	1.10648771425e-05	0.000535540053698	311.0	10186.0	117.0	6056.0	2.96%	1.9%	NA
MA0599.1.KLF5	1.59222266089e-05	0.000700577970793	812.0	9685.0	372.0	5801.0	7.74%	6.03%	NA
UP00005_1_Tcfap2a_primary	2.32869532213e-05	0.000939240446594	123.0	10374.0	34.0	6139.0	1.17%	0.55%	NA
MA0039.2.Klf4	3.17870560933e-05	0.00118345654993	671.0	9826.0	302.0	5871.0	6.39%	4.89%	NA
MA0524.1.TFAP2C	4.5079774991e-05	0.00155847222112	230.0	10267.0	83.0	6090.0	2.19%	1.34%	NA
MA0146.2.Zfx	6.61849270538e-05	0.0021355669796	274.0	10223.0	105.0	6068.0	2.61%	1.7%	NA
UP00057_1_Zic2_primary	7.63310873974e-05	0.00230901539377	141.0	10356.0	44.0	6129.0	1.34%	0.71%	NA
UP00006_1_Zic3_primary	0.000138531846144	0.00394408314904	138.0	10359.0	44.0	6129.0	1.31%	0.71%	NA
UP00002_1_Sp4_primary	0.000149365760771	0.00401627934516	437.0	10060.0	189.0	5984.0	4.16%	3.06%	NA
UP00087_1_Tcfap2c_primary	0.000168225604736	0.00428532593117	121.0	10376.0	37.0	6136.0	1.15%	0.6%	NA
MA0003.2.TFAP2A	0.000197694606021	0.0047842094657	191.0	10306.0	69.0	6104.0	1.82%	1.12%	NA
UP00028_1_Tcfap2e_primary	0.000299382259076	0.0069000482568	125.0	10372.0	40.0	6133.0	1.19%	0.65%	NA
UP00021_1_Zfp281_primary	0.000383654761876	0.00844040476128	444.0	10053.0	197.0	5976.0	4.23%	3.19%	NA
MA0469.1.E2F3	0.000557971285109	0.0117416566084	321.0	10176.0	136.0	6037.0	3.06%	2.2%	NA
UP00007_1_Egr1_primary	0.000652844222771	0.0131656918259	365.0	10132.0	159.0	6014.0	3.48%	2.58%	NA
Ash2l_hand	0.00137135864167	0.025742394711	145.0	10352.0	53.0	6120.0	1.38%	0.86%	NA
MA0472.1.EGR2	0.00138285591423	0.025742394711	323.0	10174.0	141.0	6032.0	3.08%	2.28%	NA
MA0138.2.REST	0.00162388848278	0.0284830648104	73.0	10424.0	21.0	6152.0	0.7%	0.34%	NA
klf4_homer	0.00165385085614	0.0284830648104	368.0	10129.0	165.0	6008.0	3.51%	2.67%	NA
UP00010_1_Tcfap2b_primary	0.00170662991633	0.0284830648104	133.0	10364.0	48.0	6125.0	1.27%	0.78%	NA
MA0024.2.E2F1	0.00195812841254	0.0315911383889	241.0	10256.0	101.0	6072.0	2.3%	1.64%	NA
MA0056.1.MZF1_1-4	0.00222595496932	0.0347536195211	470.0	10027.0	220.0	5953.0	4.48%	3.56%	NA
MA0471.1.E2F6	0.00254742114233	0.0385297447777	381.0	10116.0	174.0	5999.0	3.63%	2.82%	NA
MA0506.1.NRF1	0.0028687913864	0.0420756070005	324.0	10173.0	145.0	6028.0	3.09%	2.35%	NA
MA0154.2.EBF1	0.00472209464156	0.0672204060739	194.0	10303.0	81.0	6092.0	1.85%	1.31%	NA
MA0493.1.Klf1	0.00893100399066	0.123503026614	322.0	10175.0	150.0	6023.0	3.07%	2.43%	NA
UP00047_1_Zbtb7b_primary	0.0122909838926	0.162670012466	38.0	10459.0	10.0	6163.0	0.36%	0.16%	NA
MA0527.1.ZBTB33	0.0124355174819	0.162670012466	87.0	10410.0	32.0	6141.0	0.83%	0.52%	NA
MA0504.1.NR2C2	0.0128587572598	0.163779960888	168.0	10329.0	72.0	6101.0	1.6%	1.17%	NA
MA0073.1.RREB1	0.0134626199937	0.167074566076	197.0	10300.0	87.0	6086.0	1.88%	1.41%	NA
MA0163.1.PLAG1	0.0146512331642	0.177279921286	273.0	10224.0	127.0	6046.0	2.6%	2.06%	NA
UP00022_1_Zfp740_primary	0.0166297492569	0.19631216196	156.0	10341.0	67.0	6106.0	1.49%	1.09%	NA
MA0155.1.INSM1	0.0175287477728	0.200241136874	181.0	10316.0	80.0	6093.0	1.72%	1.3%	NA
MA0528.1.ZNF263	0.0177900183586	0.200241136874	459.0	10038.0	228.0	5945.0	4.37%	3.69%	NA
MA0119.1.TLX1::NFIC	0.0215340887597	0.231753787941	98.0	10399.0	39.0	6134.0	0.93%	0.63%	NA
MA0145.2.Tcfcp2l1	0.0215473563169	0.231753787941	144.0	10353.0	62.0	6111.0	1.37%	1.0%	NA
MA0062.2.GABPA	0.0231945313069	0.244046807664	213.0	10284.0	98.0	6075.0	2.03%	1.59%	NA
MA0139.1.CTCF	0.0277356541065	0.285618225267	136.0	10361.0	59.0	6114.0	1.3%	0.96%	NA
UP00251_1_Esx1_3124.2	0.044697475067	0.450699540259	13.0	10484.0	2.0	6171.0	0.12%	0.03%	NA
UP00076_1_Rfxdc2_primary	0.0463455217649	0.4577802558	56.0	10441.0	21.0	6152.0	0.53%	0.34%	NA
MA0159.1.RXR::RAR_DR5	0.0479550284067	0.464204674977	62.0	10435.0	24.0	6149.0	0.59%	0.39%	NA
MA0522.1.Tcf3	0.0562921506444	0.534223547292	209.0	10288.0	101.0	6072.0	1.99%	1.64%	NA
MA0116.1.Zfp423	0.0657041433652	0.611553949784	72.0	10425.0	30.0	6143.0	0.69%	0.49%	NA
UP00108_1_Alx3_3418.2	0.07543599759	0.678811233216	14.0	10483.0	3.0	6170.0	0.13%	0.05%	NA
MA0258.2.ESR2	0.0757351375902	0.678811233216	67.0	10430.0	28.0	6145.0	0.64%	0.45%	NA
UP00070_1_Gcm1_primary	0.082149942776	0.708513209965	36.0	10461.0	13.0	6160.0	0.34%	0.21%	NA
MA0014.2.PAX5	0.0856258977928	0.708513209965	72.0	10425.0	31.0	6142.0	0.69%	0.5%	NA
MA0027.1.En1	0.0856277215065	0.708513209965	42.0	10455.0	16.0	6157.0	0.4%	0.26%	NA
MA0525.1.TP63	0.0856277215065	0.708513209965	42.0	10455.0	16.0	6157.0	0.4%	0.26%	NA
UP00033_1_Zfp410_primary	0.0863683458429	0.708513209965	44.0	10453.0	17.0	6156.0	0.42%	0.28%	NA
MA0499.1.Myod1	0.0883752980385	0.712894070844	146.0	10351.0	70.0	6103.0	1.39%	1.13%	NA
MA0002.2.RUNX1	0.0921251688988	0.730960356509	85.0	10412.0	38.0	6135.0	0.81%	0.62%	NA
UP00049_1_Sp100_primary	0.0992099985887	0.762609253347	20.0	10477.0	6.0	6167.0	0.19%	0.1%	NA
MA0112.2.ESR1	0.0992652540513	0.762609253347	65.0	10432.0	28.0	6145.0	0.62%	0.45%	NA
UP00027_1_Osr1_primary	0.107855203461	0.815654976173	24.0	10473.0	8.0	6165.0	0.23%	0.13%	NA
UP00036_1_Myf6_primary	0.110342300818	0.821625747628	70.0	10427.0	31.0	6142.0	0.67%	0.5%	NA
MA0048.1.NHLH1	0.119821337789	0.86638056684	137.0	10360.0	67.0	6106.0	1.31%	1.09%	NA
UP00152_1_Arx_1738.2	0.119932847063	0.86638056684	10.0	10487.0	2.0	6171.0	0.1%	0.03%	NA
UP00120_1_Lbx2_3869.2	0.134449070859	0.95696103376	12.0	10485.0	3.0	6170.0	0.11%	0.05%	NA
UP00141_1_Vsx1_1728.1	0.151287977897	1.0	16.0	10481.0	5.0	6168.0	0.15%	0.08%	NA
MA0103.2.ZEB1	0.151616378527	1.0	73.0	10424.0	34.0	6139.0	0.7%	0.55%	NA
MA0513.1.SMAD2::SMAD3::SMAD4	0.153792347493	1.0	86.0	10411.0	41.0	6132.0	0.82%	0.66%	NA
MA0051.1.IRF2	0.167401533741	1.0	57.0	10440.0	26.0	6147.0	0.54%	0.42%	NA
MA0091.1.TAL1::TCF3	0.171475465132	1.0	53.0	10444.0	24.0	6149.0	0.5%	0.39%	NA
