FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0162.2.EGR1	2.95184589614e-27	1.42869341373e-24	1188.0	12909.0	489.0	9482.0	8.43%	4.9%	NA
MA0516.1.SP2	1.42581868995e-25	3.45048122968e-23	1603.0	12494.0	737.0	9234.0	11.37%	7.39%	NA
MA0079.3.SP1	2.73836118368e-24	4.41788937634e-22	1792.0	12305.0	859.0	9112.0	12.71%	8.61%	NA
MA0599.1.KLF5	2.0687924407e-17	2.15507611888e-15	1381.0	12716.0	673.0	9298.0	9.8%	6.75%	NA
MA0107.1.RELA	2.22631830463e-17	2.15507611888e-15	313.0	13784.0	86.0	9885.0	2.22%	0.86%	NA
UP00021_1_Zfp281_primary	1.93476895832e-16	1.56071362637e-14	757.0	13340.0	319.0	9652.0	5.37%	3.2%	NA
MA0105.3.NFKB1	1.50141222366e-15	1.03811930893e-13	362.0	13735.0	116.0	9855.0	2.57%	1.16%	NA
MA0470.1.E2F4	9.49431874205e-15	5.74406283894e-13	551.0	13546.0	217.0	9754.0	3.91%	2.18%	NA
MA0528.1.ZNF263	1.45754200217e-14	7.83833698947e-13	752.0	13345.0	329.0	9642.0	5.33%	3.3%	NA
UP00102_1_Zic1_primary	3.32767400512e-14	1.61059421848e-12	262.0	13835.0	74.0	9897.0	1.86%	0.74%	NA
UP00093_1_Klf7_primary	8.97772967654e-14	3.95020105768e-12	912.0	13185.0	427.0	9544.0	6.47%	4.28%	NA
MA0469.1.E2F3	1.40829698804e-13	5.68013118508e-12	573.0	13524.0	236.0	9735.0	4.06%	2.37%	NA
UP00007_1_Egr1_primary	1.89761708093e-13	7.06497436284e-12	642.0	13455.0	275.0	9696.0	4.55%	2.76%	NA
MA0163.1.PLAG1	1.0656101089e-11	3.68396637647e-10	445.0	13652.0	178.0	9793.0	3.16%	1.79%	NA
UP00002_1_Sp4_primary	2.28954978204e-11	7.38761396337e-10	797.0	13300.0	380.0	9591.0	5.65%	3.81%	NA
UP00006_1_Zic3_primary	3.79477664438e-11	1.14791993492e-09	235.0	13862.0	73.0	9898.0	1.67%	0.73%	NA
MA0472.1.EGR2	7.01034717958e-11	1.99588707936e-09	604.0	13493.0	272.0	9699.0	4.28%	2.73%	NA
MA0039.2.Klf4	1.27257207001e-10	3.42180489937e-09	1104.0	12993.0	572.0	9399.0	7.83%	5.74%	NA
UP00088_1_Plagl1_primary	2.28155816735e-10	5.8119692263e-09	186.0	13911.0	53.0	9918.0	1.32%	0.53%	NA
MA0024.2.E2F1	3.78040323527e-10	9.14857582936e-09	440.0	13657.0	185.0	9786.0	3.12%	1.86%	NA
MA0101.1.REL	1.32128093789e-09	3.04523797113e-08	283.0	13814.0	104.0	9867.0	2.01%	1.04%	NA
MA0154.2.EBF1	7.46148241857e-09	1.64152613208e-07	260.0	13837.0	96.0	9875.0	1.84%	0.96%	NA
MA0056.1.MZF1_1-4	8.38492678859e-09	1.76448024595e-07	643.0	13454.0	312.0	9659.0	4.56%	3.13%	NA
UP00057_1_Zic2_primary	1.16034619119e-08	2.34003148557e-07	219.0	13878.0	76.0	9895.0	1.55%	0.76%	NA
UP00010_1_Tcfap2b_primary	6.0552805827e-08	1.17230232081e-06	218.0	13879.0	79.0	9892.0	1.55%	0.79%	NA
MA0524.1.TFAP2C	5.72305703424e-07	1.06536907868e-05	320.0	13777.0	140.0	9831.0	2.27%	1.4%	NA
MA0003.2.TFAP2A	1.44673996008e-06	2.59341533585e-05	272.0	13825.0	116.0	9855.0	1.93%	1.16%	NA
MA0073.1.RREB1	1.71368650401e-06	2.96222952836e-05	305.0	13792.0	135.0	9836.0	2.16%	1.35%	NA
MA0471.1.E2F6	1.8154249707e-06	3.02988167523e-05	568.0	13529.0	290.0	9681.0	4.03%	2.91%	NA
MA0057.1.MZF1_5-13	2.43847747946e-06	3.9340770002e-05	303.0	13794.0	135.0	9836.0	2.15%	1.35%	NA
MA0506.1.NRF1	2.92750594947e-06	4.5706867082e-05	533.0	13564.0	271.0	9700.0	3.78%	2.72%	NA
MA0146.2.Zfx	4.30031903019e-06	6.50423253316e-05	457.0	13640.0	227.0	9744.0	3.24%	2.28%	NA
UP00005_1_Tcfap2a_primary	5.37339819904e-05	0.000788098402526	188.0	13909.0	80.0	9891.0	1.33%	0.8%	NA
UP00087_1_Tcfap2c_primary	7.83537858274e-05	0.00111538918648	177.0	13920.0	75.0	9896.0	1.26%	0.75%	NA
UP00022_1_Zfp740_primary	9.40994278481e-05	0.00130126065939	243.0	13854.0	113.0	9858.0	1.72%	1.13%	NA
UP00028_1_Tcfap2e_primary	0.000175676903861	0.00236187837414	201.0	13896.0	91.0	9880.0	1.43%	0.91%	NA
MA0103.2.ZEB1	0.000191752654356	0.00250833201914	102.0	13995.0	37.0	9934.0	0.72%	0.37%	NA
MA0155.1.INSM1	0.000213962389612	0.00272520517295	260.0	13837.0	126.0	9845.0	1.84%	1.26%	NA
UP00065_1_Zfp161_primary	0.000256943475386	0.00315890363274	252.0	13845.0	122.0	9849.0	1.79%	1.22%	NA
klf4_homer	0.000261066415929	0.00315890363274	618.0	13479.0	348.0	9623.0	4.38%	3.49%	NA
MA0504.1.NR2C2	0.000823818668959	0.00972507892136	249.0	13848.0	125.0	9846.0	1.77%	1.25%	NA
MA0139.1.CTCF	0.00101715956943	0.0117215531334	192.0	13905.0	92.0	9879.0	1.36%	0.92%	NA
UP00001_1_E2F2_primary	0.00122642161001	0.0138043734708	146.0	13951.0	66.0	9905.0	1.04%	0.66%	NA
MA0493.1.Klf1	0.00293697439402	0.0323067183343	492.0	13605.0	284.0	9687.0	3.49%	2.85%	NA
MA0116.1.Zfp423	0.00522927571286	0.056243765445	101.0	13996.0	45.0	9926.0	0.72%	0.45%	NA
MA0258.2.ESR2	0.00748715049258	0.0787778443132	92.0	14005.0	41.0	9930.0	0.65%	0.41%	NA
UP00047_1_Zbtb7b_primary	0.00839113155832	0.0864108015793	70.0	14027.0	29.0	9942.0	0.5%	0.29%	NA
MA0527.1.ZBTB33	0.0103764536973	0.104076788029	121.0	13976.0	59.0	9912.0	0.86%	0.59%	NA
MA0145.2.Tcfcp2l1	0.0105366996145	0.104076788029	169.0	13928.0	88.0	9883.0	1.2%	0.88%	NA
UP00003_1_E2F3_primary	0.0133879342851	0.12959520388	131.0	13966.0	66.0	9905.0	0.93%	0.66%	NA
UP00086_1_Irf3_primary	0.0183777451043	0.17440840452	92.0	14005.0	44.0	9927.0	0.65%	0.44%	NA
MA0131.1.HINFP	0.0198872245133	0.185104166624	44.0	14053.0	17.0	9954.0	0.31%	0.17%	NA
MA0149.1.EWSR1-FLI1	0.0212693887471	0.194233663276	376.0	13721.0	224.0	9747.0	2.67%	2.25%	NA
MA0048.1.NHLH1	0.0256017229587	0.229467294667	181.0	13916.0	100.0	9871.0	1.28%	1.0%	NA
UP00024_1_Glis2_primary	0.0270996674125	0.23847707323	57.0	14040.0	25.0	9946.0	0.4%	0.25%	NA
UP00000_1_Smad3_primary	0.0284282900643	0.245701649842	62.0	14035.0	28.0	9943.0	0.44%	0.28%	NA
MA0510.1.RFX5	0.0352182829961	0.29904647316	119.0	13978.0	63.0	9908.0	0.84%	0.63%	NA
Ash2l_hand	0.035954796266	0.300036575737	203.0	13894.0	116.0	9855.0	1.44%	1.16%	NA
UP00046_1_Tcfe2a_primary	0.0388053077748	0.318335067169	62.0	14035.0	29.0	9942.0	0.44%	0.29%	NA
UP00236_1_Irx2_0900.3	0.0403579126005	0.325553828311	6.0	14091.0	0.0	9971.0	0.04%	0.0%	NA
UP00066_1_Hnf4a_primary	0.0461555721002	0.36621798191	61.0	14036.0	29.0	9942.0	0.43%	0.29%	NA
MA0114.2.HNF4A	0.0508171976563	0.396701994607	100.0	13997.0	53.0	9918.0	0.71%	0.53%	NA
MA0067.1.Pax2	0.0562165320423	0.43188573823	96.0	14001.0	51.0	9920.0	0.68%	0.51%	NA
UP00060_1_Max_primary	0.0611011095628	0.462077141069	61.0	14036.0	30.0	9941.0	0.43%	0.3%	NA
UP00109_1_Obox6_3440.2	0.0740728971197	0.551558187784	18.0	14079.0	6.0	9965.0	0.13%	0.06%	NA
MA0068.1.Pax4	0.0784843924011	0.575552210941	41.0	14056.0	19.0	9952.0	0.29%	0.19%	NA
MA0065.2.PPARG::RXRA	0.0826274498971	0.596890832092	194.0	13903.0	116.0	9855.0	1.38%	1.16%	NA
MA0017.1.NR2F1	0.090554620211	0.644535826208	65.0	14032.0	34.0	9937.0	0.46%	0.34%	NA
MA0494.1.Nr1h3::Rxra	0.0942735059592	0.661280824409	40.0	14057.0	19.0	9952.0	0.28%	0.19%	NA
MA0066.1.PPARG	0.103569257776	0.71350292761	31.0	14066.0	14.0	9957.0	0.22%	0.14%	NA
MA0138.2.REST	0.104666751777	0.71350292761	91.0	14006.0	51.0	9920.0	0.65%	0.51%	NA
MA0502.1.NFYB	0.108047150394	0.716881222023	97.0	14000.0	55.0	9916.0	0.69%	0.55%	NA
MA0522.1.Tcf3	0.108124647123	0.716881222023	218.0	13879.0	134.0	9837.0	1.55%	1.34%	NA
UP00040_1_Irf5_primary	0.116060952627	0.759101365828	27.0	14070.0	12.0	9959.0	0.19%	0.12%	NA
MA0484.1.HNF4G	0.12215759572	0.78297670537	99.0	13998.0	57.0	9914.0	0.7%	0.57%	NA
UP00111_1_Dmbx1_2277.1	0.122946755389	0.78297670537	25.0	14072.0	11.0	9960.0	0.18%	0.11%	NA
UP00099_1_Ascl2_primary	0.131660135355	0.82757799366	126.0	13971.0	75.0	9896.0	0.89%	0.75%	NA
UP00223_1_Irx3_0920.1	0.140700879901	0.857821682399	6.0	14091.0	1.0	9970.0	0.04%	0.01%	NA
MA0007.2.AR	0.140995625339	0.857821682399	57.0	14040.0	31.0	9940.0	0.4%	0.31%	NA
UP00176_1_Crx_3485.1	0.142198371036	0.857821682399	26.0	14071.0	12.0	9959.0	0.18%	0.12%	NA
UP00016_1_Sry_primary	0.143561066682	0.857821682399	10.0	14087.0	3.0	9968.0	0.07%	0.03%	NA
UP00068_1_Eomes_primary	0.161138250388	0.951108697414	22.0	14075.0	10.0	9961.0	0.16%	0.1%	NA
MA0014.2.PAX5	0.193143730717	1.0	99.0	13998.0	60.0	9911.0	0.7%	0.6%	NA
UP00265_1_Pitx3_3497.2	0.198154406265	1.0	45.0	14052.0	25.0	9946.0	0.32%	0.25%	NA
MA0088.1.znf143	0.20369985012	1.0	124.0	13973.0	77.0	9894.0	0.88%	0.77%	NA
UP00035_1_Hic1_primary	0.206223871612	1.0	40.0	14057.0	22.0	9949.0	0.28%	0.22%	NA
MA0499.1.Myod1	0.208560005034	1.0	161.0	13936.0	102.0	9869.0	1.14%	1.02%	NA
MA0112.2.ESR1	0.208950754388	1.0	83.0	14014.0	50.0	9921.0	0.59%	0.5%	NA
UP00083_1_Tcf7l2_primary	0.209119184346	1.0	32.0	14065.0	17.0	9954.0	0.23%	0.17%	NA
MA0597.1.THAP1	0.224048294432	1.0	157.0	13940.0	100.0	9871.0	1.11%	1.0%	NA
MA0027.1.En1	0.239684359111	1.0	42.0	14055.0	24.0	9947.0	0.3%	0.24%	NA
UP00033_1_Zfp410_primary	0.244315396256	1.0	48.0	14049.0	28.0	9943.0	0.34%	0.28%	NA
MA0032.1.FOXC1	0.244824114926	1.0	15.0	14082.0	7.0	9964.0	0.11%	0.07%	NA
UP00084_1_Gmeb1_primary	0.27793385282	1.0	27.0	14070.0	15.0	9956.0	0.19%	0.15%	NA
MA0009.1.T	0.293088636881	1.0	22.0	14075.0	12.0	9959.0	0.16%	0.12%	NA
UP00250_1_Irx5_2385.1	0.312701054953	1.0	4.0	14093.0	1.0	9970.0	0.03%	0.01%	NA
UP00156_1_Msx2_3449.1	0.335739792833	1.0	15.0	14082.0	8.0	9963.0	0.11%	0.08%	NA
UP00036_1_Myf6_primary	0.337656464212	1.0	54.0	14043.0	34.0	9937.0	0.38%	0.34%	NA
UP00074_1_Isgf3g_primary	0.341395149134	1.0	45.0	14052.0	28.0	9943.0	0.32%	0.28%	NA
MA0062.2.GABPA	0.34971806756	1.0	297.0	13800.0	202.0	9769.0	2.11%	2.03%	NA
UP00097_1_Mtf1_primary	0.352984930018	1.0	55.0	14042.0	35.0	9936.0	0.39%	0.35%	NA
MA0503.1.Nkx2-5.var.2	0.355070279906	1.0	74.0	14023.0	48.0	9923.0	0.52%	0.48%	NA
MA0505.1.Nr5a2	0.357174561241	1.0	71.0	14026.0	46.0	9925.0	0.5%	0.46%	NA
MA0486.1.HSF1	0.358810697916	1.0	87.0	14010.0	57.0	9914.0	0.62%	0.57%	NA
MA0600.1.RFX2	0.358810697916	1.0	87.0	14010.0	57.0	9914.0	0.62%	0.57%	NA
MA0115.1.NR1H2::RXRA	0.360157808908	1.0	43.0	14054.0	27.0	9944.0	0.31%	0.27%	NA
MA0106.2.TP53	0.36507188516	1.0	34.0	14063.0	21.0	9950.0	0.24%	0.21%	NA
UP00017_1_Nkx3-1_primary	0.368190565355	1.0	16.0	14081.0	9.0	9962.0	0.11%	0.09%	NA
UP00042_1_Gm397_primary	0.368190565355	1.0	16.0	14081.0	9.0	9962.0	0.11%	0.09%	NA
UP00018_1_Irf4_primary	0.368691013201	1.0	25.0	14072.0	15.0	9956.0	0.18%	0.15%	NA
UP00160_1_Obox3_3439.1	0.368691013201	1.0	25.0	14072.0	15.0	9956.0	0.18%	0.15%	NA
UP00077_1_Srf_primary	0.369206605006	1.0	19.0	14078.0	11.0	9960.0	0.13%	0.11%	NA
UP00199_1_Six4_2860.1	0.369206605006	1.0	19.0	14078.0	11.0	9960.0	0.13%	0.11%	NA
UP00103_1_Jundm2_primary	0.380801095466	1.0	76.0	14021.0	50.0	9921.0	0.54%	0.5%	NA
UP00150_1_Irx6_2623.2	0.389172909706	1.0	5.0	14092.0	2.0	9969.0	0.04%	0.02%	NA
MA0500.1.Myog	0.393274028454	1.0	175.0	13922.0	119.0	9852.0	1.24%	1.19%	NA
MA0513.1.SMAD2::SMAD3::SMAD4	0.397009474301	1.0	87.0	14010.0	58.0	9913.0	0.62%	0.58%	NA
UP00011_1_Irf6_primary	0.398722988965	1.0	17.0	14080.0	10.0	9961.0	0.12%	0.1%	NA
MA0143.3.Sox2	0.405749112387	1.0	91.0	14006.0	61.0	9910.0	0.65%	0.61%	NA
UP00067_1_Lef1_primary	0.411405235947	1.0	30.0	14067.0	19.0	9952.0	0.21%	0.19%	NA
UP00052_1_Osr2_primary	0.419039371251	1.0	24.0	14073.0	15.0	9956.0	0.17%	0.15%	NA
MA0111.1.Spz1	0.419802926981	1.0	66.0	14031.0	44.0	9927.0	0.47%	0.44%	NA
UP00026_1_Zscan4_primary	0.427450236671	1.0	18.0	14079.0	11.0	9960.0	0.13%	0.11%	NA
UP00222_1_Tcf2_0913.2	0.43200945701	1.0	15.0	14082.0	9.0	9962.0	0.11%	0.09%	NA
IRF8_ISRE_KANNO	0.451231270626	1.0	105.0	13992.0	72.0	9899.0	0.74%	0.72%	NA
UP00070_1_Gcm1_primary	0.45986971309	1.0	39.0	14058.0	26.0	9945.0	0.28%	0.26%	NA
MA0135.1.Lhx3	0.461637476361	1.0	16.0	14081.0	10.0	9961.0	0.11%	0.1%	NA
MA0038.1.Gfi1	0.465385735198	1.0	56.0	14041.0	38.0	9933.0	0.4%	0.38%	NA
MA0074.1.RXRA::VDR	0.465733448025	1.0	46.0	14051.0	31.0	9940.0	0.33%	0.31%	NA
UP00391_3_Hoxa3_2783.2	0.469938456219	1.0	13.0	14084.0	8.0	9963.0	0.09%	0.08%	NA
MA0159.1.RXR::RAR_DR5	0.474650572081	1.0	60.0	14037.0	41.0	9930.0	0.43%	0.41%	NA
UP00095_1_Zfp691_primary	0.501463133834	1.0	38.0	14059.0	26.0	9945.0	0.27%	0.26%	NA
