FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0107.1.RELA	1.53259514011e-225	7.41776047814e-223	1079.0	249.0	724.0	1820.0	81.25%	28.46%	NA
MA0101.1.REL	2.29975369012e-166	5.56540393008e-164	981.0	347.0	718.0	1826.0	73.87%	28.22%	NA
MA0105.3.NFKB1	1.30521802721e-143	2.10575175057e-141	1101.0	227.0	1054.0	1490.0	82.91%	41.43%	NA
MA0056.1.MZF1_1-4	5.78430172587e-31	6.9990050883e-29	969.0	359.0	1377.0	1167.0	72.97%	54.13%	NA
MA0599.1.KLF5	3.1937225075e-29	3.09152338726e-27	812.0	516.0	1075.0	1469.0	61.14%	42.26%	NA
MA0163.1.PLAG1	1.09740804431e-28	8.85242489076e-27	600.0	728.0	695.0	1849.0	45.18%	27.32%	NA
MA0516.1.SP2	1.92410474949e-27	1.33038099822e-25	826.0	502.0	1118.0	1426.0	62.2%	43.95%	NA
MA0039.2.Klf4	3.86321778108e-26	2.33724675756e-24	693.0	635.0	880.0	1664.0	52.18%	34.59%	NA
MA0079.3.SP1	1.02934086472e-25	5.53556642804e-24	856.0	472.0	1193.0	1351.0	64.46%	46.89%	NA
UP00002_1_Sp4_primary	2.04424611239e-24	9.89415118398e-23	547.0	781.0	640.0	1904.0	41.19%	25.16%	NA
UP00021_1_Zfp281_primary	1.75100418573e-23	7.70441841719e-22	701.0	627.0	919.0	1625.0	52.79%	36.12%	NA
UP00088_1_Plagl1_primary	2.93043477842e-23	1.18194202729e-21	287.0	1041.0	248.0	2296.0	21.61%	9.75%	NA
MA0162.2.EGR1	1.38571930066e-22	5.15913955014e-21	748.0	580.0	1015.0	1529.0	56.33%	39.9%	NA
MA0154.2.EBF1	1.82606297932e-21	6.31296058565e-20	640.0	688.0	828.0	1716.0	48.19%	32.55%	NA
UP00093_1_Klf7_primary	2.51784554082e-21	8.12424827839e-20	619.0	709.0	792.0	1752.0	46.61%	31.13%	NA
UP00102_1_Zic1_primary	1.03734976814e-20	3.13798304862e-19	333.0	995.0	330.0	2214.0	25.08%	12.97%	NA
MA0524.1.TFAP2C	1.90131109585e-20	5.41314453173e-19	650.0	678.0	856.0	1688.0	48.95%	33.65%	NA
MA0003.2.TFAP2A	4.29092070687e-20	1.15378090118e-18	559.0	769.0	699.0	1845.0	42.09%	27.48%	NA
MA0472.1.EGR2	1.35777435075e-19	3.45875150401e-18	624.0	704.0	818.0	1726.0	46.99%	32.15%	NA
MA0493.1.Klf1	3.38790154982e-19	8.19872175058e-18	577.0	751.0	739.0	1805.0	43.45%	29.05%	NA
UP00010_1_Tcfap2b_primary	6.16678749454e-18	1.42129768922e-16	371.0	957.0	409.0	2135.0	27.94%	16.08%	NA
MA0146.2.Zfx	1.61284278944e-17	3.54825413678e-16	582.0	746.0	765.0	1779.0	43.83%	30.07%	NA
UP00022_1_Zfp740_primary	1.83947209502e-17	3.8708891043e-16	442.0	886.0	527.0	2017.0	33.28%	20.72%	NA
UP00007_1_Egr1_primary	2.9559937928e-17	5.96125414881e-16	439.0	889.0	524.0	2020.0	33.06%	20.6%	NA
MA0469.1.E2F3	3.20314729583e-17	6.20129316473e-16	539.0	789.0	693.0	1851.0	40.59%	27.24%	NA
MA0073.1.RREB1	5.1989839886e-17	9.67810865571e-16	647.0	681.0	887.0	1657.0	48.72%	34.87%	NA
MA0471.1.E2F6	6.02485713101e-17	1.08001142645e-15	640.0	688.0	875.0	1669.0	48.19%	34.39%	NA
Ash2l_hand	3.12295369697e-16	5.39824853333e-15	408.0	920.0	483.0	2061.0	30.72%	18.99%	NA
UP00028_1_Tcfap2e_primary	6.90148053602e-16	1.15183330325e-14	349.0	979.0	392.0	2152.0	26.28%	15.41%	NA
UP00006_1_Zic3_primary	1.52149368834e-14	2.45467648385e-13	293.0	1035.0	317.0	2227.0	22.06%	12.46%	NA
klf4_homer	5.34034053382e-14	8.33782199474e-13	554.0	774.0	755.0	1789.0	41.72%	29.68%	NA
UP00005_1_Tcfap2a_primary	6.26730145515e-14	9.47929345092e-13	327.0	1001.0	375.0	2169.0	24.62%	14.74%	NA
UP00057_1_Zic2_primary	7.03960188555e-14	1.03247494321e-12	288.0	1040.0	315.0	2229.0	21.69%	12.38%	NA
MA0155.1.INSM1	1.16924874427e-13	1.66445997714e-12	521.0	807.0	701.0	1843.0	39.23%	27.56%	NA
UP00087_1_Tcfap2c_primary	1.8289894892e-13	2.52923117934e-12	335.0	993.0	392.0	2152.0	25.23%	15.41%	NA
UP00024_1_Glis2_primary	2.42606174622e-13	3.26170523658e-12	237.0	1091.0	243.0	2301.0	17.85%	9.55%	NA
MA0139.1.CTCF	2.62553025055e-12	3.43447740882e-11	465.0	863.0	620.0	1924.0	35.02%	24.37%	NA
MA0504.1.NR2C2	1.00319173338e-11	1.27774947094e-10	525.0	803.0	732.0	1812.0	39.53%	28.77%	NA
MA0065.2.PPARG::RXRA	3.75336101486e-11	4.65801725946e-10	592.0	736.0	860.0	1684.0	44.58%	33.81%	NA
MA0112.2.ESR1	4.93449620547e-11	5.97074040862e-10	446.0	882.0	603.0	1941.0	33.58%	23.7%	NA
MA0057.1.MZF1_5-13	1.43828588398e-10	1.65871711684e-09	457.0	871.0	628.0	1916.0	34.41%	24.69%	NA
MA0149.1.EWSR1-FLI1	1.43938262206e-10	1.65871711684e-09	820.0	508.0	1300.0	1244.0	61.75%	51.1%	NA
MA0145.2.Tcfcp2l1	2.46975558586e-10	2.7799109385e-09	421.0	907.0	569.0	1975.0	31.7%	22.37%	NA
MA0159.1.RXR::RAR_DR5	3.18388231438e-10	3.50227054582e-09	355.0	973.0	459.0	2085.0	26.73%	18.04%	NA
MA0103.2.ZEB1	1.11998717067e-09	1.20460842356e-08	339.0	989.0	439.0	2105.0	25.53%	17.26%	NA
