FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0489.1.JUN.var.2	6.1522874109e-45	2.97770710688e-42	590.0	40122.0	1116.0	37557.0	1.45%	2.89%	NA
MA0490.1.JUNB	2.07749288178e-42	5.02753277391e-40	674.0	40038.0	1206.0	37467.0	1.66%	3.12%	NA
MA0476.1.FOS	3.99801854569e-42	6.45013658705e-40	641.0	40071.0	1161.0	37512.0	1.57%	3.0%	NA
MA0478.1.FOSL2	5.45200823206e-42	6.59692996079e-40	648.0	40064.0	1169.0	37504.0	1.59%	3.02%	NA
MA0491.1.JUND	7.13391816768e-41	6.90563278631e-39	631.0	40081.0	1138.0	37535.0	1.55%	2.94%	NA
MA0462.1.BATF::JUN	2.00588900846e-40	1.61808380016e-38	462.0	40250.0	911.0	37762.0	1.13%	2.36%	NA
MA0477.1.FOSL1	3.2006117221e-35	2.21299439071e-33	641.0	40071.0	1104.0	37569.0	1.57%	2.85%	NA
MA0099.2.JUN::FOS	3.7301441498e-33	2.25673721063e-31	668.0	40044.0	1120.0	37553.0	1.64%	2.9%	NA
MA0501.1.NFE2::MAF	1.71136491996e-16	9.20334023624e-15	292.0	40420.0	500.0	38173.0	0.72%	1.29%	NA
UP00034_1_Sox7_primary	2.03872491417e-15	9.8674285846e-14	86.0	40626.0	213.0	38460.0	0.21%	0.55%	NA
MA0084.1.SRY	5.68649433974e-14	2.50205750949e-12	166.0	40546.0	316.0	38357.0	0.41%	0.82%	NA
UP00101_1_Sox12_primary	1.09622740408e-13	4.22785935515e-12	122.0	40590.0	254.0	38419.0	0.3%	0.66%	NA
MA0136.1.ELF5	1.1355820582e-13	4.22785935515e-12	491.0	40221.0	713.0	37960.0	1.21%	1.84%	NA
MA0087.1.Sox5	1.6820309769e-13	5.81502137728e-12	150.0	40562.0	291.0	38382.0	0.37%	0.75%	NA
UP00096_1_Sox13_primary	2.87886792836e-13	9.28914718218e-12	78.0	40634.0	188.0	38485.0	0.19%	0.49%	NA
UP00091_1_Sox5_primary	3.15028230438e-13	9.52960397075e-12	98.0	40614.0	217.0	38456.0	0.24%	0.56%	NA
UP00407_1_Elf3_primary	1.03409229377e-12	2.94412158931e-11	432.0	40280.0	633.0	38040.0	1.06%	1.64%	NA
MA0041.1.Foxd3	1.53282795798e-12	4.1216040648e-11	160.0	40552.0	297.0	38376.0	0.39%	0.77%	NA
MA0156.1.FEV	1.87276447778e-12	4.77062109077e-11	670.0	40042.0	903.0	37770.0	1.65%	2.33%	NA
UP00075_1_Sox15_primary	2.39393219203e-12	5.79331590472e-11	100.0	40612.0	214.0	38459.0	0.25%	0.55%	NA
MA0150.2.Nfe2l2	4.18652302334e-12	9.6489387776e-11	338.0	40374.0	515.0	38158.0	0.83%	1.33%	NA
UP00064_1_Sox18_primary	9.17716118231e-12	2.01897546011e-10	105.0	40607.0	217.0	38456.0	0.26%	0.56%	NA
UP00061_1_Foxl1_primary	2.55039469754e-11	5.36691753743e-10	119.0	40593.0	233.0	38440.0	0.29%	0.6%	NA
UP00051_1_Sox8_primary	5.42349477288e-11	1.09373811253e-09	81.0	40631.0	178.0	38495.0	0.2%	0.46%	NA
MA0480.1.Foxo1	5.80819557078e-11	1.1244666625e-09	268.0	40444.0	419.0	38254.0	0.66%	1.08%	NA
MA0593.1.FOXP2	6.40930038515e-11	1.19311591785e-09	247.0	40465.0	393.0	38280.0	0.61%	1.02%	NA
MA0481.1.FOXP1	1.62803732504e-10	2.91840764933e-09	333.0	40379.0	492.0	38181.0	0.82%	1.27%	NA
MA0040.1.Foxq1	1.21286363484e-09	2.09652142595e-08	103.0	40609.0	199.0	38474.0	0.25%	0.51%	NA
UP00044_1_Mafk_primary	1.40648275674e-09	2.3473712216e-08	70.0	40642.0	153.0	38520.0	0.17%	0.4%	NA
MA0047.2.Foxa2	2.37806668828e-09	3.76722428589e-08	154.0	40558.0	263.0	38410.0	0.38%	0.68%	NA
UP00037_1_Zfp105_primary	2.41289158807e-09	3.76722428589e-08	217.0	40495.0	341.0	38332.0	0.53%	0.88%	NA
UP00023_1_Sox30_primary	2.7423393283e-09	4.14778823405e-08	124.0	40588.0	224.0	38449.0	0.3%	0.58%	NA
UP00025_1_Foxk1_primary	2.9791045612e-09	4.36935335643e-08	146.0	40566.0	252.0	38421.0	0.36%	0.65%	NA
UP00014_1_Sox17_primary	8.84416931978e-09	1.25899351493e-07	76.0	40636.0	156.0	38517.0	0.19%	0.4%	NA
