FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0107.1.RELA	7.89512536092e-26	3.82124067469e-23	204.0	96.0	86.0	238.0	68.0%	26.54%	NA
MA0105.3.NFKB1	2.51193904387e-22	6.07889248617e-20	229.0	71.0	124.0	200.0	76.33%	38.27%	NA
MA0101.1.REL	2.06073165607e-19	3.32464707179e-17	187.0	113.0	87.0	237.0	62.33%	26.85%	NA
MA0146.2.Zfx	6.9239472817e-17	8.37797621086e-15	204.0	96.0	113.0	211.0	68.0%	34.88%	NA
UP00088_1_Plagl1_primary	2.49763071824e-15	2.41770653525e-13	133.0	167.0	51.0	273.0	44.33%	15.74%	NA
MA0470.1.E2F4	1.64838976275e-13	1.32970107529e-11	143.0	157.0	65.0	259.0	47.67%	20.06%	NA
MA0163.1.PLAG1	5.03360204799e-13	3.03020470413e-11	207.0	93.0	131.0	193.0	69.0%	40.43%	NA
UP00007_1_Egr1_primary	5.27876210015e-13	3.03020470413e-11	183.0	117.0	105.0	219.0	61.0%	32.41%	NA
MA0155.1.INSM1	5.63467816884e-13	3.03020470413e-11	179.0	121.0	101.0	223.0	59.67%	31.17%	NA
MA0154.2.EBF1	8.20375106387e-12	3.97061551491e-10	186.0	114.0	113.0	211.0	62.0%	34.88%	NA
MA0472.1.EGR2	1.84069206385e-11	8.09904508096e-10	209.0	91.0	140.0	184.0	69.67%	43.21%	NA
MA0024.2.E2F1	2.51606865078e-11	1.01481435581e-09	132.0	168.0	63.0	261.0	44.0%	19.44%	NA
MA0524.1.TFAP2C	4.18373699073e-11	1.55763746424e-09	197.0	103.0	128.0	196.0	65.67%	39.51%	NA
MA0162.2.EGR1	3.79155319244e-10	1.27506320701e-08	228.0	72.0	169.0	155.0	76.0%	52.16%	NA
MA0506.1.NRF1	3.9891604746e-10	1.27506320701e-08	128.0	172.0	64.0	260.0	42.67%	19.75%	NA
MA0079.3.SP1	4.50980330266e-10	1.27506320701e-08	254.0	46.0	204.0	120.0	84.67%	62.96%	NA
MA0516.1.SP2	4.83340672054e-10	1.27506320701e-08	246.0	54.0	193.0	131.0	82.0%	59.57%	NA
UP00006_1_Zic3_primary	4.91963476317e-10	1.27506320701e-08	131.0	169.0	67.0	257.0	43.67%	20.68%	NA
MA0528.1.ZNF263	5.00541341593e-10	1.27506320701e-08	266.0	34.0	222.0	102.0	88.67%	68.52%	NA
MA0003.2.TFAP2A	6.57006619588e-10	1.5899560194e-08	178.0	122.0	113.0	211.0	59.33%	34.88%	NA
UP00002_1_Sp4_primary	7.95116599376e-10	1.81034141297e-08	205.0	95.0	143.0	181.0	68.33%	44.14%	NA
UP00057_1_Zic2_primary	8.22882460439e-10	1.81034141297e-08	130.0	170.0	67.0	257.0	43.33%	20.68%	NA
MA0073.1.RREB1	2.05066098043e-09	4.31530397621e-08	211.0	89.0	152.0	172.0	70.33%	46.91%	NA
klf4_homer	2.21387897406e-09	4.46465593103e-08	196.0	104.0	135.0	189.0	65.33%	41.67%	NA
UP00093_1_Klf7_primary	3.05978073906e-09	5.92373551083e-08	217.0	83.0	160.0	164.0	72.33%	49.38%	NA
MA0599.1.KLF5	5.08274239104e-09	9.46172045101e-08	240.0	60.0	190.0	134.0	80.0%	58.64%	NA
MA0039.2.Klf4	5.3799343519e-09	9.64403046786e-08	225.0	75.0	171.0	153.0	75.0%	52.78%	NA
MA0493.1.Klf1	6.12861378114e-09	1.05937466788e-07	202.0	98.0	144.0	180.0	67.33%	44.44%	NA
MA0510.1.RFX5	7.54744078976e-09	1.25964184215e-07	130.0	170.0	71.0	253.0	43.33%	21.91%	NA
