FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0468.1.DUX4	0.00173267859981	0.83861644231	39.0	261.0	72.0	252.0	13.0%	22.22%	NA
UP00185_1_Pbx1_3203.1	0.00737956757219	0.929579835272	33.0	267.0	59.0	265.0	11.0%	18.21%	NA
MA0479.1.FOXH1	0.00876267170063	0.929579835272	50.0	250.0	80.0	244.0	16.67%	24.69%	NA
UP00073_1_Foxa2_primary	0.00958958481788	0.929579835272	56.0	244.0	87.0	237.0	18.67%	26.85%	NA
MA0040.1.Foxq1	0.014028486099	0.929579835272	38.0	262.0	63.0	261.0	12.67%	19.44%	NA
UP00119_1_Nkx2-9_3082.1	0.0142060387803	0.929579835272	17.0	283.0	35.0	289.0	5.67%	10.8%	NA
UP00194_1_Irx4_2242.3	0.0142060387803	0.929579835272	17.0	283.0	35.0	289.0	5.67%	10.8%	NA
UP00256_1_Lhx6_2272.1	0.0153649559549	0.929579835272	13.0	287.0	29.0	295.0	4.33%	8.95%	NA
UP00150_1_Irx6_2623.2	0.020489120612	1.0	23.0	277.0	42.0	282.0	7.67%	12.96%	NA
MA0070.1.PBX1	0.0224364742227	1.0	24.0	276.0	43.0	281.0	8.0%	13.27%	NA
UP00134_1_Hoxb13_3479.1	0.0268747832229	1.0	41.0	259.0	64.0	260.0	13.67%	19.75%	NA
UP00025_1_Foxk1_primary	0.0404368807098	1.0	66.0	234.0	92.0	232.0	22.0%	28.4%	NA
UP00061_1_Foxl1_primary	0.0456004018838	1.0	64.0	236.0	89.0	235.0	21.33%	27.47%	NA
UP00058_1_Tcf3_primary	0.0456822831399	1.0	53.0	247.0	76.0	248.0	17.67%	23.46%	NA
UP00207_1_Hoxb9_3413.1	0.0473569148123	1.0	44.0	256.0	65.0	259.0	14.67%	20.06%	NA
UP00016_1_Sry_primary	0.0517425273424	1.0	25.0	275.0	41.0	283.0	8.33%	12.65%	NA
MA0135.1.Lhx3	0.0526176759287	1.0	29.0	271.0	46.0	278.0	9.67%	14.2%	NA
UP00012_1_Bbx_primary	0.0723010340887	1.0	40.0	260.0	58.0	266.0	13.33%	17.9%	NA
UP00037_1_Zfp105_primary	0.0725374373159	1.0	98.0	202.0	125.0	199.0	32.67%	38.58%	NA
UP00114_1_Homez_1063.2	0.0866146239753	1.0	12.0	288.0	22.0	302.0	4.0%	6.79%	NA
UP00242_1_Hoxc8_3429.2	0.090999904926	1.0	23.0	277.0	36.0	288.0	7.67%	11.11%	NA
UP00250_1_Irx5_2385.1	0.090999904926	1.0	23.0	277.0	36.0	288.0	7.67%	11.11%	NA
MA0465.1.CDX2	0.0974223555512	1.0	38.0	262.0	54.0	270.0	12.67%	16.67%	NA
MA0046.1.HNF1A	0.108754490921	1.0	36.0	264.0	51.0	273.0	12.0%	15.74%	NA
UP00223_1_Irx3_0920.1	0.113112936994	1.0	19.0	281.0	30.0	294.0	6.33%	9.26%	NA
UP00133_1_Cdx2_4272.1	0.120362129923	1.0	39.0	261.0	54.0	270.0	13.0%	16.67%	NA
UP00213_1_Hoxa9_2622.2	0.132095577142	1.0	48.0	252.0	64.0	260.0	16.0%	19.75%	NA
UP00121_1_Hoxd10_2368.2	0.134303825671	1.0	55.0	245.0	72.0	252.0	18.33%	22.22%	NA
UP00071_1_Sox21_primary	0.135365439041	1.0	32.0	268.0	45.0	279.0	10.67%	13.89%	NA
UP00231_1_Nkx2-2_2823.1	0.13554488091	1.0	43.0	257.0	58.0	266.0	14.33%	17.9%	NA
UP00249_1_Nkx2-5_3436.1	0.153998146471	1.0	48.0	252.0	63.0	261.0	16.0%	19.44%	NA
UP00180_1_Hoxd13_2356.1	0.161209327312	1.0	50.0	250.0	65.0	259.0	16.67%	20.06%	NA
MA0033.1.FOXL1	0.161254570616	1.0	32.0	268.0	44.0	280.0	10.67%	13.58%	NA
