FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0107.1.RELA	4.55343680559e-92	2.20386341391e-89	863.0	279.0	205.0	519.0	75.57%	28.31%	NA
MA0101.1.REL	2.11254485601e-76	5.11235855154e-74	795.0	347.0	191.0	533.0	69.61%	26.38%	NA
MA0105.3.NFKB1	1.29394189632e-66	2.08755959273e-64	898.0	244.0	284.0	440.0	78.63%	39.23%	NA
UP00088_1_Plagl1_primary	4.15919889654e-14	5.03263066481e-12	283.0	859.0	80.0	644.0	24.78%	11.05%	NA
MA0469.1.E2F3	5.80462234305e-08	5.61887442807e-06	497.0	645.0	226.0	498.0	43.52%	31.22%	NA
UP00010_1_Tcfap2b_primary	9.06963745716e-08	7.24934525891e-06	330.0	812.0	132.0	592.0	28.9%	18.23%	NA
MA0003.2.TFAP2A	1.04845902505e-07	7.24934525891e-06	489.0	653.0	223.0	501.0	42.82%	30.8%	NA
UP00005_1_Tcfap2a_primary	2.37075448729e-07	1.43430646481e-05	294.0	848.0	115.0	609.0	25.74%	15.88%	NA
MA0154.2.EBF1	2.03189852795e-06	0.000107275931585	485.0	657.0	230.0	494.0	42.47%	31.77%	NA
UP00087_1_Tcfap2c_primary	2.23354817344e-06	0.000107275931585	298.0	844.0	123.0	601.0	26.09%	16.99%	NA
MA0079.3.SP1	2.4380893542e-06	0.000107275931585	756.0	386.0	402.0	322.0	66.2%	55.52%	NA
MA0599.1.KLF5	3.22760408314e-06	0.000130180031353	686.0	456.0	357.0	367.0	60.07%	49.31%	NA
MA0073.1.RREB1	3.66267091495e-06	0.000136364055603	575.0	567.0	287.0	437.0	50.35%	39.64%	NA
MA0516.1.SP2	6.28955074641e-06	0.000217438754376	719.0	423.0	381.0	343.0	62.96%	52.62%	NA
MA0056.1.MZF1_1-4	8.58112677125e-06	0.000276884357152	776.0	366.0	420.0	304.0	67.95%	58.01%	NA
MA0138.2.REST	9.5090122729e-06	0.000287647621255	374.0	768.0	170.0	554.0	32.75%	23.48%	NA
MA0524.1.TFAP2C	1.34145073964e-05	0.000381918916462	543.0	599.0	272.0	452.0	47.55%	37.57%	NA
UP00006_1_Zic3_primary	1.46718438823e-05	0.000394509579947	257.0	885.0	106.0	618.0	22.5%	14.64%	NA
MA0493.1.Klf1	2.0024637235e-05	0.000510101285355	498.0	644.0	246.0	478.0	43.61%	33.98%	NA
MA0163.1.PLAG1	2.19725171809e-05	0.000523604493566	504.0	638.0	250.0	474.0	44.13%	34.53%	NA
UP00002_1_Sp4_primary	2.2718376787e-05	0.000523604493566	484.0	658.0	238.0	486.0	42.38%	32.87%	NA
MA0470.1.E2F4	2.42853521142e-05	0.000534277746512	298.0	844.0	130.0	594.0	26.09%	17.96%	NA
UP00021_1_Zfp281_primary	2.65725790795e-05	0.000549252347356	579.0	563.0	297.0	427.0	50.7%	41.02%	NA
MA0146.2.Zfx	2.72356535879e-05	0.000549252347356	501.0	641.0	249.0	475.0	43.87%	34.39%	NA
MA0057.1.MZF1_5-13	3.33643073668e-05	0.000645932990621	389.0	753.0	183.0	541.0	34.06%	25.28%	NA
UP00007_1_Egr1_primary	3.64984520922e-05	0.000679432723563	397.0	745.0	188.0	536.0	34.76%	25.97%	NA
MA0162.2.EGR1	5.42111959072e-05	0.000971785882189	644.0	498.0	341.0	383.0	56.39%	47.1%	NA
UP00102_1_Zic1_primary	5.7015319234e-05	0.000985550518188	257.0	885.0	110.0	614.0	22.5%	15.19%	NA
UP00057_1_Zic2_primary	6.84191769529e-05	0.00114189247052	245.0	897.0	104.0	620.0	21.45%	14.36%	NA
MA0039.2.Klf4	8.38153635081e-05	0.00135222119793	589.0	553.0	308.0	416.0	51.58%	42.54%	NA
MA0519.1.Stat5a::Stat5b	0.000107193839676	0.00167360704527	402.0	740.0	195.0	529.0	35.2%	26.93%	NA
MA0116.1.Zfp423	0.000126216882892	0.00190903035375	247.0	895.0	107.0	617.0	21.63%	14.78%	NA
MA0155.1.INSM1	0.000221026544214	0.00324172264848	424.0	718.0	211.0	513.0	37.13%	29.14%	NA
MA0472.1.EGR2	0.000233096130254	0.00331819197184	545.0	597.0	285.0	439.0	47.72%	39.36%	NA
Ash2l_hand	0.000275948802399	0.00381597772461	322.0	820.0	152.0	572.0	28.2%	20.99%	NA
UP00093_1_Klf7_primary	0.000292040678871	0.0039263246826	553.0	589.0	291.0	433.0	48.42%	40.19%	NA
MA0506.1.NRF1	0.000319793781648	0.00418324838696	263.0	879.0	119.0	605.0	23.03%	16.44%	NA
UP00028_1_Tcfap2e_primary	0.000363673539544	0.00463205245103	294.0	848.0	137.0	587.0	25.74%	18.92%	NA
UP00024_1_Glis2_primary	0.000573163878839	0.00711311070149	196.0	946.0	84.0	640.0	17.16%	11.6%	NA
UP00022_1_Zfp740_primary	0.000674503233313	0.00816148912309	357.0	785.0	176.0	548.0	31.26%	24.31%	NA
MA0525.1.TP63	0.00149606277508	0.0176608386132	228.0	914.0	105.0	619.0	19.96%	14.5%	NA
klf4_homer	0.00191079591989	0.0220196482197	493.0	649.0	263.0	461.0	43.17%	36.33%	NA
MA0527.1.ZBTB33	0.0024878034845	0.0280022531744	118.0	1024.0	47.0	677.0	10.33%	6.49%	NA
MA0159.1.RXR::RAR_DR5	0.00267190738537	0.0293909812391	273.0	869.0	133.0	591.0	23.91%	18.37%	NA
MA0598.1.EHF	0.00275099803487	0.0295885121973	737.0	405.0	420.0	304.0	64.54%	58.01%	NA
MA0065.2.PPARG::RXRA	0.00349972879025	0.0368232333582	478.0	664.0	257.0	467.0	41.86%	35.5%	NA
MA0471.1.E2F6	0.00457343276112	0.0470966267316	548.0	594.0	302.0	422.0	47.99%	41.71%	NA
MA0486.1.HSF1	0.00473468351044	0.0477413920636	345.0	797.0	178.0	546.0	30.21%	24.59%	NA
UP00036_1_Myf6_primary	0.00584585805221	0.0577096401271	323.0	819.0	166.0	558.0	28.28%	22.93%	NA
UP00068_1_Eomes_primary	0.00596173968255	0.0577096401271	172.0	970.0	79.0	645.0	15.06%	10.91%	NA
MA0062.2.GABPA	0.00641390396082	0.0608692062164	307.0	835.0	157.0	567.0	26.88%	21.69%	NA
MA0024.2.E2F1	0.00706655214253	0.0641496493001	255.0	887.0	127.0	597.0	22.33%	17.54%	NA
MA0145.2.Tcfcp2l1	0.00718637822205	0.0641496493001	368.0	774.0	194.0	530.0	32.22%	26.8%	NA
UP00047_1_Zbtb7b_primary	0.00728297213599	0.0641496493001	158.0	984.0	72.0	652.0	13.84%	9.94%	NA
MA0131.1.HINFP	0.00728973287501	0.0641496493001	61.0	1081.0	21.0	703.0	5.34%	2.9%	NA
UP00070_1_Gcm1_primary	0.00869506621462	0.0741392661906	109.0	1033.0	46.0	678.0	9.54%	6.35%	NA
MA0104.3.Mycn	0.00873127721666	0.0741392661906	180.0	962.0	85.0	639.0	15.76%	11.74%	NA
UP00247_1_Pax4_3989.2	0.0111018509282	0.0926430318837	77.0	1065.0	30.0	694.0	6.74%	4.14%	NA
MA0103.2.ZEB1	0.0119105772039	0.0977071079103	288.0	854.0	149.0	575.0	25.22%	20.58%	NA
MA0137.3.STAT1	0.0129144924378	0.104176905665	374.0	768.0	201.0	523.0	32.75%	27.76%	NA
MA0088.1.znf143	0.0140342513103	0.111117681081	424.0	718.0	232.0	492.0	37.13%	32.04%	NA
MA0504.1.NR2C2	0.0142340831137	0.111117681081	432.0	710.0	237.0	487.0	37.83%	32.73%	NA
MA0112.2.ESR1	0.0170520231482	0.127772145662	358.0	784.0	193.0	531.0	31.35%	26.66%	NA
MA0595.1.SREBF1	0.0171329517114	0.127772145662	220.0	922.0	111.0	613.0	19.26%	15.33%	NA
UP00135_1_Hoxc12_3480.1	0.017159482372	0.127772145662	88.0	1054.0	37.0	687.0	7.71%	5.11%	NA
E2A-Homer	0.0186023631671	0.136417329892	390.0	752.0	213.0	511.0	34.15%	29.42%	NA
MA0522.1.Tcf3	0.0197159869351	0.142425935472	514.0	628.0	290.0	434.0	45.01%	40.06%	NA
MA0143.3.Sox2	0.0251837284058	0.179248890418	259.0	883.0	136.0	588.0	22.68%	18.78%	NA
UP00152_1_Arx_1738.2	0.0276608312006	0.194026700016	98.0	1044.0	44.0	680.0	8.58%	6.08%	NA
MA0059.1.MYC::MAX	0.0319749764202	0.221084122677	147.0	995.0	72.0	652.0	12.87%	9.94%	NA
MA0463.1.Bcl6	0.0350238706969	0.238754273483	383.0	759.0	213.0	511.0	33.54%	29.42%	NA
MA0147.2.Myc	0.0359634840397	0.2417545316	220.0	922.0	115.0	609.0	19.26%	15.88%	NA
UP00060_1_Max_primary	0.0372038632487	0.246666709759	144.0	998.0	71.0	653.0	12.61%	9.81%	NA
MA0528.1.ZNF263	0.0467143555711	0.305537136438	863.0	279.0	521.0	203.0	75.57%	71.96%	NA
UP00106_1_Vax2_3500.1	0.0491290865086	0.317046371602	94.0	1048.0	44.0	680.0	8.23%	6.08%	NA
UP00099_1_Ascl2_primary	0.0506772795896	0.322734254229	359.0	783.0	201.0	523.0	31.44%	27.76%	NA
MA0499.1.Myod1	0.0527522532958	0.331585592145	446.0	696.0	255.0	469.0	39.05%	35.22%	NA
MA0048.1.NHLH1	0.0546528324035	0.339127831837	345.0	797.0	193.0	531.0	30.21%	26.66%	NA
UP00139_1_Nkx1-2_3214.1	0.0556166887841	0.340740219892	102.0	1040.0	49.0	675.0	8.93%	6.77%	NA
MA0500.1.Myog	0.0589541419257	0.356672558651	459.0	683.0	264.0	460.0	40.19%	36.46%	NA
UP00243_1_Isx_3445.1	0.06038399437	0.360813003396	69.0	1073.0	31.0	693.0	6.04%	4.28%	NA
MA0080.3.Spi1	0.0613625900492	0.361541504367	697.0	445.0	415.0	309.0	61.03%	57.32%	NA
MA0091.1.TAL1::TCF3	0.0619998860795	0.361541504367	206.0	936.0	110.0	614.0	18.04%	15.19%	NA
MA0141.2.Esrrb	0.065270990994	0.37288716152	287.0	855.0	159.0	565.0	25.13%	21.96%	NA
UP00232_1_Dobox4_3956.2	0.0655229955297	0.37288716152	106.0	1036.0	52.0	672.0	9.28%	7.18%	NA
MA0521.1.Tcf12	0.0662568096915	0.37288716152	451.0	691.0	260.0	464.0	39.49%	35.91%	NA
MA0139.1.CTCF	0.0675311289222	0.375690418372	357.0	785.0	202.0	522.0	31.26%	27.9%	NA
MA0510.1.RFX5	0.0694621947211	0.382042070966	324.0	818.0	182.0	542.0	28.37%	25.14%	NA
UP00216_1_Obox1_3970.2	0.0713291984597	0.387902607354	152.0	990.0	79.0	645.0	13.31%	10.91%	NA
MA0031.1.FOXD1	0.0780468555588	0.419718645449	134.0	1008.0	69.0	655.0	11.73%	9.53%	NA
MA0592.1.ESRRA	0.082125588085	0.436799831134	294.0	848.0	165.0	559.0	25.74%	22.79%	NA
MA0076.2.ELK4	0.0916713358636	0.482270940848	403.0	739.0	233.0	491.0	35.29%	32.18%	NA
MA0259.1.HIF1A::ARNT	0.096286488842	0.499043318578	64.0	1078.0	30.0	694.0	5.6%	4.14%	NA
MA0066.1.PPARG	0.0969216362528	0.499043318578	191.0	951.0	104.0	620.0	16.73%	14.36%	NA
MA0513.1.SMAD2::SMAD3::SMAD4	0.101878746415	0.518471499321	353.0	789.0	203.0	521.0	30.91%	28.04%	NA
UP00251_1_Esx1_3124.2	0.102837322179	0.518471499321	90.0	1052.0	45.0	679.0	7.88%	6.22%	NA
MA0596.1.SREBF2	0.107941067462	0.5385925428	218.0	924.0	121.0	603.0	19.09%	16.71%	NA
UP00187_1_Alx4_1744.1	0.112646037386	0.556333490765	84.0	1058.0	42.0	682.0	7.36%	5.8%	NA
MA0111.1.Spz1	0.117960535261	0.566149254241	197.0	945.0	109.0	615.0	17.25%	15.06%	NA
MA0106.2.TP53	0.118973977509	0.566149254241	140.0	1002.0	75.0	649.0	12.26%	10.36%	NA
MA0518.1.Stat4	0.11901329006	0.566149254241	383.0	759.0	223.0	501.0	33.54%	30.8%	NA
MA0119.1.TLX1::NFIC	0.119312446142	0.566149254241	302.0	840.0	173.0	551.0	26.44%	23.9%	NA
MA0027.1.En1	0.121444640154	0.570041495928	170.0	972.0	93.0	631.0	14.89%	12.85%	NA
UP00265_1_Pitx3_3497.2	0.122488255323	0.570041495928	138.0	1004.0	74.0	650.0	12.08%	10.22%	NA
UP00095_1_Zfp691_primary	0.125851515605	0.580115557648	221.0	921.0	124.0	600.0	19.35%	17.13%	NA
UP00141_1_Vsx1_1728.1	0.127920177225	0.584088356386	107.0	1035.0	56.0	668.0	9.37%	7.73%	NA
MA0090.1.TEAD1	0.129959981704	0.587856365838	317.0	825.0	183.0	541.0	27.76%	25.28%	NA
MA0144.2.STAT3	0.131411101255	0.588916416737	420.0	722.0	247.0	477.0	36.78%	34.12%	NA
UP00144_1_Hoxb4_2627.1	0.133373320705	0.59222648827	110.0	1032.0	58.0	666.0	9.63%	8.01%	NA
UP00035_1_Hic1_primary	0.137913779864	0.6068206314	200.0	942.0	112.0	612.0	17.51%	15.47%	NA
UP00264_1_Hoxa1_3425.1	0.156299367062	0.681521564488	105.0	1037.0	56.0	668.0	9.19%	7.73%	NA
UP00037_1_Zfp105_primary	0.159196264885	0.687955287538	404.0	738.0	239.0	485.0	35.38%	33.01%	NA
UP00092_1_Myb_primary	0.161010537261	0.689638053402	28.0	1114.0	12.0	712.0	2.45%	1.66%	NA
