FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
UP00407_1_Elf3_primary	1.0439e-23	8.2258e-21	201	5327	12607	753454	3.64%	1.65%	CEP164P1,ZRANB2,AC004920.3,GCOM1,PRKAG2,RP11-274M4.1,REXO1,RP11-114H23.1,MARCH3,BLCAP,AGBL3,C5ORF63,SMG6,DDX39B,MRPS6P4,AC002055.4,GP9,MAGI1,SMCO2,ARHGAP26-AS1,KB-1047C11.2,SERP2,AC007246.3,RP4-656G21.1,CASP10,NME6,GRB10,RP11-530I17.1,ARHGAP17,ATP6V1G2-DDX39B,C6ORF52,RP1-155D22.2,RP1-155D22.1,GPR116,STEAP1B,RNU6-481P,LINC00332,MYO3B,PNISR,HSPG2,CELF2,SUDS3,RNU7-58P,SKI,RRM2P2,APOM,NT5E,CSRNP1,MEIS1,RP11-344L21.1,EFTUD2,AXDND1,LINC00324,BMP6,JAK1,AC096559.1,AC003029.1,RNU1-1,EPHA1-AS1,RP4-601K24.1,XIRP1,BCAR3,PDAP1,C7ORF49,AC079340.1,RP11-159D23.2,STK36,BUD31,ALKBH5,RP11-718O11.1,BAG6,EPHA4,RP11-131L12.2,CTD-2337A12.1,IL1A,IL1B,NCOR2,RP11-258F1.1,RP11-165P7.1,SLC10A6,AC087269.2,SMC2,CROCCP3,RPL17P51,RNU6-930P,PML,DUSP6,ARHGAP26,SKAP1,RABL2B,TLR12P,AC104777.4,RNF25,RN7SL178P,FRMD4A,CTD-2277K2.1,AL138837.1,RP11-98I9.4,EEF1A1,C6ORF100,NFYC,MAPKAPK5-AS1,AP1S1,CTD-2515H24.1,ZC3H12C,SOX7,EIF2S3,RP11-359M6.1,OR4D7P,STAM2,SERPINE1,AC005042.5,AC005042.4,NRG3,RP11-419K12.1,PACSIN2,RP11-434H6.2,CROCC,RP13-81N3.2,RN7SL446P,CASC5,BTF3P7,RP11-125M16.1,CA8,LINC00398,RP11-134D3.2,SAE1,FAR2,WDR75,RP11-134D3.1
MA0076.2.ELK4	3.1807e-20	1.2532e-17	282	5246	21638	744423	5.1%	2.82%	BCL2L1,CEP164P1,ZRANB2,AC004920.3,RP11-530I17.1,PES1,CAPRIN1,SMG6,ZNF383,PCBP1-AS1,CCDC91,MRPS6P4,RP11-888D10.3,AC002055.4,RP11-98I9.4,RN7SKP15,Y_RNA,COG4,IQCG,RP11-295G20.2,AC007246.3,RP4-656G21.1,NME6,GRB10,RBBP5,CEP76,ATP6V1G2-DDX39B,C6ORF52,RP1-155D22.2,SNHG3,GPR116,STEAP1B,RNU6-481P,LINC00332,XPNPEP3,DOCK9,PNISR,HSPG2,SUDS3,ST13,BLCAP,SKI,RRM2P2,AC123768.4,APOM,CSRNP1,THBS1,EFTUD2,AXDND1,ZNF585B,PSMG2,ZNF184,RP11-587H10.1,RP1-155D22.1,FTX,TTC8,PPP1R10,SART3,DDX39B,RNVU1-6,MRPL9,AL136985.1,PDAP1,LRIG1,AC079340.1,PSMD12,STK36,BUD31,CDKAL1,BAG6,RP11-131L12.2,RP11-1000B6.5,MYO3B,UPF2,IL1A,RP11-659G9.3,RP11-344L21.1,RP11-243J16.7,HFE2,XIRP1,RPL17P51,TM9SF1,XXBAC-BPGBPG34I8.1,EEF1A1,PUS10,DUSP6,UFM1,RP11-125M16.1,RPL7,VCPIP1,RABL2B,RP11-932O9.7,RP11-395B7.7,AC104777.4,RNF25,RP11-770J1.5,FRMD4A,METTL3,RP11-624L4.1,ATP5L,RP11-7O11.3,ARHGAP11B,IL1B,RP11-114F10.2,IPO13,USP1,RP11-63A1.1,SF3B3,NFYC,ZC3H12C,ST13P3,SOX7,ALDH1A2,TSNAX,ACER3,RAB30,NEK10,STAM2,RPL21,SERPINE1,AC005042.5,AC005042.4,EIF2S3,NRG3,PIN4,PACSIN2,CUBN,RN7SL446P,CASC4,AC017048.1,AC017048.2,RCC1,LINC00398,OAZ3,RDH10,RNU6-515P
MA0762.1.ETV2	5.8594e-19	1.5391e-16	165	5363	10548	755513	2.98%	1.38%	BCL2L1,C5ORF63,ZRANB2,GCOM1,RP11-114H23.1,MARCH3,AGBL3,SMG6,DDX39B,MRPS6P4,AC002055.4,GP9,RP11-98I9.4,CENPL,TSNAX,AC122136.2,Y_RNA,COG4,RP11-295G20.2,AC007246.3,CTB-113P19.1,RBBP5,ATP6V1G2-DDX39B,RP1-155D22.2,RP1-155D22.1,C7ORF49,RNU6-481P,LINC00332,DOCK9,PNISR,MACF1,SKI,RRM2P2,CEP164P1,AC123768.4,APOM,RP11-243J16.7,EFTUD2,JAK1,ZNF184,RP11-395B7.7,CTD-2337A12.1,AL136985.1,C10ORF11,LRIG1,AC079340.1,PSMD12,HTT,AC004540.5,STK36,BUD31,ZNF335,BAG6,RP11-167N24.6,RP11-1000B6.5,MYO3B,ATP5L,IL1A,RP11-659G9.3,NCOR2,SLC10A6,SMC2,RPL17P51,SPARC,MIR3685,XXBAC-BPGBPG34I8.1,DUSP6,PDAP1,EFNA5,RABL2B,RP11-932O9.7,AC104777.4,RNF25,RP11-770J1.5,NFYC,TBCK,METTL3,ARHGAP11B,IL1B,EEF1A1,RP11-63A1.1,SF3B3,AIMP1,FRMD4A,CTD-2515H24.1,EIF2S3,PIN4,RP11-359M6.1,RAB30,STAM2,SERPINE1,AC005042.5,AC005042.4,NRG3,PACSIN2,RP11-434H6.2,RN7SL446P,CASC4,AC093850.1,RP11-134D3.2,RNU6-515P,RP11-134D3.1
MA0645.1.ETV6	1.2977e-18	2.5564e-16	218	5310	15750	750311	3.94%	2.06%	,CEP164P1,ZRANB2,AC004920.3,GCOM1,RP11-114H23.1,MEIS1,MARCH3,AGBL3,C5ORF63,SMG6,ZNF383,PCBP1-AS1,MRPS6P4,RP11-888D10.3,PDE7B,AC002055.4,EDN1,HSPA9,RP11-98I9.4,RN7SKP15,Y_RNA,COG4,IQCG,RP11-295G20.2,AC007246.3,BMP6,PES1,EIF4G2,ATP6V1G2-DDX39B,C6ORF52,RP1-155D22.2,SNHG3,GRB10,GPR116,C7ORF49,RNU6-481P,RP11-770J1.5,DOCK9,PNISR,UPF2,SUDS3,SKI,RRM2P2,AC123768.4,APOM,CCT4,EFTUD2,AXDND1,ZNF585B,ZNF184,RP11-587H10.1,RP1-155D22.1,HSA-MIR-490,CTD-2337A12.1,PPP1R10,HEXIM1,SART3,DDX39B,AL136985.1,PDAP1,PSMD12,STK36,BUD31,NVL,BAG6,RP11-131L12.2,MYO3B,ATP5L,IL1A,IL1B,RP11-344L21.1,SLC10A6,HFE2,TM9SF1,XXBAC-BPGBPG34I8.1,VCPIP1,DUSP6,RP11-125M16.1,EFNA5,RABL2B,RP11-932O9.7,AC104777.4,RNF25,FRMD4A,METTL3,ARHGAP11B,RNVU1-6,RP11-114F10.2,BPGM,UFM1,EEF1A1,CAB39,RP11-433J22.3,SF3B3,NFYC,CTD-2515H24.1,CACTIN,ZC3H12C,ST13P3,ALDH1A2,TSNAX,ACER3,STAM2,AC005042.5,AC005042.4,NRG3,PIN4,STEAP1B,VEPH1,BTF3P7,RCC1,LINC00398,RP11-314N2.2
MA0477.1.FOSL1	2.1334e-17	3.3244e-15	254	5274	19858	746203	4.59%	2.59%	,C5ORF63,AC004920.3,PRKAG2,RP11-274M4.1,RP11-305L7.6,VPS8,MARCH3,HPSE2,SMG6,LINC00624,ARHGEF7,CCDC91,RP11-888D10.3,DLGAP1,ZNF576,EDN1,TTLL11,PLLP,RNU6-385P,RP4-723E3.1,ACTBP9,RN7SKP15,Y_RNA,KCNAB1,CTC-661I16.1,TNFRSF10B,GRB10,RP11-530I17.1,RHBDD2,RP11-395B7.7,RP11-138M12.1,AC096559.1,ALG2,ANO6,HSPG2,CELF2,NEK10,CRADD,LINC00607,NT5E,RP11-528A10.2,STK24,JMJD1C,PJA2,IRGQ,LNX1,PDP1,RP11-702B10.2,RP11-190P13.2,GALNT7,BCAR3,C1ORF143,AL136985.1,RP11-192P3.4,LRIG1,AC079340.1,PSMD12,AC004540.5,SPOCK1,HECW2,ZNF114,RP11-718O11.1,MIR181A1HG,CLDN10,RP11-305L7.3,AC013410.1,EPHA4,CTD-2005H7.2,SH3BP5,NPHP1,CTD-2337A12.1,NCOR2,AC087269.2,RP11-735G4.1,ZEB1-AS1,EEF1A1,FRMD3,AC132216.1,GRIA1,FAM49A,EFNA5,RNU6-263P,TTLL11-IT1,C9ORF3,RP11-114H23.1,RN7SL178P,SEPT11,RELL1,TM4SF1-AS1,PDE4B,TGFB2,RP11-114F10.2,ERCC1,CAB39,FRMD4A,RP4-724E13.2,ST13P3,TM4SF1,SERPINE1,CTD-2128F4.1,ARHGDIB,FIP1L1,NRG3,RP11-419K12.1,PACSIN2,ANXA2,TNR,MFSD4,RN7SL446P,PDCD1LG2,SEC61B,CPVL,CA8,LINC00398,RP11-640A1.4,GRIN2A,BCL9,KB-1930G5.4,ABCC4,RP11-557H15.3
MA0081.1.SPIB	2.5313e-17	3.3244e-15	203	5325	14701	751360	3.67%	1.92%	,BCL2L1,C5ORF63,ZRANB2,AC004920.3,GCOM1,MARCH3,BLCAP,CTC-529P8.1,SMG6,DDX39B,ARHGEF7,MRPS6P4,RP11-888D10.3,DLGAP1,AC002055.4,GP9,KHSRPP1,MBNL2,PLLP,HSPA9,AC007566.10,ACTBP9,OSGEP,RN7SKP15,Y_RNA,RP11-520A21.1,SERP2,SLC25A26,CTC-661I16.1,SEP15,GRB10,RBBP5,ATP6V1G2-DDX39B,C6ORF52,GPR116,C7ORF49,RP11-770J1.5,NUP205,ALG2,PNISR,HSPG2,STAM,SKI,IL1B,NT5E,EFTUD2,CARD8,ZNF184,RP11-587H10.1,AC003029.1,EPHA1-AS1,HSA-MIR-490,CTD-2337A12.1,PPP1R10,RP11-344A7.1,SART3,RP11-190P13.2,MRPL9,AL136985.1,PDAP1,PDP1,DZANK1,AC004540.5,BUD31,ZNF114,RP11-718O11.1,MIR181A1HG,ZNF335,AGBL3,PI4KB,RP11-576I22.2,RNU6-1211P,ATP5L,IL1A,RP11-659G9.3,RP11-243J16.7,SLC10A6,PDE7B,CLHC1,HS2ST1,DUSP6,ARHGAP26,XXBAC-BPGBPG34I8.1,RN7SL2,RN7SL3,EFNA5,VCPIP1,RABL2B,AC104777.4,RP11-114H23.1,RP11-114F10.2,BPGM,RP11-98I9.4,USP1,RP11-433J22.3,OAZ3,MAPKAPK5-AS1,CTD-2515H24.1,ST13P3,SOX7,PIN4,ACER3,RP11-359M6.1,RAB30,ESYT2,AC005042.5,AC005042.4,NRG3,RP11-434H6.2,CUBN,RP11-167H9.5,RP11-167H9.6,MFSD4,RN7SKP145,PDCD1LG2,BTF3P7,SEC61B,RP11-390B4.5,RP11-266E14.1,LINC00398,RP11-640A1.4,RP11-314N2.2,GORAB,WDR75
MA0760.1.ERF	4.4341e-17	4.9915e-15	162	5366	10794	755267	2.93%	1.41%	,BCL2L1,DOCK9,BAG6,NCOR2,ZRANB2,XXBAC-BPGBPG34I8.1,PRSS16,RP11-63A1.1,MACF1,RP11-167N24.6,RP11-395B7.7,SF3B3,PSMD12,FRMD4A,RNF25,MYO3B,GP9,UPF2,PNISR,IL1A,CACTIN,ZC3H12C,SKI,RP11-344L21.1,EIF2S3,RNU6-515P,EEF1A1,SMG6,RP11-359M6.1,SLC10A6,AC123768.4,STAM2,APOM,CROCCP3,RRM2P2,RPL17P51,PCBP1-AS1,AC002055.4,MIR3685,RP11-209A2.1,JAK1,DDX39B,ZNF184,DUSP6,RP11-1000B6.5,PACSIN2,RP11-434H6.2,STK36,TSNAX,PDAP1,Y_RNA,RNU1-1,CROCC,COG4,RP11-932O9.7,IQCG,RN7SL446P,CEP164P1,CASC4,SART3,RP11-295G20.2,AC007246.3,RABL2B,AL136985.1,NFYC,SMC2,LRIG1,RP11-98I9.4,METTL3,AC079340.1,LINC00332,ATP5L,RP11-243J16.7,ATP6V1G2-DDX39B,C6ORF52,RP1-155D22.2,ARHGAP11B,BUD31,MRPS6P4,IL1B,RP1-155D22.1,RNU6-481P,RP11-770J1.5,SERPINE1
MA0489.1.JUN.var.2	1.4119e-16	1.3907e-14	279	5249	22833	743228	5.05%	2.98%	,C5ORF63,STYK1,AC004920.3,PRKAG2,RP11-274M4.1,RP11-305L7.6,REXO1,VPS8,MARCH3,HPSE2,SMG6,LINC00624,FMNL2,ARHGEF7,CTC-661I16.1,RP11-888D10.3,DLGAP1,ZNF576,EDN1,TTLL11,PLLP,RNU6-385P,RP4-723E3.1,Y_RNA,KCNAB1,SERP2,RP4-656G21.1,TNFRSF10B,GRB10,RP6-99M1.2,RP11-530I17.1,RHBDD2,RP11-395B7.7,RP11-138M12.1,AC096559.1,ALG2,ANO6,HSPG2,CELF2,NEK10,CRADD,NT5E,RP11-528A10.2,STK24,PJA2,IRGQ,LNX1,CTD-2337A12.1,PDP1,RP11-702B10.2,RP11-190P13.2,GALNT7,RNVU1-6,C1ORF143,AL136985.1,RP4-601K24.1,RP11-192P3.4,HIST1H2BPS2,LRIG1,AC079340.1,PSMD12,AC004540.5,SPOCK1,HECW2,ZNF114,RP11-718O11.1,MIR181A1HG,CLDN10,RP11-305L7.3,EPHA4,CTD-2005H7.2,SH3BP5,NPHP1,TENM4,RP11-255G12.3,NCOR2,AC087269.2,HFE2,RP11-735G4.1,ZEB1-AS1,EEF1A1,FRMD3,AC132216.1,GRIA1,FAM49A,AC008063.3,EFNA5,RNU6-263P,TTLL11-IT1,C9ORF3,RP11-114H23.1,RN7SL178P,RP6-99M1.1,RP4-724E13.2,SEPT11,RELL1,TM4SF1-AS1,PDE4B,TGFB2,ERCC1,CAB39,FRMD4A,HIST1H2AL,RP11-91K8.5,RP11-91K8.4,ALDH1A2,CREB3L2,TM4SF1,SERPINE1,CTD-2128F4.1,ARHGDIB,FIP1L1,NRG3,RP11-419K12.1,PACSIN2,MFSD4,RN7SL446P,PDCD1LG2,SEC61B,CPVL,CA8,BNC2,LINC00398,AC007879.5,GRIN2A,BCL9,KB-1930G5.4,ABCC4,RP11-557H15.3
UP00085_1_Sfpi1_primary	1.8528e-16	1.6222e-14	182	5346	12917	753144	3.29%	1.69%	C5ORF63,ZRANB2,AC004920.3,GCOM1,PRKAG2,MARCH3,BLCAP,AGBL3,DDX39B,PCBP1-AS1,STYK1,MRPS6P4,RP11-888D10.3,CARD8,AC002055.4,ARHGAP26,EDN1,Y_RNA,COG4,SERP2,SLC25A26,AC007246.3,TRAPPC9,SEP15,GRB10,ATP6V1G2-DDX39B,RP1-155D22.2,RP1-155D22.1,C7ORF49,LINC00332,MYO3B,ZNF184,HSPG2,NEK10,CEP164P1,APOM,MEIS1,EFTUD2,AXDND1,ZNF585B,AC096559.1,RP11-587H10.1,RNU1-1,RP4-601K24.1,PPP1R10,AP000769.8,SART3,ZNF383,AP000769.7,GSTO2,HIST1H2BPS2,AC079340.1,ZNF114,NVL,RN7SL446P,BAG6,RPS3,CTD-2337A12.1,IL1A,IL1B,HNRNPA1P1,AC087269.2,CROCCP3,RPL17P51,PDE7B,TM9SF1,XXBAC-BPGBPG34I8.1,VCPIP1,DUSP6,AL136985.1,RABL2B,AC104777.4,RP11-114H23.1,RN7SL178P,NFYC,TBCK,METTL4,FARSB,RP11-114F10.2,UFM1,HS2ST1,CAB39,SF3B3,AIMP1,FRMD4A,HIST1H2AL,CTD-2515H24.1,ST13P3,SOX7,ALDH1A2,PIN4,ACER3,KCNK9,STAM2,AC005042.5,AC005042.4,NRG3,STEAP1B,VEPH1,CROCC,MGAT5,RP11-493K19.3,LINC00398,CFDP1
MA0156.2.FEV	2.1013e-16	1.6558e-14	151	5377	9950	756111	2.73%	1.3%	NFYC,DOCK9,BAG6,ZRANB2,EEF1A1,RP11-63A1.1,PRKAG2,RP11-167N24.6,RP11-395B7.7,RP11-131L12.2,SUDS3,FRMD4A,MYO3B,ARHGAP11B,GP9,ATP5L,PNISR,IL1A,RP11-659G9.3,PSMD12,SKI,RRM2P2,ALDH1A2,RNU6-515P,SMG6,DDX39B,RAB30,AC123768.4,STAM2,STYK1,RPL21,SERPINE1,RPL17P51,PCBP1-AS1,AC002055.4,MIR3685,XXBAC-BPGBPG34I8.1,JAK1,AC004540.5,ZNF184,PIN4,RP11-1000B6.5,PACSIN2,RP11-434H6.2,STK36,TSNAX,PDAP1,Y_RNA,COG4,RP11-932O9.7,BUD31,RNVU1-14,SF3B3,EIF2S3,CASC4,RNF25,RP11-295G20.2,AC007246.3,RABL2B,AL136985.1,RCC1,SMC2,LRIG1,RP11-98I9.4,METTL3,AC079340.1,LINC00332,RNU6-740P,ATP6V1G2-DDX39B,C6ORF52,SNHG3,APOM,IL1B,RNU6-481P,RP11-770J1.5,CDKAL1,RN7SL446P
